max_pulls,expected_special_items,si_p(<=1),si_p(<=2),si_p(<=3),si_p(<=6),si_p(<=9),si_p(<=12),si_p(>=1),si_p(>=2),si_p(>=3),si_p(>=6),si_p(>=9),si_p(>=12),p(0)_5c,p(>=1)_5c,p(>=2)_5c,p(>=3)_5c,p(>=4)_5c,p(>=5)_5c,p(>=6)_5c,p(>=7)_5c,p(>=8)_5c,p(<=1)_5c,p(<=2)_5c,p(<=3)_5c,p(<=4)_5c,p(<=5)_5c,p(<=6)_5c,p(<=7)_5c,p(<=8)_5c,p(0)_6c,p(>=1)_6c,p(>=2)_6c,p(>=3)_6c,p(>=4)_6c,p(>=5)_6c,p(>=6)_6c,p(>=7)_6c,p(>=8)_6c,p(<=1)_6c,p(<=2)_6c,p(<=3)_6c,p(<=4)_6c,p(<=5)_6c,p(<=6)_6c,p(<=7)_6c,p(<=8)_6c,p(0)_7c,p(>=1)_7c,p(>=2)_7c,p(>=3)_7c,p(>=4)_7c,p(>=5)_7c,p(>=6)_7c,p(>=7)_7c,p(>=8)_7c,p(<=1)_7c,p(<=2)_7c,p(<=3)_7c,p(<=4)_7c,p(<=5)_7c,p(<=6)_7c,p(<=7)_7c,p(<=8)_7c
3920,0.125807,97.262450,99.273540,99.831820,99.999250,100.000000,100.000000,8.907050,2.737550,0.726460,0.005700,0.000000,0.000000,12.988500,87.011500,41.598500,7.160800,0.322000,0.002400,0.000000,0.000000,0.000000,58.401500,92.839200,99.678000,99.997600,100.000000,100.000000,100.000000,100.000000,45.262200,54.737800,9.030500,0.315900,0.001500,0.000000,0.000000,0.000000,0.000000,90.969500,99.684100,99.998500,100.000000,100.000000,100.000000,100.000000,100.000000,75.207700,24.792300,1.059000,0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,98.941000,99.995000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
3930,0.127924,97.210110,99.257080,99.827440,99.999230,100.000000,100.000000,9.044400,2.789890,0.742920,0.005840,0.000000,0.000000,12.744500,87.255500,42.084500,7.352100,0.337000,0.002500,0.000000,0.000000,0.000000,57.915500,92.647900,99.663000,99.997500,100.000000,100.000000,100.000000,100.000000,44.863300,55.136700,9.225100,0.329400,0.001600,0.000000,0.000000,0.000000,0.000000,90.774900,99.670600,99.998400,100.000000,100.000000,100.000000,100.000000,100.000000,74.923100,25.076900,1.091500,0.005100,0.000000,0.000000,0.000000,0.000000,0.000000,98.908500,99.994900,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
3940,0.130046,97.155990,99.240770,99.822730,99.999180,100.000000,100.000000,9.180160,2.844010,0.759230,0.005890,0.000000,0.000000,12.507300,87.492600,42.577400,7.546400,0.352800,0.002600,0.000000,0.000000,0.000000,57.422500,92.453500,99.647100,99.997300,99.999900,99.999900,99.999900,99.999900,44.461000,55.539000,9.423200,0.344100,0.001600,0.000000,0.000000,0.000000,0.000000,90.576800,99.655900,99.998400,100.000000,100.000000,100.000000,100.000000,100.000000,74.637000,25.363000,1.125100,0.005400,0.000000,0.000000,0.000000,0.000000,0.000000,98.874900,99.994600,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
3950,0.132202,97.101860,99.223520,99.818050,99.999120,100.000000,100.000000,9.318070,2.898140,0.776480,0.006310,0.000000,0.000000,12.272900,87.727000,43.063100,7.742600,0.369000,0.002800,0.000000,0.000000,0.000000,56.936800,92.257300,99.630900,99.997100,99.999900,99.999900,99.999900,99.999900,44.059100,55.940800,9.624000,0.358600,0.001700,0.000000,0.000000,0.000000,0.000000,90.375900,99.641300,99.998200,99.999900,99.999900,99.999900,99.999900,99.999900,74.344100,25.655900,1.160500,0.005900,0.000000,0.000000,0.000000,0.000000,0.000000,98.839500,99.994100,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
3960,0.134408,97.046810,99.205190,99.813090,99.999050,100.000000,100.000000,9.458700,2.953190,0.794810,0.006570,0.000000,0.000000,12.038200,87.961700,43.552400,7.940300,0.386800,0.003000,0.000000,0.000000,0.000000,56.447500,92.059600,99.613100,99.996900,99.999900,99.999900,99.999900,99.999900,43.660500,56.339500,9.827000,0.373900,0.002000,0.000000,0.000000,0.000000,0.000000,90.173000,99.626100,99.998000,100.000000,100.000000,100.000000,100.000000,100.000000,74.048900,25.951200,1.196300,0.006300,0.000000,0.000000,0.000000,0.000000,0.000000,98.803800,99.993800,100.000100,100.000100,100.000100,100.000100,100.000100,100.000100
3970,0.136674,96.987640,99.188990,99.808250,99.998970,100.000000,100.000000,9.603410,3.012360,0.811010,0.007030,0.000000,0.000000,11.811500,88.188500,44.041900,8.143700,0.404500,0.003200,0.000000,0.000000,0.000000,55.958100,91.856300,99.595500,99.996800,100.000000,100.000000,100.000000,100.000000,43.264300,56.735600,10.033700,0.390700,0.002000,0.000000,0.000000,0.000000,0.000000,89.966200,99.609200,99.997900,99.999900,99.999900,99.999900,99.999900,99.999900,73.753700,26.246300,1.232800,0.006500,0.000000,0.000000,0.000000,0.000000,0.000000,98.767200,99.993500,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
3980,0.138918,96.932260,99.171400,99.803170,99.998940,100.000000,100.000000,9.748250,3.067740,0.828600,0.007200,0.000000,0.000000,11.584300,88.415700,44.530400,8.350500,0.422200,0.003400,0.000000,0.000000,0.000000,55.469600,91.649500,99.577800,99.996600,100.000000,100.000000,100.000000,100.000000,42.865900,57.134100,10.243700,0.407800,0.002100,0.000000,0.000000,0.000000,0.000000,89.756300,99.592200,99.997900,100.000000,100.000000,100.000000,100.000000,100.000000,73.453300,26.546600,1.269400,0.006900,0.000000,0.000000,0.000000,0.000000,0.000000,98.730500,99.993000,99.999900,99.999900,99.999900,99.999900,99.999900,99.999900
3990,0.141186,96.874570,99.152370,99.798250,99.998930,100.000000,100.000000,9.892070,3.125430,0.847630,0.007430,0.000000,0.000000,11.361300,88.638700,45.021100,8.557200,0.441200,0.003700,0.000000,0.000000,0.000000,54.978900,91.442800,99.558800,99.996300,100.000000,100.000000,100.000000,100.000000,42.468900,57.531200,10.455500,0.424800,0.002300,0.000000,0.000000,0.000000,0.000000,89.544600,99.575300,99.997800,100.000100,100.000100,100.000100,100.000100,100.000100,73.158800,26.841200,1.307500,0.007200,0.000000,0.000000,0.000000,0.000000,0.000000,98.692500,99.992800,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
4000,0.143463,96.818130,99.132770,99.792680,99.998870,100.000000,100.000000,10.036650,3.181870,0.867230,0.007630,0.000000,0.000000,11.137800,88.862100,45.514600,8.771500,0.460800,0.003900,0.000000,0.000000,0.000000,54.485300,91.228400,99.539100,99.996000,99.999900,99.999900,99.999900,99.999900,42.072900,57.927100,10.670700,0.442500,0.002500,0.000000,0.000000,0.000000,0.000000,89.329300,99.557500,99.997500,100.000000,100.000000,100.000000,100.000000,100.000000,72.859600,27.140400,1.346600,0.007600,0.000000,0.000000,0.000000,0.000000,0.000000,98.653400,99.992400,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
4010,0.145799,96.760110,99.113590,99.787330,99.998740,100.000000,100.000000,10.186010,3.239890,0.886410,0.007860,0.000000,0.000000,10.921900,89.078000,46.004300,8.985800,0.480900,0.004300,0.000000,0.000000,0.000000,53.995600,91.014100,99.519000,99.995600,99.999900,99.999900,99.999900,99.999900,41.674300,58.325700,10.889400,0.460200,0.002600,0.000000,0.000000,0.000000,0.000000,89.110600,99.539800,99.997400,100.000000,100.000000,100.000000,100.000000,100.000000,72.555600,27.444400,1.386800,0.008100,0.000000,0.000000,0.000000,0.000000,0.000000,98.613200,99.991900,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
4020,0.148170,96.698940,99.094620,99.782230,99.998640,100.000000,100.000000,10.335870,3.301060,0.905380,0.008300,0.000000,0.000000,10.709500,89.290500,46.495000,9.205800,0.502000,0.004600,0.000000,0.000000,0.000000,53.505000,90.794200,99.498000,99.995400,100.000000,100.000000,100.000000,100.000000,41.274500,58.725500,11.113900,0.479000,0.002800,0.000000,0.000000,0.000000,0.000000,88.886100,99.521000,99.997200,100.000000,100.000000,100.000000,100.000000,100.000000,72.254800,27.745200,1.427000,0.008600,0.000000,0.000000,0.000000,0.000000,0.000000,98.573000,99.991400,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
4030,0.150556,96.638440,99.074420,99.776770,99.998590,100.000000,100.000000,10.486640,3.361560,0.925580,0.008560,0.000000,0.000000,10.500500,89.499400,46.992100,9.430200,0.523100,0.005000,0.000000,0.000000,0.000000,53.007800,90.569700,99.476800,99.994900,99.999900,99.999900,99.999900,99.999900,40.879800,59.120200,11.333300,0.498500,0.003100,0.000000,0.000000,0.000000,0.000000,88.666700,99.501500,99.996900,100.000000,100.000000,100.000000,100.000000,100.000000,71.947500,28.052600,1.468900,0.009100,0.000000,0.000000,0.000000,0.000000,0.000000,98.531200,99.991000,100.000100,100.000100,100.000100,100.000100,100.000100,100.000100
4040,0.152999,96.577460,99.054020,99.771240,99.998580,100.000000,100.000000,10.642600,3.422540,0.945980,0.008710,0.000000,0.000000,10.291100,89.708900,47.481600,9.655600,0.545400,0.005400,0.000000,0.000000,0.000000,52.518400,90.344400,99.454600,99.994600,100.000000,100.000000,100.000000,100.000000,40.492600,59.507500,11.558700,0.518400,0.003400,0.000000,0.000000,0.000000,0.000000,88.441400,99.481700,99.996700,100.000100,100.000100,100.000100,100.000100,100.000100,71.639500,28.360600,1.512500,0.009700,0.000000,0.000000,0.000000,0.000000,0.000000,98.487600,99.990400,100.000100,100.000100,100.000100,100.000100,100.000100,100.000100
4050,0.155450,96.514890,99.032820,99.765140,99.998480,100.000000,100.000000,10.796170,3.485110,0.967180,0.009010,0.000010,0.000000,10.085100,89.914900,47.973000,9.887500,0.569100,0.005700,0.000000,0.000000,0.000000,52.027000,90.112500,99.430900,99.994300,100.000000,100.000000,100.000000,100.000000,40.101400,59.898500,11.786900,0.538900,0.003500,0.000000,0.000000,0.000000,0.000000,88.213000,99.461000,99.996400,99.999900,99.999900,99.999900,99.999900,99.999900,71.334300,28.665700,1.556600,0.010200,0.000000,0.000000,0.000000,0.000000,0.000000,98.443400,99.989800,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
4060,0.157909,96.451560,99.011840,99.759240,99.998410,100.000000,100.000000,10.950040,3.548440,0.988160,0.009410,0.000010,0.000000,9.881400,90.118400,48.465000,10.125800,0.593200,0.006200,0.000000,0.000000,0.000000,51.534800,89.874000,99.406600,99.993600,99.999800,99.999800,99.999800,99.999800,39.713800,60.286100,12.020500,0.560100,0.003600,0.000000,0.000000,0.000000,0.000000,87.979400,99.439800,99.996300,99.999900,99.999900,99.999900,99.999900,99.999900,71.028400,28.971600,1.602300,0.010800,0.000000,0.000000,0.000000,0.000000,0.000000,98.397700,99.989200,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
4070,0.160443,96.388100,98.989990,99.752810,99.998380,100.000000,100.000000,11.109730,3.611900,1.010010,0.009760,0.000020,0.000000,9.680400,90.319700,48.958500,10.363200,0.619100,0.006900,0.000000,0.000000,0.000000,51.041600,89.636900,99.381000,99.993200,100.000100,100.000100,100.000100,100.000100,39.325400,60.674600,12.252200,0.581800,0.004000,0.000000,0.000000,0.000000,0.000000,87.747800,99.418200,99.996000,100.000000,100.000000,100.000000,100.000000,100.000000,70.721100,29.278900,1.648100,0.011400,0.000000,0.000000,0.000000,0.000000,0.000000,98.351900,99.988600,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
4080,0.162995,96.323260,98.967870,99.746100,99.998300,100.000000,100.000000,11.269540,3.676740,1.032130,0.010080,0.000020,0.000000,9.483700,90.516200,49.458200,10.602500,0.645200,0.007400,0.000000,0.000000,0.000000,50.541700,89.397400,99.354700,99.992500,99.999900,99.999900,99.999900,99.999900,38.937800,61.062200,12.490400,0.604000,0.004300,0.000000,0.000000,0.000000,0.000000,87.509600,99.396000,99.995700,100.000000,100.000000,100.000000,100.000000,100.000000,70.411400,29.588700,1.695600,0.012200,0.000000,0.000000,0.000000,0.000000,0.000000,98.304500,99.987900,100.000100,100.000100,100.000100,100.000100,100.000100,100.000100
4090,0.165596,96.256220,98.945950,99.739270,99.998190,100.000000,100.000000,11.431170,3.743780,1.054050,0.010490,0.000020,0.000000,9.291600,90.708500,49.946700,10.846900,0.671500,0.008100,0.000000,0.000000,0.000000,50.053400,89.153200,99.328600,99.992000,100.000100,100.000100,100.000100,100.000100,38.546600,61.453400,12.730800,0.625500,0.004600,0.000000,0.000000,0.000000,0.000000,87.269200,99.374500,99.995400,100.000000,100.000000,100.000000,100.000000,100.000000,70.098000,29.902000,1.743300,0.012800,0.000000,0.000000,0.000000,0.000000,0.000000,98.256700,99.987200,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
4100,0.168236,96.187750,98.922540,99.732150,99.998110,100.000000,100.000000,11.594010,3.812250,1.077460,0.010910,0.000020,0.000000,9.102000,90.898000,50.435200,11.093500,0.699200,0.008700,0.000000,0.000000,0.000000,49.564800,88.906500,99.300800,99.991300,100.000000,100.000000,100.000000,100.000000,38.162200,61.837700,12.974600,0.650300,0.004900,0.000000,0.000000,0.000000,0.000000,87.025300,99.349600,99.995000,99.999900,99.999900,99.999900,99.999900,99.999900,69.782900,30.217100,1.791800,0.013700,0.000000,0.000000,0.000000,0.000000,0.000000,98.208200,99.986300,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
4110,0.170850,96.121300,98.899090,99.725090,99.998040,100.000000,100.000000,11.756350,3.878700,1.100910,0.011200,0.000020,0.000000,8.914000,91.086100,50.931900,11.347400,0.727900,0.009300,0.000000,0.000000,0.000000,49.068200,88.652700,99.272200,99.990800,100.000100,100.000100,100.000100,100.000100,37.778600,62.221400,13.222700,0.675600,0.005200,0.000000,0.000000,0.000000,0.000000,86.777300,99.324400,99.994800,100.000000,100.000000,100.000000,100.000000,100.000000,69.468800,30.531200,1.842100,0.014500,0.000000,0.000000,0.000000,0.000000,0.000000,98.157900,99.985500,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
4120,0.173499,96.053460,98.875030,99.717580,99.997990,100.000000,100.000000,11.919380,3.946540,1.124970,0.011680,0.000020,0.000000,8.728200,91.271700,51.421400,11.600700,0.758000,0.009700,0.000000,0.000000,0.000000,48.578500,88.399200,99.241900,99.990200,99.999900,99.999900,99.999900,99.999900,37.400100,62.599900,13.471400,0.701600,0.005600,0.000000,0.000000,0.000000,0.000000,86.528600,99.298400,99.994400,100.000000,100.000000,100.000000,100.000000,100.000000,69.153900,30.846100,1.892900,0.015300,0.000000,0.000000,0.000000,0.000000,0.000000,98.107100,99.984700,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
4130,0.176198,95.984820,98.850600,99.710410,99.997850,100.000000,100.000000,12.086420,4.015180,1.149400,0.012240,0.000020,0.000000,8.546700,91.453200,51.907800,11.863200,0.788400,0.010100,0.000000,0.000000,0.000000,48.092100,88.136700,99.211500,99.989800,99.999900,99.999900,99.999900,99.999900,37.021700,62.978300,13.723100,0.729000,0.006100,0.000000,0.000000,0.000000,0.000000,86.276900,99.271000,99.993900,100.000000,100.000000,100.000000,100.000000,100.000000,68.836300,31.163700,1.946000,0.016100,0.000000,0.000000,0.000000,0.000000,0.000000,98.054000,99.983900,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
4140,0.178976,95.912210,98.824700,99.702620,99.997760,100.000000,100.000000,12.255360,4.087790,1.175300,0.012680,0.000030,0.000000,8.369800,91.630200,52.397300,12.129300,0.819500,0.010900,0.000000,0.000000,0.000000,47.602700,87.870700,99.180500,99.989100,100.000000,100.000000,100.000000,100.000000,36.638800,63.361200,13.980500,0.755600,0.006500,0.000000,0.000000,0.000000,0.000000,86.019500,99.244400,99.993500,100.000000,100.000000,100.000000,100.000000,100.000000,68.515200,31.484700,2.000000,0.017000,0.000000,0.000000,0.000000,0.000000,0.000000,97.999900,99.982900,99.999900,99.999900,99.999900,99.999900,99.999900,99.999900
4150,0.181690,95.840370,98.799880,99.695430,99.997700,100.000000,100.000000,12.420640,4.159630,1.200120,0.013100,0.000030,0.000000,8.196700,91.803200,52.886200,12.396100,0.852700,0.011500,0.000000,0.000000,0.000000,47.113700,87.603800,99.147200,99.988400,99.999900,99.999900,99.999900,99.999900,36.262600,63.737400,14.238700,0.783300,0.007000,0.000000,0.000000,0.000000,0.000000,85.761300,99.216700,99.993000,100.000000,100.000000,100.000000,100.000000,100.000000,68.192000,31.807900,2.053800,0.018200,0.000000,0.000000,0.000000,0.000000,0.000000,97.946100,99.981700,99.999900,99.999900,99.999900,99.999900,99.999900,99.999900
4160,0.184471,95.767060,98.773020,99.687580,99.997620,100.000000,100.000000,12.588460,4.232940,1.226980,0.013580,0.000020,0.000000,8.025000,91.974900,53.371400,12.663100,0.886600,0.012400,0.000000,0.000000,0.000000,46.628500,87.336800,99.113300,99.987500,99.999900,99.999900,99.999900,99.999900,35.884400,64.115500,14.503000,0.811700,0.007400,0.000000,0.000000,0.000000,0.000000,85.496900,99.188200,99.992500,99.999900,99.999900,99.999900,99.999900,99.999900,67.874500,32.125500,2.108500,0.019200,0.000000,0.000000,0.000000,0.000000,0.000000,97.891500,99.980800,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
4170,0.187269,95.694430,98.746390,99.680290,99.997510,100.000000,100.000000,12.759110,4.305570,1.253610,0.013920,0.000010,0.000000,7.853700,92.146400,53.863100,12.937900,0.921500,0.013200,0.000000,0.000000,0.000000,46.137000,87.062200,99.078600,99.986900,100.000100,100.000100,100.000100,100.000100,35.507900,64.492100,14.771200,0.843000,0.007800,0.000000,0.000000,0.000000,0.000000,85.228800,99.157000,99.992200,100.000000,100.000000,100.000000,100.000000,100.000000,67.550700,32.449300,2.165300,0.020100,0.000000,0.000000,0.000000,0.000000,0.000000,97.834700,99.979900,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
4180,0.190136,95.618500,98.719920,99.672180,99.997390,100.000000,100.000000,12.932290,4.381500,1.280080,0.014430,0.000010,0.000000,7.687200,92.312700,54.353000,13.214600,0.957400,0.014100,0.000000,0.000000,0.000000,45.646900,86.785300,99.042500,99.985800,99.999900,99.999900,99.999900,99.999900,35.138100,64.861800,15.038600,0.873600,0.008300,0.000000,0.000000,0.000000,0.000000,84.961300,99.126300,99.991600,99.999900,99.999900,99.999900,99.999900,99.999900,67.226700,32.773400,2.223200,0.021200,0.000000,0.000000,0.000000,0.000000,0.000000,97.776900,99.978900,100.000100,100.000100,100.000100,100.000100,100.000100,100.000100
4190,0.193007,95.542930,98.692570,99.664160,99.997230,100.000000,100.000000,13.105360,4.457070,1.307430,0.014910,0.000030,0.000000,7.524400,92.475500,54.831800,13.498700,0.994800,0.015100,0.000000,0.000000,0.000000,45.168100,86.501200,99.005100,99.984800,99.999900,99.999900,99.999900,99.999900,34.763900,65.236100,15.311700,0.904900,0.009000,0.000000,0.000000,0.000000,0.000000,84.688300,99.095100,99.991000,100.000000,100.000000,100.000000,100.000000,100.000000,66.901800,33.098100,2.284200,0.022500,0.000000,0.000000,0.000000,0.000000,0.000000,97.715700,99.977400,99.999900,99.999900,99.999900,99.999900,99.999900,99.999900
4200,0.195926,95.467010,98.664730,99.654820,99.997170,100.000000,100.000000,13.281820,4.532990,1.335270,0.015340,0.000040,0.000000,7.362700,92.637200,55.315400,13.788500,1.033000,0.016200,0.000000,0.000000,0.000000,44.684500,86.211400,98.966900,99.983700,99.999900,99.999900,99.999900,99.999900,34.393500,65.606500,15.584400,0.937800,0.009800,0.000000,0.000000,0.000000,0.000000,84.415600,99.062200,99.990200,100.000000,100.000000,100.000000,100.000000,100.000000,66.577100,33.422900,2.344800,0.023700,0.000000,0.000000,0.000000,0.000000,0.000000,97.655200,99.976300,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
4210,0.198864,95.389220,98.636580,99.646250,99.997090,100.000000,100.000000,13.458530,4.610780,1.363420,0.015770,0.000040,0.000000,7.199300,92.800700,55.796000,14.078600,1.071900,0.017000,0.000000,0.000000,0.000000,44.204000,85.921400,98.928100,99.983000,100.000000,100.000000,100.000000,100.000000,34.023000,65.977000,15.860100,0.971500,0.010400,0.000000,0.000000,0.000000,0.000000,84.139900,99.028500,99.989600,100.000000,100.000000,100.000000,100.000000,100.000000,66.245400,33.754500,2.405200,0.024500,0.000000,0.000000,0.000000,0.000000,0.000000,97.594700,99.975400,99.999900,99.999900,99.999900,99.999900,99.999900,99.999900
4220,0.201854,95.308300,98.608490,99.637770,99.997080,100.000000,100.000000,13.637420,4.691700,1.391510,0.016320,0.000050,0.000000,7.042800,92.957200,56.268600,14.377800,1.112900,0.018200,0.000000,0.000000,0.000000,43.731400,85.622200,98.887100,99.981800,100.000000,100.000000,100.000000,100.000000,33.655700,66.344300,16.139200,1.006000,0.011200,0.000000,0.000000,0.000000,0.000000,83.860800,98.994000,99.988800,100.000000,100.000000,100.000000,100.000000,100.000000,65.914200,34.085800,2.468400,0.025900,0.000000,0.000000,0.000000,0.000000,0.000000,97.531600,99.974100,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
4230,0.204874,95.227230,98.579520,99.628940,99.996990,100.000000,100.000000,13.817480,4.772770,1.420480,0.016980,0.000050,0.000000,6.887200,93.112900,56.747700,14.670300,1.154800,0.019200,0.000000,0.000000,0.000000,43.252400,85.329800,98.845300,99.980900,100.000100,100.000100,100.000100,100.000100,33.289800,66.710100,16.425400,1.042600,0.011900,0.000000,0.000000,0.000000,0.000000,83.574500,98.957300,99.988000,99.999900,99.999900,99.999900,99.999900,99.999900,65.586200,34.413700,2.533000,0.027300,0.000000,0.000000,0.000000,0.000000,0.000000,97.466900,99.972600,99.999900,99.999900,99.999900,99.999900,99.999900,99.999900
4240,0.207893,95.146930,98.549950,99.619290,99.996880,100.000000,100.000000,13.996840,4.853070,1.450050,0.017570,0.000050,0.000000,6.736900,93.263000,57.226800,14.972200,1.199900,0.020300,0.000000,0.000000,0.000000,42.773100,85.027700,98.800000,99.979600,99.999900,99.999900,99.999900,99.999900,32.922600,67.077200,16.711300,1.080300,0.012500,0.000000,0.000000,0.000000,0.000000,83.288500,98.919500,99.987300,99.999800,99.999800,99.999800,99.999800,99.999800,65.254700,34.745300,2.599000,0.028500,0.000000,0.000000,0.000000,0.000000,0.000000,97.401000,99.971500,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
4250,0.210960,95.065380,98.519810,99.609680,99.996780,100.000000,100.000000,14.179300,4.934620,1.480190,0.018000,0.000070,0.000000,6.589600,93.410400,57.700200,15.276500,1.245100,0.021600,0.000000,0.000000,0.000000,42.299800,84.723500,98.754900,99.978400,100.000000,100.000000,100.000000,100.000000,32.556500,67.443500,16.996900,1.117900,0.012900,0.000000,0.000000,0.000000,0.000000,83.003100,98.882100,99.987100,100.000000,100.000000,100.000000,100.000000,100.000000,64.918900,35.081100,2.665800,0.030200,0.000000,0.000000,0.000000,0.000000,0.000000,97.334200,99.969800,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
4260,0.214125,94.981590,98.488500,99.601160,99.996710,100.000000,100.000000,14.368350,5.018410,1.511500,0.018850,0.000080,0.000000,6.443500,93.556500,58.175600,15.587600,1.291500,0.022600,0.000000,0.000000,0.000000,41.824400,84.412400,98.708500,99.977400,100.000000,100.000000,100.000000,100.000000,32.193300,67.806700,17.288800,1.156200,0.013800,0.000000,0.000000,0.000000,0.000000,82.711200,98.843800,99.986200,100.000000,100.000000,100.000000,100.000000,100.000000,64.589400,35.410600,2.734600,0.031500,0.000000,0.000000,0.000000,0.000000,0.000000,97.265400,99.968500,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
4270,0.217279,94.895590,98.457000,99.591790,99.996620,99.999990,100.000000,14.553350,5.104410,1.543000,0.019560,0.000080,0.000000,6.301600,93.698400,58.648300,15.899600,1.339500,0.023700,0.000000,0.000000,0.000000,41.351700,84.100400,98.660500,99.976300,100.000000,100.000000,100.000000,100.000000,31.840100,68.159900,17.581800,1.197800,0.014400,0.000000,0.000000,0.000000,0.000000,82.418200,98.802200,99.985600,100.000000,100.000000,100.000000,100.000000,100.000000,64.257500,35.742500,2.802000,0.033300,0.000000,0.000000,0.000000,0.000000,0.000000,97.198000,99.966700,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
4280,0.220466,94.809390,98.425810,99.581450,99.996500,99.999990,100.000000,14.740490,5.190610,1.574190,0.020300,0.000080,0.000000,6.161200,93.838700,59.122900,16.214500,1.390200,0.025000,0.000000,0.000000,0.000000,40.877000,83.785400,98.609700,99.974900,99.999900,99.999900,99.999900,99.999900,31.486100,68.513900,17.881000,1.238500,0.015100,0.000000,0.000000,0.000000,0.000000,82.119000,98.761500,99.984900,100.000000,100.000000,100.000000,100.000000,100.000000,63.923100,36.076800,2.874200,0.035000,0.000000,0.000000,0.000000,0.000000,0.000000,97.125700,99.964900,99.999900,99.999900,99.999900,99.999900,99.999900,99.999900
4290,0.223675,94.725140,98.393990,99.571300,99.996310,99.999990,100.000000,14.931730,5.274860,1.606010,0.021070,0.000080,0.000000,6.021800,93.978200,59.594000,16.534700,1.440300,0.026300,0.000000,0.000000,0.000000,40.406000,83.465300,98.559700,99.973700,100.000000,100.000000,100.000000,100.000000,31.127100,68.872900,18.187200,1.279500,0.016000,0.000000,0.000000,0.000000,0.000000,81.812800,98.720500,99.984000,100.000000,100.000000,100.000000,100.000000,100.000000,63.586800,36.413100,2.947200,0.037100,0.000000,0.000000,0.000000,0.000000,0.000000,97.052700,99.962800,99.999900,99.999900,99.999900,99.999900,99.999900,99.999900
4300,0.226951,94.639260,98.359450,99.561100,99.996170,99.999990,100.000000,15.125080,5.360740,1.640550,0.021590,0.000070,0.000000,5.884600,94.115400,60.062800,16.859600,1.491800,0.028100,0.000100,0.000000,0.000000,39.937200,83.140400,98.508200,99.971900,99.999900,100.000000,100.000000,100.000000,30.770200,69.229700,18.492300,1.322600,0.016900,0.000000,0.000000,0.000000,0.000000,81.507600,98.677300,99.983000,99.999900,99.999900,99.999900,99.999900,99.999900,63.249000,36.751000,3.021100,0.039000,0.000000,0.000000,0.000000,0.000000,0.000000,96.978900,99.961000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
4310,0.230217,94.552620,98.327230,99.550450,99.996030,99.999990,100.000000,15.318240,5.447380,1.672770,0.022510,0.000080,0.000000,5.750300,94.249700,60.525000,17.179800,1.547500,0.029800,0.000100,0.000000,0.000000,39.475000,82.820200,98.452500,99.970200,99.999900,100.000000,100.000000,100.000000,30.412200,69.587800,18.798000,1.369600,0.017900,0.000000,0.000000,0.000000,0.000000,81.202000,98.630400,99.982100,100.000000,100.000000,100.000000,100.000000,100.000000,62.913200,37.086700,3.096900,0.040800,0.000000,0.000000,0.000000,0.000000,0.000000,96.903000,99.959100,99.999900,99.999900,99.999900,99.999900,99.999900,99.999900
4320,0.233523,94.465270,98.292210,99.539210,99.995870,99.999990,100.000000,15.511100,5.534730,1.707790,0.023300,0.000080,0.000000,5.616900,94.383200,60.985900,17.506200,1.603000,0.031200,0.000100,0.000000,0.000000,39.014200,82.493900,98.397100,99.968900,100.000000,100.000100,100.000100,100.000100,30.064100,69.935900,19.105600,1.415100,0.019100,0.000000,0.000000,0.000000,0.000000,80.894400,98.584900,99.980900,100.000000,100.000000,100.000000,100.000000,100.000000,62.575500,37.424400,3.173400,0.042700,0.000000,0.000000,0.000000,0.000000,0.000000,96.826500,99.957200,99.999900,99.999900,99.999900,99.999900,99.999900,99.999900
