==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 5,860
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
78         | 2               | 0.00002000%
79         | 14              | 0.00014000%
80         | 127             | 0.00127000%
81         | 673             | 0.00673000%
82         | 2,675           | 0.02675000%
83         | 9,030           | 0.09030000%
84         | 24,981          | 0.24981000%
85         | 58,836          | 0.58836000%
86         | 122,804         | 1.22804000%
87         | 224,766         | 2.24766000%
88         | 365,677         | 3.65677000%
89         | 537,308         | 5.37308000%
90         | 720,601         | 7.20601000%
91         | 885,077         | 8.85077000%
92         | 1,000,682       | 10.00682000%
93         | 1,053,291       | 10.53291000%
94         | 1,029,386       | 10.29386000%
95         | 943,607         | 9.43607000%
96         | 811,148         | 8.11148000%
97         | 657,004         | 6.57004000%
98         | 506,081         | 5.06081000%
99         | 368,665         | 3.68665000%
100        | 255,454         | 2.55454000%
101        | 169,224         | 1.69224000%
102        | 106,770         | 1.06770000%
103        | 64,736          | 0.64736000%
104        | 37,725          | 0.37725000%
105        | 20,979          | 0.20979000%
106        | 11,301          | 0.11301000%
107        | 5,747           | 0.05747000%
108        | 3,059           | 0.03059000%
109        | 1,375           | 0.01375000%
110        | 633             | 0.00633000%
111        | 320             | 0.00320000%
112        | 146             | 0.00146000%
113        | 62              | 0.00062000%
114        | 20              | 0.00020000%
115        | 7               | 0.00007000%
116        | 5               | 0.00005000%
117        | 1               | 0.00001000%
120        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
45         | 1               | 0.00001000%
46         | 2               | 0.00002000%
47         | 17              | 0.00017000%
48         | 71              | 0.00071000%
49         | 373             | 0.00373000%
50         | 1,283           | 0.01283000%
51         | 4,295           | 0.04295000%
52         | 12,302          | 0.12302000%
53         | 31,271          | 0.31271000%
54         | 69,735          | 0.69735000%
55         | 139,132         | 1.39132000%
56         | 245,622         | 2.45622000%
57         | 394,770         | 3.94770000%
58         | 574,363         | 5.74363000%
59         | 764,716         | 7.64716000%
60         | 931,914         | 9.31914000%
61         | 1,048,701       | 10.48701000%
62         | 1,088,884       | 10.88884000%
63         | 1,052,615       | 10.52615000%
64         | 943,673         | 9.43673000%
65         | 791,551         | 7.91551000%
66         | 621,442         | 6.21442000%
67         | 459,376         | 4.59376000%
68         | 319,648         | 3.19648000%
69         | 209,897         | 2.09897000%
70         | 130,709         | 1.30709000%
71         | 76,591          | 0.76591000%
72         | 42,721          | 0.42721000%
73         | 22,590          | 0.22590000%
74         | 11,595          | 0.11595000%
75         | 5,655           | 0.05655000%
76         | 2,543           | 0.02543000%
77         | 1,170           | 0.01170000%
78         | 478             | 0.00478000%
79         | 183             | 0.00183000%
80         | 70              | 0.00070000%
81         | 27              | 0.00027000%
82         | 9               | 0.00009000%
83         | 2               | 0.00002000%
84         | 3               | 0.00003000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
16         | 5               | 0.00005000%
17         | 14              | 0.00014000%
18         | 69              | 0.00069000%
19         | 301             | 0.00301000%
20         | 1,031           | 0.01031000%
21         | 3,238           | 0.03238000%
22         | 9,927           | 0.09927000%
23         | 26,193          | 0.26193000%
24         | 63,112          | 0.63112000%
25         | 135,557         | 1.35557000%
26         | 262,949         | 2.62949000%
27         | 456,023         | 4.56023000%
28         | 706,896         | 7.06896000%
29         | 982,902         | 9.82902000%
30         | 1,218,530       | 12.18530000%
31         | 1,345,761       | 13.45761000%
32         | 1,328,460       | 13.28460000%
33         | 1,162,560       | 11.62560000%
34         | 907,997         | 9.07997000%
35         | 626,686         | 6.26686000%
36         | 385,048         | 3.85048000%
37         | 208,895         | 2.08895000%
38         | 100,594         | 1.00594000%
39         | 43,204          | 0.43204000%
40         | 16,383          | 0.16383000%
41         | 5,492           | 0.05492000%
42         | 1,627           | 0.01627000%
43         | 418             | 0.00418000%
44         | 109             | 0.00109000%
45         | 16              | 0.00016000%
46         | 2               | 0.00002000%
47         | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 4,067,313       | 40.67313000%
1          | 2,336,725       | 23.36725000%
2          | 1,670,935       | 16.70935000%
3          | 1,007,331       | 10.07331000%
4          | 526,738         | 5.26738000%
5          | 240,636         | 2.40636000%
6          | 98,361          | 0.98361000%
7          | 35,410          | 0.35410000%
8          | 11,754          | 0.11754000%
9          | 3,539           | 0.03539000%
10         | 954             | 0.00954000%
11         | 231             | 0.00231000%
12         | 60              | 0.00060000%
13         | 13              | 0.00013000%

==================================================
Duplication Statistics
==================================================
Threshold    | Avg Chars Met   | P(0 Chars Met) | P(1 Chars Met) | P(2 Chars Met) | P(3 Chars Met) | P(4 Chars Met) | P(5 Chars Met) | P(6 Chars Met) | P(7 Chars Met) | P(8 Chars Met)
 >= 5 copies | 3.2323          |  0.0424% |  2.1410% | 17.9557% | 41.7986% | 30.8642% |  6.8653% |  0.3306% |  0.0022% |  0.0000%
 >= 6 copies | 2.1790          |  1.8474% | 19.4022% | 43.9054% | 28.9522% |  5.6320% |  0.2593% |  0.0015% |  0.0000% |  0.0000%
 >= 7 copies | 1.3213          | 14.2658% | 46.1563% | 33.0375% |  6.2613% |  0.2774% |  0.0017% |  0.0000% |  0.0000% |  0.0000%
