==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 5,890
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
78         | 1               | 0.00001000%
79         | 5               | 0.00005000%
80         | 47              | 0.00047000%
81         | 331             | 0.00331000%
82         | 1,488           | 0.01488000%
83         | 5,437           | 0.05437000%
84         | 15,927          | 0.15927000%
85         | 40,523          | 0.40523000%
86         | 88,485          | 0.88485000%
87         | 172,175         | 1.72175000%
88         | 294,775         | 2.94775000%
89         | 452,188         | 4.52188000%
90         | 633,437         | 6.33437000%
91         | 808,756         | 8.08756000%
92         | 950,928         | 9.50928000%
93         | 1,035,565       | 10.35565000%
94         | 1,046,488       | 10.46488000%
95         | 989,834         | 9.89834000%
96         | 876,149         | 8.76149000%
97         | 732,807         | 7.32807000%
98         | 577,822         | 5.77822000%
99         | 432,043         | 4.32043000%
100        | 307,909         | 3.07909000%
101        | 208,769         | 2.08769000%
102        | 134,940         | 1.34940000%
103        | 83,894          | 0.83894000%
104        | 49,066          | 0.49066000%
105        | 28,547          | 0.28547000%
106        | 15,497          | 0.15497000%
107        | 8,069           | 0.08069000%
108        | 4,232           | 0.04232000%
109        | 2,114           | 0.02114000%
110        | 941             | 0.00941000%
111        | 438             | 0.00438000%
112        | 206             | 0.00206000%
113        | 110             | 0.00110000%
114        | 29              | 0.00029000%
115        | 20              | 0.00020000%
116        | 4               | 0.00004000%
117        | 3               | 0.00003000%
121        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
46         | 2               | 0.00002000%
47         | 9               | 0.00009000%
48         | 47              | 0.00047000%
49         | 246             | 0.00246000%
50         | 891             | 0.00891000%
51         | 3,110           | 0.03110000%
52         | 9,131           | 0.09131000%
53         | 23,925          | 0.23925000%
54         | 55,512          | 0.55512000%
55         | 114,262         | 1.14262000%
56         | 207,841         | 2.07841000%
57         | 343,900         | 3.43900000%
58         | 515,376         | 5.15376000%
59         | 704,265         | 7.04265000%
60         | 881,567         | 8.81567000%
61         | 1,015,313       | 10.15313000%
62         | 1,083,485       | 10.83485000%
63         | 1,069,496       | 10.69496000%
64         | 983,079         | 9.83079000%
65         | 841,916         | 8.41916000%
66         | 676,495         | 6.76495000%
67         | 510,037         | 5.10037000%
68         | 362,531         | 3.62531000%
69         | 243,020         | 2.43020000%
70         | 153,800         | 1.53800000%
71         | 92,456          | 0.92456000%
72         | 52,170          | 0.52170000%
73         | 28,247          | 0.28247000%
74         | 14,601          | 0.14601000%
75         | 7,292           | 0.07292000%
76         | 3,350           | 0.03350000%
77         | 1,573           | 0.01573000%
78         | 624             | 0.00624000%
79         | 261             | 0.00261000%
80         | 113             | 0.00113000%
81         | 32              | 0.00032000%
82         | 18              | 0.00018000%
83         | 4               | 0.00004000%
84         | 3               | 0.00003000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
16         | 3               | 0.00003000%
17         | 13              | 0.00013000%
18         | 49              | 0.00049000%
19         | 263             | 0.00263000%
20         | 879             | 0.00879000%
21         | 2,809           | 0.02809000%
22         | 8,547           | 0.08547000%
23         | 22,952          | 0.22952000%
24         | 56,033          | 0.56033000%
25         | 121,779         | 1.21779000%
26         | 240,038         | 2.40038000%
27         | 421,523         | 4.21523000%
28         | 664,851         | 6.64851000%
29         | 939,091         | 9.39091000%
30         | 1,184,066       | 11.84066000%
31         | 1,331,320       | 13.31320000%
32         | 1,337,213       | 13.37213000%
33         | 1,196,207       | 11.96207000%
34         | 950,929         | 9.50929000%
35         | 671,261         | 6.71261000%
36         | 421,062         | 4.21062000%
37         | 234,065         | 2.34065000%
38         | 115,257         | 1.15257000%
39         | 50,490          | 0.50490000%
40         | 19,742          | 0.19742000%
41         | 6,791           | 0.06791000%
42         | 2,055           | 0.02055000%
43         | 544             | 0.00544000%
44         | 142             | 0.00142000%
45         | 22              | 0.00022000%
46         | 3               | 0.00003000%
47         | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 3,972,684       | 39.72684000%
1          | 2,338,290       | 23.38290000%
2          | 1,694,274       | 16.94274000%
3          | 1,033,977       | 10.33977000%
4          | 546,737         | 5.46737000%
5          | 253,116         | 2.53116000%
6          | 104,546         | 1.04546000%
7          | 38,263          | 0.38263000%
8          | 12,804          | 0.12804000%
9          | 3,877           | 0.03877000%
10         | 1,082           | 0.01082000%
11         | 268             | 0.00268000%
12         | 66              | 0.00066000%
13         | 15              | 0.00015000%
14         | 1               | 0.00001000%

==================================================
Duplication Statistics
==================================================
Threshold    | Avg Chars Met   | P(0 Chars Met) | P(1 Chars Met) | P(2 Chars Met) | P(3 Chars Met) | P(4 Chars Met) | P(5 Chars Met) | P(6 Chars Met) | P(7 Chars Met) | P(8 Chars Met)
 >= 5 copies | 3.2589          |  0.0375% |  1.9873% | 17.2683% | 41.4656% | 31.6075% |  7.2675% |  0.3640% |  0.0023% |  0.0000%
 >= 6 copies | 2.2054          |  1.7165% | 18.6469% | 43.6067% | 29.7332% |  6.0053% |  0.2895% |  0.0018% |  0.0000% |  0.0000%
 >= 7 copies | 1.3432          | 13.6638% | 45.6190% | 33.7593% |  6.6470% |  0.3090% |  0.0020% |  0.0000% |  0.0000% |  0.0000%
