==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 6,240
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
83         | 1               | 0.00001000%
84         | 3               | 0.00003000%
85         | 36              | 0.00036000%
86         | 252             | 0.00252000%
87         | 1,073           | 0.01073000%
88         | 3,850           | 0.03850000%
89         | 11,464          | 0.11464000%
90         | 29,659          | 0.29659000%
91         | 65,899          | 0.65899000%
92         | 131,087         | 1.31087000%
93         | 229,902         | 2.29902000%
94         | 365,844         | 3.65844000%
95         | 528,052         | 5.28052000%
96         | 699,600         | 6.99600000%
97         | 853,796         | 8.53796000%
98         | 965,761         | 9.65761000%
99         | 1,017,272       | 10.17272000%
100        | 1,005,128       | 10.05128000%
101        | 930,408         | 9.30408000%
102        | 810,158         | 8.10158000%
103        | 670,037         | 6.70037000%
104        | 524,362         | 5.24362000%
105        | 390,559         | 3.90559000%
106        | 277,125         | 2.77125000%
107        | 188,707         | 1.88707000%
108        | 122,219         | 1.22219000%
109        | 75,720          | 0.75720000%
110        | 45,625          | 0.45625000%
111        | 26,199          | 0.26199000%
112        | 14,588          | 0.14588000%
113        | 7,775           | 0.07775000%
114        | 4,065           | 0.04065000%
115        | 1,923           | 0.01923000%
116        | 1,001           | 0.01001000%
117        | 460             | 0.00460000%
118        | 218             | 0.00218000%
119        | 105             | 0.00105000%
120        | 44              | 0.00044000%
121        | 15              | 0.00015000%
122        | 6               | 0.00006000%
123        | 1               | 0.00001000%
126        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
50         | 8               | 0.00008000%
51         | 30              | 0.00030000%
52         | 143             | 0.00143000%
53         | 550             | 0.00550000%
54         | 1,935           | 0.01935000%
55         | 5,892           | 0.05892000%
56         | 15,612          | 0.15612000%
57         | 37,132          | 0.37132000%
58         | 78,347          | 0.78347000%
59         | 148,477         | 1.48477000%
60         | 253,927         | 2.53927000%
61         | 399,013         | 3.99013000%
62         | 567,917         | 5.67917000%
63         | 745,898         | 7.45898000%
64         | 903,193         | 9.03193000%
65         | 1,013,099       | 10.13099000%
66         | 1,058,187       | 10.58187000%
67         | 1,024,238       | 10.24238000%
68         | 931,236         | 9.31236000%
69         | 792,558         | 7.92558000%
70         | 632,801         | 6.32801000%
71         | 477,480         | 4.77480000%
72         | 340,302         | 3.40302000%
73         | 228,751         | 2.28751000%
74         | 146,513         | 1.46513000%
75         | 88,645          | 0.88645000%
76         | 51,260          | 0.51260000%
77         | 28,171          | 0.28171000%
78         | 14,921          | 0.14921000%
79         | 7,349           | 0.07349000%
80         | 3,578           | 0.03578000%
81         | 1,591           | 0.01591000%
82         | 742             | 0.00742000%
83         | 292             | 0.00292000%
84         | 127             | 0.00127000%
85         | 61              | 0.00061000%
86         | 12              | 0.00012000%
87         | 9               | 0.00009000%
88         | 1               | 0.00001000%
89         | 2               | 0.00002000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
18         | 7               | 0.00007000%
19         | 28              | 0.00028000%
20         | 122             | 0.00122000%
21         | 419             | 0.00419000%
22         | 1,391           | 0.01391000%
23         | 4,433           | 0.04433000%
24         | 12,316          | 0.12316000%
25         | 31,169          | 0.31169000%
26         | 71,522          | 0.71522000%
27         | 147,440         | 1.47440000%
28         | 275,462         | 2.75462000%
29         | 464,827         | 4.64827000%
30         | 704,110         | 7.04110000%
31         | 963,097         | 9.63097000%
32         | 1,182,990       | 11.82990000%
33         | 1,303,857       | 13.03857000%
34         | 1,291,363       | 12.91363000%
35         | 1,143,856       | 11.43856000%
36         | 910,104         | 9.10104000%
37         | 645,614         | 6.45614000%
38         | 410,570         | 4.10570000%
39         | 232,151         | 2.32151000%
40         | 117,282         | 1.17282000%
