==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 8,010
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
110        | 12              | 0.00012000%
111        | 35              | 0.00035000%
112        | 140             | 0.00140000%
113        | 551             | 0.00551000%
114        | 1,680           | 0.01680000%
115        | 4,743           | 0.04743000%
116        | 11,378          | 0.11378000%
117        | 25,586          | 0.25586000%
118        | 51,892          | 0.51892000%
119        | 94,301          | 0.94301000%
120        | 160,128         | 1.60128000%
121        | 249,458         | 2.49458000%
122        | 362,061         | 3.62061000%
123        | 491,635         | 4.91635000%
124        | 622,193         | 6.22193000%
125        | 741,468         | 7.41468000%
126        | 834,818         | 8.34818000%
127        | 890,689         | 8.90689000%
128        | 899,532         | 8.99532000%
129        | 863,174         | 8.63174000%
130        | 789,881         | 7.89881000%
131        | 692,257         | 6.92257000%
132        | 577,882         | 5.77882000%
133        | 463,635         | 4.63635000%
134        | 357,868         | 3.57868000%
135        | 265,809         | 2.65809000%
136        | 189,837         | 1.89837000%
137        | 130,417         | 1.30417000%
138        | 87,274          | 0.87274000%
139        | 56,166          | 0.56166000%
140        | 35,055          | 0.35055000%
141        | 20,993          | 0.20993000%
142        | 12,430          | 0.12430000%
143        | 6,865           | 0.06865000%
144        | 3,894           | 0.03894000%
145        | 2,074           | 0.02074000%
146        | 1,096           | 0.01096000%
147        | 566             | 0.00566000%
148        | 270             | 0.00270000%
149        | 156             | 0.00156000%
150        | 60              | 0.00060000%
151        | 24              | 0.00024000%
152        | 9               | 0.00009000%
153        | 6               | 0.00006000%
155        | 1               | 0.00001000%
157        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
65         | 1               | 0.00001000%
66         | 2               | 0.00002000%
67         | 7               | 0.00007000%
68         | 27              | 0.00027000%
69         | 146             | 0.00146000%
70         | 522             | 0.00522000%
71         | 1,440           | 0.01440000%
72         | 3,917           | 0.03917000%
73         | 9,306           | 0.09306000%
74         | 20,625          | 0.20625000%
75         | 41,414          | 0.41414000%
76         | 78,037          | 0.78037000%
77         | 134,217         | 1.34217000%
78         | 215,156         | 2.15156000%
79         | 322,948         | 3.22948000%
80         | 449,184         | 4.49184000%
81         | 586,665         | 5.86665000%
82         | 722,126         | 7.22126000%
83         | 832,017         | 8.32017000%
84         | 905,690         | 9.05690000%
85         | 932,343         | 9.32343000%
86         | 910,056         | 9.10056000%
87         | 838,966         | 8.38966000%
88         | 736,607         | 7.36607000%
89         | 615,108         | 6.15108000%
90         | 491,300         | 4.91300000%
91         | 372,646         | 3.72646000%
92         | 271,670         | 2.71670000%
93         | 188,474         | 1.88474000%
94         | 125,462         | 1.25462000%
95         | 80,216          | 0.80216000%
