==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 8,940
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
123        | 4               | 0.00004000%
124        | 11              | 0.00011000%
125        | 36              | 0.00036000%
126        | 174             | 0.00174000%
127        | 535             | 0.00535000%
128        | 1,494           | 0.01494000%
129        | 3,986           | 0.03986000%
130        | 9,384           | 0.09384000%
131        | 20,122          | 0.20122000%
132        | 39,768          | 0.39768000%
133        | 71,824          | 0.71824000%
134        | 121,717         | 1.21717000%
135        | 190,750         | 1.90750000%
136        | 282,300         | 2.82300000%
137        | 387,977         | 3.87977000%
138        | 504,610         | 5.04610000%
139        | 621,483         | 6.21483000%
140        | 724,546         | 7.24546000%
141        | 801,757         | 8.01757000%
142        | 846,156         | 8.46156000%
143        | 850,276         | 8.50276000%
144        | 816,849         | 8.16849000%
145        | 752,207         | 7.52207000%
146        | 665,646         | 6.65646000%
147        | 564,951         | 5.64951000%
148        | 460,611         | 4.60611000%
149        | 363,489         | 3.63489000%
150        | 276,501         | 2.76501000%
151        | 202,628         | 2.02628000%
152        | 143,955         | 1.43955000%
153        | 99,299          | 0.99299000%
154        | 66,753          | 0.66753000%
155        | 42,850          | 0.42850000%
156        | 26,841          | 0.26841000%
157        | 16,356          | 0.16356000%
158        | 9,689           | 0.09689000%
159        | 5,604           | 0.05604000%
160        | 3,152           | 0.03152000%
161        | 1,750           | 0.01750000%
162        | 998             | 0.00998000%
163        | 483             | 0.00483000%
164        | 234             | 0.00234000%
165        | 144             | 0.00144000%
166        | 61              | 0.00061000%
167        | 24              | 0.00024000%
168        | 5               | 0.00005000%
169        | 7               | 0.00007000%
170        | 1               | 0.00001000%
172        | 2               | 0.00002000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
75         | 5               | 0.00005000%
76         | 11              | 0.00011000%
77         | 42              | 0.00042000%
78         | 138             | 0.00138000%
79         | 463             | 0.00463000%
80         | 1,207           | 0.01207000%
81         | 3,203           | 0.03203000%
82         | 7,424           | 0.07424000%
83         | 15,896          | 0.15896000%
84         | 31,190          | 0.31190000%
85         | 58,324          | 0.58324000%
86         | 100,210         | 1.00210000%
87         | 162,466         | 1.62466000%
88         | 244,249         | 2.44249000%
89         | 348,138         | 3.48138000%
90         | 466,843         | 4.66843000%
91         | 590,536         | 5.90536000%
92         | 707,660         | 7.07660000%
93         | 801,695         | 8.01695000%
94         | 862,802         | 8.62802000%
95         | 881,684         | 8.81684000%
96         | 860,946         | 8.60946000%
97         | 799,715         | 7.99715000%
98         | 709,396         | 7.09396000%
99         | 601,934         | 6.01934000%
100        | 489,364         | 4.89364000%
101        | 381,352         | 3.81352000%
102        | 285,703         | 2.85703000%
103        | 205,451         | 2.05451000%
104        | 140,667         | 1.40667000%
105        | 93,921          | 0.93921000%
106        | 59,917          | 0.59917000%
107        | 37,411          | 0.37411000%
108        | 22,344          | 0.22344000%
109        | 12,888          | 0.12888000%
110        | 6,999           | 0.06999000%
111        | 3,835           | 0.03835000%
112        | 2,054           | 0.02054000%
113        | 1,008           | 0.01008000%
114        | 494             | 0.00494000%
115        | 230             | 0.00230000%
116        | 104             | 0.00104000%
117        | 40              | 0.00040000%
118        | 25              | 0.00025000%
119        | 6               | 0.00006000%
120        | 4               | 0.00004000%
121        | 3               | 0.00003000%
122        | 2               | 0.00002000%
123        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
29         | 2               | 0.00002000%
30         | 10              | 0.00010000%
31         | 39              | 0.00039000%
32         | 107             | 0.00107000%
33         | 344             | 0.00344000%
34         | 951             | 0.00951000%
35         | 2,422           | 0.02422000%
36         | 6,005           | 0.06005000%
37         | 13,988          | 0.13988000%
38         | 29,551          | 0.29551000%
39         | 59,465          | 0.59465000%
40         | 109,071         | 1.09071000%
41         | 189,713         | 1.89713000%
42         | 303,095         | 3.03095000%
43         | 452,303         | 4.52303000%
44         | 629,019         | 6.29019000%
45         | 807,733         | 8.07733000%
46         | 965,885         | 9.65885000%
47         | 1,071,324       | 10.71324000%
48         | 1,101,172       | 11.01172000%
49         | 1,048,140       | 10.48140000%
50         | 922,190         | 9.22190000%
51         | 753,315         | 7.53315000%
52         | 567,780         | 5.67780000%
53         | 396,219         | 3.96219000%
54         | 256,422         | 2.56422000%
55         | 152,746         | 1.52746000%
56         | 83,677          | 0.83677000%
57         | 43,075          | 0.43075000%
58         | 20,131          | 0.20131000%
59         | 8,745           | 0.08745000%
60         | 3,524           | 0.03524000%
61         | 1,224           | 0.01224000%
62         | 414             | 0.00414000%
63         | 142             | 0.00142000%
64         | 41              | 0.00041000%
65         | 14              | 0.00014000%
66         | 2               | 0.00002000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 23,523          | 0.23523000%
1          | 83,666          | 0.83666000%
2          | 205,556         | 2.05556000%
3          | 397,767         | 3.97767000%
4          | 644,485         | 6.44485000%
5          | 905,817         | 9.05817000%
6          | 1,121,356       | 11.21356000%
7          | 1,246,475       | 12.46475000%
8          | 1,248,968       | 12.48968000%
9          | 1,138,111       | 11.38111000%
10         | 953,393         | 9.53393000%
11         | 732,892         | 7.32892000%
12         | 519,387         | 5.19387000%
13         | 340,832         | 3.40832000%
14         | 206,807         | 2.06807000%
15         | 116,594         | 1.16594000%
16         | 61,275          | 0.61275000%
17         | 29,788          | 0.29788000%
18         | 13,723          | 0.13723000%
19         | 5,934           | 0.05934000%
20         | 2,312           | 0.02312000%
21         | 873             | 0.00873000%
22         | 326             | 0.00326000%
23         | 94              | 0.00094000%
24         | 38              | 0.00038000%
25         | 8               | 0.00008000%

==================================================
Duplication Statistics
==================================================
Threshold    | Avg Chars Met   | P(0 Chars Met) | P(1 Chars Met) | P(2 Chars Met) | P(3 Chars Met) | P(4 Chars Met) | P(5 Chars Met) | P(6 Chars Met) | P(7 Chars Met) | P(8 Chars Met)
 >= 5 copies | 5.1954          |  0.0000% |  0.0001% |  0.0288% |  1.4432% | 16.2241% | 47.5417% | 30.7892% |  3.9727% |  0.0001%
 >= 6 copies | 4.4480          |  0.0000% |  0.0140% |  0.8743% | 11.2090% | 39.3479% | 39.6242% |  8.6206% |  0.3100% |  0.0000%
 >= 7 copies | 3.6394          |  0.0049% |  0.5396% |  8.4491% | 33.9490% | 41.5397% | 14.6161% |  0.8955% |  0.0060% |  0.0000%
