==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 7,410
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
101        | 10              | 0.00010000%
102        | 26              | 0.00026000%
103        | 126             | 0.00126000%
104        | 539             | 0.00539000%
105        | 1,819           | 0.01819000%
106        | 5,226           | 0.05226000%
107        | 13,352          | 0.13352000%
108        | 30,540          | 0.30540000%
109        | 62,675          | 0.62675000%
110        | 115,347         | 1.15347000%
111        | 194,145         | 1.94145000%
112        | 301,373         | 3.01373000%
113        | 431,007         | 4.31007000%
114        | 574,462         | 5.74462000%
115        | 711,726         | 7.11726000%
116        | 829,361         | 8.29361000%
117        | 908,806         | 9.08806000%
118        | 938,390         | 9.38390000%
119        | 914,170         | 9.14170000%
120        | 846,423         | 8.46423000%
121        | 746,346         | 7.46346000%
122        | 627,067         | 6.27067000%
123        | 503,070         | 5.03070000%
124        | 387,926         | 3.87926000%
125        | 285,655         | 2.85655000%
126        | 202,349         | 2.02349000%
127        | 138,419         | 1.38419000%
128        | 90,121          | 0.90121000%
129        | 57,897          | 0.57897000%
130        | 35,156          | 0.35156000%
131        | 20,806          | 0.20806000%
132        | 11,708          | 0.11708000%
133        | 6,695           | 0.06695000%
134        | 3,544           | 0.03544000%
135        | 1,867           | 0.01867000%
136        | 951             | 0.00951000%
137        | 490             | 0.00490000%
138        | 221             | 0.00221000%
139        | 109             | 0.00109000%
140        | 50              | 0.00050000%
141        | 19              | 0.00019000%
142        | 5               | 0.00005000%
143        | 5               | 0.00005000%
144        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
60         | 1               | 0.00001000%
61         | 5               | 0.00005000%
62         | 17              | 0.00017000%
63         | 118             | 0.00118000%
64         | 397             | 0.00397000%
65         | 1,264           | 0.01264000%
66         | 3,645           | 0.03645000%
67         | 9,109           | 0.09109000%
68         | 20,819          | 0.20819000%
69         | 43,676          | 0.43676000%
70         | 83,876          | 0.83876000%
71         | 147,044         | 1.47044000%
72         | 239,076         | 2.39076000%
73         | 357,869         | 3.57869000%
74         | 500,764         | 5.00764000%
75         | 650,217         | 6.50217000%
76         | 789,546         | 7.89546000%
77         | 897,355         | 8.97355000%
78         | 960,024         | 9.60024000%
79         | 966,014         | 9.66014000%
80         | 915,169         | 9.15169000%
81         | 820,246         | 8.20246000%
82         | 697,347         | 6.97347000%
83         | 562,972         | 5.62972000%
84         | 431,908         | 4.31908000%
85         | 315,308         | 3.15308000%
86         | 219,994         | 2.19994000%
87         | 145,457         | 1.45457000%
88         | 92,268          | 0.92268000%
89         | 56,840          | 0.56840000%
90         | 33,142          | 0.33142000%
91         | 18,503          | 0.18503000%
92         | 10,096          | 0.10096000%
93         | 5,114           | 0.05114000%
94         | 2,575           | 0.02575000%
95         | 1,209           | 0.01209000%
96         | 577             | 0.00577000%
97         | 259             | 0.00259000%
98         | 112             | 0.00112000%
99         | 43              | 0.00043000%
100        | 12              | 0.00012000%
101        | 7               | 0.00007000%
102        | 3               | 0.00003000%
103        | 2               | 0.00002000%
104        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
22         | 1               | 0.00001000%
23         | 7               | 0.00007000%
24         | 26              | 0.00026000%
25         | 92              | 0.00092000%
26         | 325             | 0.00325000%
27         | 967             | 0.00967000%
28         | 2,783           | 0.02783000%
29         | 7,509           | 0.07509000%
30         | 18,626          | 0.18626000%
31         | 42,051          | 0.42051000%
32         | 85,808          | 0.85808000%
33         | 163,216         | 1.63216000%
34         | 282,834         | 2.82834000%
35         | 450,832         | 4.50832000%
36         | 654,671         | 6.54671000%
37         | 873,818         | 8.73818000%
38         | 1,065,522       | 10.65522000%
39         | 1,184,329       | 11.84329000%
40         | 1,203,177       | 12.03177000%
41         | 1,114,375       | 11.14375000%
42         | 937,588         | 9.37588000%
43         | 722,161         | 7.22161000%
44         | 504,742         | 5.04742000%
45         | 322,105         | 3.22105000%
46         | 185,663         | 1.85663000%
47         | 97,669          | 0.97669000%
48         | 46,825          | 0.46825000%
49         | 20,240          | 0.20240000%
50         | 7,888           | 0.07888000%
51         | 2,870           | 0.02870000%
52         | 939             | 0.00939000%
53         | 247             | 0.00247000%
54         | 73              | 0.00073000%
55         | 17              | 0.00017000%
56         | 3               | 0.00003000%
58         | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 639,767         | 6.39767000%
1          | 1,065,510       | 10.65510000%
2          | 1,465,661       | 14.65661000%
3          | 1,637,079       | 16.37079000%
4          | 1,557,683       | 15.57683000%
5          | 1,295,484       | 12.95484000%
6          | 954,213         | 9.54213000%
7          | 629,130         | 6.29130000%
8          | 374,636         | 3.74636000%
9          | 203,912         | 2.03912000%
10         | 100,830         | 1.00830000%
11         | 45,503          | 0.45503000%
12         | 19,380          | 0.19380000%
13         | 7,281           | 0.07281000%
14         | 2,688           | 0.02688000%
15         | 889             | 0.00889000%
16         | 239             | 0.00239000%
17         | 84              | 0.00084000%
18         | 27              | 0.00027000%
19         | 3               | 0.00003000%
20         | 1               | 0.00001000%

==================================================
Duplication Statistics
==================================================
