==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 5,470
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
72         | 1               | 0.00001000%
73         | 7               | 0.00007000%
74         | 76              | 0.00076000%
75         | 476             | 0.00476000%
76         | 2,176           | 0.02176000%
77         | 7,827           | 0.07827000%
78         | 23,613          | 0.23613000%
79         | 59,324          | 0.59324000%
80         | 126,266         | 1.26266000%
81         | 236,726         | 2.36726000%
82         | 391,327         | 3.91327000%
83         | 578,392         | 5.78392000%
84         | 774,499         | 7.74499000%
85         | 943,570         | 9.43570000%
86         | 1,055,378       | 10.55378000%
87         | 1,087,745       | 10.87745000%
88         | 1,046,750       | 10.46750000%
89         | 934,135         | 9.34135000%
90         | 784,782         | 7.84782000%
91         | 616,622         | 6.16622000%
92         | 459,707         | 4.59707000%
93         | 323,965         | 3.23965000%
94         | 217,854         | 2.17854000%
95         | 138,453         | 1.38453000%
96         | 84,364          | 0.84364000%
97         | 49,397          | 0.49397000%
98         | 27,242          | 0.27242000%
99         | 14,712          | 0.14712000%
100        | 7,535           | 0.07535000%
101        | 3,732           | 0.03732000%
102        | 1,841           | 0.01841000%
103        | 871             | 0.00871000%
104        | 367             | 0.00367000%
105        | 155             | 0.00155000%
106        | 59              | 0.00059000%
107        | 39              | 0.00039000%
108        | 9               | 0.00009000%
109        | 2               | 0.00002000%
110        | 2               | 0.00002000%
111        | 1               | 0.00001000%
113        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
43         | 11              | 0.00011000%
44         | 41              | 0.00041000%
45         | 229             | 0.00229000%
46         | 912             | 0.00912000%
47         | 3,424           | 0.03424000%
48         | 10,331          | 0.10331000%
49         | 28,283          | 0.28283000%
50         | 66,508          | 0.66508000%
51         | 135,507         | 1.35507000%
52         | 248,865         | 2.48865000%
53         | 407,796         | 4.07796000%
54         | 601,786         | 6.01786000%
55         | 806,220         | 8.06220000%
56         | 980,856         | 9.80856000%
57         | 1,094,402       | 10.94402000%
58         | 1,127,341       | 11.27341000%
59         | 1,068,460       | 10.68460000%
60         | 942,055         | 9.42055000%
61         | 769,962         | 7.69962000%
62         | 588,821         | 5.88821000%
63         | 421,900         | 4.21900000%
64         | 284,626         | 2.84626000%
65         | 179,909         | 1.79909000%
66         | 107,648         | 1.07648000%
67         | 60,685          | 0.60685000%
68         | 32,444          | 0.32444000%
69         | 16,656          | 0.16656000%
70         | 7,870           | 0.07870000%
71         | 3,674           | 0.03674000%
72         | 1,672           | 0.01672000%
73         | 687             | 0.00687000%
74         | 259             | 0.00259000%
75         | 109             | 0.00109000%
76         | 31              | 0.00031000%
77         | 13              | 0.00013000%
78         | 6               | 0.00006000%
79         | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
14         | 2               | 0.00002000%
15         | 9               | 0.00009000%
16         | 38              | 0.00038000%
17         | 190             | 0.00190000%
18         | 786             | 0.00786000%
19         | 2,615           | 0.02615000%
20         | 7,809           | 0.07809000%
21         | 22,643          | 0.22643000%
22         | 57,097          | 0.57097000%
23         | 128,245         | 1.28245000%
24         | 256,739         | 2.56739000%
25         | 457,426         | 4.57426000%
26         | 724,822         | 7.24822000%
27         | 1,019,459       | 10.19459000%
28         | 1,267,491       | 12.67491000%
29         | 1,398,170       | 13.98170000%
30         | 1,360,939       | 13.60939000%
31         | 1,169,799       | 11.69799000%
32         | 886,178         | 8.86178000%
33         | 588,056         | 5.88056000%
34         | 345,686         | 3.45686000%
35         | 177,802         | 1.77802000%
36         | 80,282          | 0.80282000%
37         | 32,099          | 0.32099000%
38         | 11,080          | 0.11080000%
39         | 3,349           | 0.03349000%
40         | 926             | 0.00926000%
41         | 209             | 0.00209000%
42         | 48              | 0.00048000%
43         | 5               | 0.00005000%
44         | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 5,324,263       | 53.24263000%
1          | 2,181,704       | 21.81704000%
2          | 1,326,294       | 13.26294000%
3          | 683,963         | 6.83963000%
4          | 305,279         | 3.05279000%
5          | 119,432         | 1.19432000%
6          | 41,316          | 0.41316000%
7          | 12,905          | 0.12905000%
8          | 3,642           | 0.03642000%
9          | 917             | 0.00917000%
10         | 220             | 0.00220000%
11         | 60              | 0.00060000%
12         | 3               | 0.00003000%
13         | 2               | 0.00002000%

==================================================
Duplication Statistics
==================================================
Threshold    | Avg Chars Met   | P(0 Chars Met) | P(1 Chars Met) | P(2 Chars Met) | P(3 Chars Met) | P(4 Chars Met) | P(5 Chars Met) | P(6 Chars Met) | P(7 Chars Met) | P(8 Chars Met)
 >= 5 copies | 2.8739          |  0.1860% |  5.2901% | 28.0961% | 42.8245% | 20.6563% |  2.8686% |  0.0782% |  0.0002% |  0.0000%
 >= 6 copies | 1.8364          |  4.5626% | 30.2614% | 44.4021% | 18.5774% |  2.1453% |  0.0512% |  0.0001% |  0.0000% |  0.0000%
 >= 7 copies | 1.0459          | 23.7653% | 50.5557% | 23.0584% |  2.5624% |  0.0582% |  0.0001% |  0.0000% |  0.0000% |  0.0000%
