==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 5,760
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
77         | 6               | 0.00006000%
78         | 40              | 0.00040000%
79         | 283             | 0.00283000%
80         | 1,378           | 0.01378000%
81         | 5,023           | 0.05023000%
82         | 15,524          | 0.15524000%
83         | 40,551          | 0.40551000%
84         | 89,430          | 0.89430000%
85         | 174,322         | 1.74322000%
86         | 300,900         | 3.00900000%
87         | 463,612         | 4.63612000%
88         | 647,893         | 6.47893000%
89         | 827,736         | 8.27736000%
90         | 969,416         | 9.69416000%
91         | 1,050,132       | 10.50132000%
92         | 1,056,371       | 10.56371000%
93         | 991,368         | 9.91368000%
94         | 871,614         | 8.71614000%
95         | 721,027         | 7.21027000%
96         | 563,256         | 5.63256000%
97         | 417,859         | 4.17859000%
98         | 293,578         | 2.93578000%
99         | 197,282         | 1.97282000%
100        | 126,004         | 1.26004000%
101        | 76,973          | 0.76973000%
102        | 45,325          | 0.45325000%
103        | 25,498          | 0.25498000%
104        | 13,635          | 0.13635000%
105        | 7,135           | 0.07135000%
106        | 3,576           | 0.03576000%
107        | 1,789           | 0.01789000%
108        | 782             | 0.00782000%
109        | 382             | 0.00382000%
110        | 159             | 0.00159000%
111        | 86              | 0.00086000%
112        | 36              | 0.00036000%
113        | 12              | 0.00012000%
114        | 4               | 0.00004000%
115        | 2               | 0.00002000%
119        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
45         | 3               | 0.00003000%
46         | 17              | 0.00017000%
47         | 60              | 0.00060000%
48         | 320             | 0.00320000%
49         | 1,273           | 0.01273000%
50         | 4,160           | 0.04160000%
51         | 12,140          | 0.12140000%
52         | 31,217          | 0.31217000%
53         | 70,497          | 0.70497000%
54         | 140,110         | 1.40110000%
55         | 249,513         | 2.49513000%
56         | 402,514         | 4.02514000%
57         | 586,410         | 5.86410000%
58         | 779,492         | 7.79492000%
59         | 948,130         | 9.48130000%
60         | 1,061,696       | 10.61696000%
61         | 1,100,471       | 11.00471000%
62         | 1,053,558       | 10.53558000%
63         | 939,181         | 9.39181000%
64         | 783,115         | 7.83115000%
65         | 609,821         | 6.09821000%
66         | 445,413         | 4.45413000%
67         | 307,796         | 3.07796000%
68         | 199,943         | 1.99943000%
69         | 122,571         | 1.22571000%
70         | 71,364          | 0.71364000%
71         | 39,447          | 0.39447000%
72         | 20,505          | 0.20505000%
73         | 10,305          | 0.10305000%
74         | 5,025           | 0.05025000%
75         | 2,282           | 0.02282000%
76         | 978             | 0.00978000%
77         | 410             | 0.00410000%
78         | 166             | 0.00166000%
79         | 61              | 0.00061000%
80         | 20              | 0.00020000%
81         | 13              | 0.00013000%
82         | 3               | 0.00003000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
15         | 1               | 0.00001000%
16         | 8               | 0.00008000%
17         | 28              | 0.00028000%
18         | 132             | 0.00132000%
19         | 515             | 0.00515000%
20         | 1,774           | 0.01774000%
21         | 5,534           | 0.05534000%
22         | 15,855          | 0.15855000%
23         | 40,280          | 0.40280000%
24         | 92,971          | 0.92971000%
25         | 191,534         | 1.91534000%
26         | 353,179         | 3.53179000%
27         | 581,283         | 5.81283000%
28         | 856,169         | 8.56169000%
29         | 1,124,177       | 11.24177000%
30         | 1,313,562       | 13.13562000%
31         | 1,366,485       | 13.66485000%
32         | 1,264,651       | 12.64651000%
33         | 1,037,599       | 10.37599000%
34         | 754,360         | 7.54360000%
35         | 485,818         | 4.85818000%
36         | 276,160         | 2.76160000%
37         | 138,959         | 1.38959000%
38         | 62,360          | 0.62360000%
39         | 24,589          | 0.24589000%
40         | 8,498           | 0.08498000%
41         | 2,601           | 0.02601000%
42         | 710             | 0.00710000%
43         | 173             | 0.00173000%
44         | 32              | 0.00032000%
45         | 2               | 0.00002000%
47         | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 4,386,499       | 43.86499000%
1          | 2,318,781       | 23.18781000%
2          | 1,590,246       | 15.90246000%
3          | 919,785         | 9.19785000%
4          | 462,016         | 4.62016000%
5          | 203,441         | 2.03441000%
6          | 79,368          | 0.79368000%
7          | 27,667          | 0.27667000%
8          | 8,814           | 0.08814000%
9          | 2,543           | 0.02543000%
10         | 646             | 0.00646000%
11         | 155             | 0.00155000%
12         | 35              | 0.00035000%
13         | 4               | 0.00004000%

==================================================
Duplication Statistics
==================================================
Threshold    | Avg Chars Met   | P(0 Chars Met) | P(1 Chars Met) | P(2 Chars Met) | P(3 Chars Met) | P(4 Chars Met) | P(5 Chars Met) | P(6 Chars Met) | P(7 Chars Met) | P(8 Chars Met)
 >= 5 copies | 3.1425          |  0.0634% |  2.7336% | 20.3822% | 42.6352% | 28.3231% |  5.6247% |  0.2365% |  0.0013% |  0.0000%
 >= 6 copies | 2.0909          |  2.3556% | 22.0226% | 44.6610% | 26.2798% |  4.5025% |  0.1779% |  0.0007% |  0.0000% |  0.0000%
 >= 7 copies | 1.2484          | 16.4307% | 47.7536% | 30.5501% |  5.0735% |  0.1912% |  0.0009% |  0.0000% |  0.0000% |  0.0000%
