==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 6,070
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
81         | 1               | 0.00001000%
82         | 12              | 0.00012000%
83         | 107             | 0.00107000%
84         | 575             | 0.00575000%
85         | 2,249           | 0.02249000%
86         | 7,309           | 0.07309000%
87         | 20,606          | 0.20606000%
88         | 49,157          | 0.49157000%
89         | 103,464         | 1.03464000%
90         | 192,233         | 1.92233000%
91         | 317,901         | 3.17901000%
92         | 478,012         | 4.78012000%
93         | 652,610         | 6.52610000%
94         | 821,117         | 8.21117000%
95         | 951,058         | 9.51058000%
96         | 1,024,717       | 10.24717000%
97         | 1,029,013       | 10.29013000%
98         | 967,717         | 9.67717000%
99         | 852,785         | 8.52785000%
100        | 712,047         | 7.12047000%
101        | 562,569         | 5.62569000%
102        | 421,654         | 4.21654000%
103        | 300,561         | 3.00561000%
104        | 204,756         | 2.04756000%
105        | 133,801         | 1.33801000%
106        | 82,933          | 0.82933000%
107        | 49,857          | 0.49857000%
108        | 28,449          | 0.28449000%
109        | 15,878          | 0.15878000%
110        | 8,354           | 0.08354000%
111        | 4,432           | 0.04432000%
112        | 2,133           | 0.02133000%
113        | 1,069           | 0.01069000%
114        | 455             | 0.00455000%
115        | 227             | 0.00227000%
116        | 105             | 0.00105000%
117        | 50              | 0.00050000%
118        | 18              | 0.00018000%
119        | 6               | 0.00006000%
120        | 2               | 0.00002000%
124        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
47         | 1               | 0.00001000%
48         | 1               | 0.00001000%
49         | 18              | 0.00018000%
50         | 83              | 0.00083000%
51         | 349             | 0.00349000%
52         | 1,307           | 0.01307000%
53         | 3,927           | 0.03927000%
54         | 11,591          | 0.11591000%
55         | 28,855          | 0.28855000%
56         | 64,157          | 0.64157000%
57         | 126,721         | 1.26721000%
58         | 224,597         | 2.24597000%
59         | 362,666         | 3.62666000%
60         | 533,578         | 5.33578000%
61         | 716,481         | 7.16481000%
62         | 885,108         | 8.85108000%
63         | 1,009,584       | 10.09584000%
64         | 1,068,685       | 10.68685000%
65         | 1,051,298       | 10.51298000%
66         | 961,349         | 9.61349000%
67         | 825,165         | 8.25165000%
68         | 663,743         | 6.63743000%
69         | 501,573         | 5.01573000%
70         | 357,779         | 3.57779000%
71         | 241,575         | 2.41575000%
72         | 154,299         | 1.54299000%
73         | 93,374          | 0.93374000%
74         | 53,331          | 0.53331000%
75         | 29,219          | 0.29219000%
76         | 15,449          | 0.15449000%
77         | 7,629           | 0.07629000%
78         | 3,603           | 0.03603000%
79         | 1,695           | 0.01695000%
80         | 703             | 0.00703000%
81         | 306             | 0.00306000%
82         | 124             | 0.00124000%
83         | 49              | 0.00049000%
84         | 19              | 0.00019000%
85         | 5               | 0.00005000%
86         | 2               | 0.00002000%
87         | 2               | 0.00002000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
17         | 5               | 0.00005000%
18         | 15              | 0.00015000%
19         | 86              | 0.00086000%
20         | 323             | 0.00323000%
21         | 1,065           | 0.01065000%
22         | 3,466           | 0.03466000%
23         | 10,066          | 0.10066000%
24         | 26,382          | 0.26382000%
25         | 62,248          | 0.62248000%
26         | 132,274         | 1.32274000%
27         | 253,368         | 2.53368000%
28         | 438,628         | 4.38628000%
29         | 677,410         | 6.77410000%
30         | 944,216         | 9.44216000%
31         | 1,179,617       | 11.79617000%
32         | 1,314,438       | 13.14438000%
33         | 1,316,910       | 13.16910000%
34         | 1,173,841       | 11.73841000%
35         | 937,160         | 9.37160000%
36         | 664,699         | 6.64699000%
37         | 422,298         | 4.22298000%
38         | 237,309         | 2.37309000%
39         | 118,917         | 1.18917000%
40         | 53,367          | 0.53367000%
41         | 21,186          | 0.21186000%
42         | 7,479           | 0.07479000%
43         | 2,378           | 0.02378000%
44         | 643             | 0.00643000%
45         | 178             | 0.00178000%
46         | 24              | 0.00024000%
47         | 3               | 0.00003000%
49         | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 3,419,100       | 34.19100000%
1          | 2,320,398       | 23.20398000%
2          | 1,815,748       | 18.15748000%
3          | 1,192,131       | 11.92131000%
4          | 676,588         | 6.76588000%
5          | 337,061         | 3.37061000%
6          | 149,206         | 1.49206000%
7          | 59,078          | 0.59078000%
8          | 21,079          | 0.21079000%
9          | 6,739           | 0.06739000%
10         | 2,139           | 0.02139000%
11         | 562             | 0.00562000%
12         | 128             | 0.00128000%
13         | 35              | 0.00035000%
14         | 8               | 0.00008000%

==================================================
Duplication Statistics
==================================================
Threshold    | Avg Chars Met   | P(0 Chars Met) | P(1 Chars Met) | P(2 Chars Met) | P(3 Chars Met) | P(4 Chars Met) | P(5 Chars Met) | P(6 Chars Met) | P(7 Chars Met) | P(8 Chars Met)
 >= 5 copies | 3.4160          |  0.0182% |  1.2522% | 13.4460% | 38.9511% | 35.7021% |  9.9929% |  0.6325% |  0.0051% |  0.0000%
 >= 6 copies | 2.3634          |  1.0715% | 14.4788% | 41.1481% | 34.1860% |  8.5708% |  0.5406% |  0.0043% |  0.0000% |  0.0000%
 >= 7 copies | 1.4779          | 10.3859% | 41.9188% | 37.8014% |  9.3146% |  0.5736% |  0.0057% |  0.0000% |  0.0000% |  0.0000%
