==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 6,030
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
80         | 1               | 0.00001000%
81         | 4               | 0.00004000%
82         | 33              | 0.00033000%
83         | 315             | 0.00315000%
84         | 1,295           | 0.01295000%
85         | 4,718           | 0.04718000%
86         | 14,112          | 0.14112000%
87         | 35,882          | 0.35882000%
88         | 78,559          | 0.78559000%
89         | 154,436         | 1.54436000%
90         | 267,511         | 2.67511000%
91         | 415,576         | 4.15576000%
92         | 589,542         | 5.89542000%
93         | 764,366         | 7.64366000%
94         | 912,565         | 9.12565000%
95         | 1,008,300       | 10.08300000%
96         | 1,040,252       | 10.40252000%
97         | 999,569         | 9.99569000%
98         | 899,688         | 8.99688000%
99         | 766,140         | 7.66140000%
100        | 615,546         | 6.15546000%
101        | 469,925         | 4.69925000%
102        | 339,047         | 3.39047000%
103        | 235,879         | 2.35879000%
104        | 154,906         | 1.54906000%
105        | 98,069          | 0.98069000%
106        | 59,028          | 0.59028000%
107        | 34,567          | 0.34567000%
108        | 19,290          | 0.19290000%
109        | 10,264          | 0.10264000%
110        | 5,395           | 0.05395000%
111        | 2,779           | 0.02779000%
112        | 1,308           | 0.01308000%
113        | 613             | 0.00613000%
114        | 275             | 0.00275000%
115        | 150             | 0.00150000%
116        | 61              | 0.00061000%
117        | 20              | 0.00020000%
118        | 7               | 0.00007000%
119        | 6               | 0.00006000%
124        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
47         | 1               | 0.00001000%
48         | 8               | 0.00008000%
49         | 29              | 0.00029000%
50         | 155             | 0.00155000%
51         | 555             | 0.00555000%
52         | 2,014           | 0.02014000%
53         | 6,154           | 0.06154000%
54         | 16,906          | 0.16906000%
55         | 40,325          | 0.40325000%
56         | 85,785          | 0.85785000%
57         | 162,086         | 1.62086000%
58         | 277,108         | 2.77108000%
59         | 431,723         | 4.31723000%
60         | 611,308         | 6.11308000%
61         | 793,291         | 7.93291000%
62         | 947,670         | 9.47670000%
63         | 1,047,119       | 10.47119000%
64         | 1,073,650       | 10.73650000%
65         | 1,023,548       | 10.23548000%
66         | 909,775         | 9.09775000%
67         | 758,185         | 7.58185000%
68         | 592,982         | 5.92982000%
69         | 436,288         | 4.36288000%
70         | 303,263         | 3.03263000%
71         | 199,000         | 1.99000000%
72         | 124,244         | 1.24244000%
73         | 73,009          | 0.73009000%
74         | 40,732          | 0.40732000%
75         | 21,936          | 0.21936000%
76         | 11,194          | 0.11194000%
77         | 5,494           | 0.05494000%
78         | 2,542           | 0.02542000%
79         | 1,136           | 0.01136000%
80         | 441             | 0.00441000%
81         | 218             | 0.00218000%
82         | 77              | 0.00077000%
83         | 37              | 0.00037000%
84         | 7               | 0.00007000%
85         | 3               | 0.00003000%
86         | 1               | 0.00001000%
87         | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
16         | 1               | 0.00001000%
17         | 6               | 0.00006000%
18         | 21              | 0.00021000%
19         | 113             | 0.00113000%
20         | 407             | 0.00407000%
21         | 1,362           | 0.01362000%
22         | 4,196           | 0.04196000%
23         | 12,174          | 0.12174000%
24         | 31,289          | 0.31289000%
25         | 72,679          | 0.72679000%
26         | 151,639         | 1.51639000%
27         | 285,797         | 2.85797000%
28         | 483,875         | 4.83875000%
29         | 733,725         | 7.33725000%
30         | 1,001,377       | 10.01377000%
31         | 1,221,742       | 12.21742000%
32         | 1,331,275       | 13.31275000%
33         | 1,301,151       | 13.01151000%
34         | 1,131,912       | 11.31912000%
35         | 879,611         | 8.79611000%
36         | 608,061         | 6.08061000%
37         | 375,262         | 3.75262000%
38         | 204,692         | 2.04692000%
39         | 99,413          | 0.99413000%
40         | 43,493          | 0.43493000%
41         | 16,668          | 0.16668000%
42         | 5,706           | 0.05706000%
43         | 1,760           | 0.01760000%
44         | 466             | 0.00466000%
45         | 107             | 0.00107000%
46         | 18              | 0.00018000%
47         | 1               | 0.00001000%
49         | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 3,539,490       | 35.39490000%
1          | 2,329,157       | 23.29157000%
2          | 1,791,259       | 17.91259000%
3          | 1,157,386       | 11.57386000%
4          | 646,696         | 6.46696000%
5          | 316,826         | 3.16826000%
6          | 138,091         | 1.38091000%
7          | 53,763          | 0.53763000%
8          | 18,907          | 0.18907000%
9          | 5,966           | 0.05966000%
10         | 1,852           | 0.01852000%
11         | 456             | 0.00456000%
12         | 110             | 0.00110000%
13         | 34              | 0.00034000%
14         | 7               | 0.00007000%

==================================================
Duplication Statistics
==================================================
Threshold    | Avg Chars Met   | P(0 Chars Met) | P(1 Chars Met) | P(2 Chars Met) | P(3 Chars Met) | P(4 Chars Met) | P(5 Chars Met) | P(6 Chars Met) | P(7 Chars Met) | P(8 Chars Met)
 >= 5 copies | 3.3815          |  0.0212% |  1.3914% | 14.2458% | 39.5803% | 34.8552% |  9.3396% |  0.5621% |  0.0044% |  0.0000%
 >= 6 copies | 2.3283          |  1.1933% | 15.3504% | 41.8010% | 33.2279% |  7.9492% |  0.4747% |  0.0035% |  0.0000% |  0.0000%
 >= 7 copies | 1.4477          | 11.0591% | 42.8021% | 36.9634% |  8.6690% |  0.5017% |  0.0046% |  0.0000% |  0.0000% |  0.0000%
