==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 8,280
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
114        | 8               | 0.00008000%
115        | 37              | 0.00037000%
116        | 119             | 0.00119000%
117        | 525             | 0.00525000%
118        | 1,567           | 0.01567000%
119        | 4,211           | 0.04211000%
120        | 10,303          | 0.10303000%
121        | 22,623          | 0.22623000%
122        | 46,066          | 0.46066000%
123        | 84,053          | 0.84053000%
124        | 143,033         | 1.43033000%
125        | 224,555         | 2.24555000%
126        | 329,487         | 3.29487000%
127        | 450,997         | 4.50997000%
128        | 577,506         | 5.77506000%
129        | 699,247         | 6.99247000%
130        | 795,903         | 7.95903000%
131        | 864,218         | 8.64218000%
132        | 886,805         | 8.86805000%
133        | 866,759         | 8.66759000%
134        | 806,387         | 8.06387000%
135        | 719,393         | 7.19393000%
136        | 613,614         | 6.13614000%
137        | 501,931         | 5.01931000%
138        | 394,602         | 3.94602000%
139        | 300,289         | 3.00289000%
140        | 219,561         | 2.19561000%
141        | 153,564         | 1.53564000%
142        | 104,865         | 1.04865000%
143        | 69,214          | 0.69214000%
144        | 44,251          | 0.44251000%
145        | 27,151          | 0.27151000%
146        | 16,227          | 0.16227000%
147        | 9,384           | 0.09384000%
148        | 5,371           | 0.05371000%
149        | 2,940           | 0.02940000%
150        | 1,553           | 0.01553000%
151        | 849             | 0.00849000%
152        | 435             | 0.00435000%
153        | 220             | 0.00220000%
154        | 101             | 0.00101000%
155        | 42              | 0.00042000%
156        | 19              | 0.00019000%
157        | 10              | 0.00010000%
158        | 2               | 0.00002000%
159        | 2               | 0.00002000%
160        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
68         | 1               | 0.00001000%
69         | 3               | 0.00003000%
70         | 14              | 0.00014000%
71         | 65              | 0.00065000%
72         | 246             | 0.00246000%
73         | 744             | 0.00744000%
74         | 2,037           | 0.02037000%
75         | 5,199           | 0.05199000%
76         | 11,996          | 0.11996000%
77         | 25,205          | 0.25205000%
78         | 49,148          | 0.49148000%
79         | 88,957          | 0.88957000%
80         | 149,676         | 1.49676000%
81         | 233,901         | 2.33901000%
82         | 341,783         | 3.41783000%
83         | 467,465         | 4.67465000%
84         | 601,861         | 6.01861000%
85         | 728,125         | 7.28125000%
86         | 833,042         | 8.33042000%
87         | 897,006         | 8.97006000%
88         | 917,486         | 9.17486000%
89         | 888,070         | 8.88070000%
90         | 819,966         | 8.19966000%
91         | 716,821         | 7.16821000%
92         | 599,167         | 5.99167000%
93         | 479,708         | 4.79708000%
94         | 365,977         | 3.65977000%
95         | 267,026         | 2.67026000%
96         | 186,737         | 1.86737000%
97         | 125,018         | 1.25018000%
98         | 80,404          | 0.80404000%
99         | 50,286          | 0.50286000%
100        | 29,868          | 0.29868000%
101        | 17,329          | 0.17329000%
102        | 9,467           | 0.09467000%
103        | 5,000           | 0.05000000%
104        | 2,735           | 0.02735000%
105        | 1,292           | 0.01292000%
106        | 628             | 0.00628000%
107        | 304             | 0.00304000%
108        | 133             | 0.00133000%
109        | 56              | 0.00056000%
110        | 27              | 0.00027000%
111        | 11              | 0.00011000%
112        | 4               | 0.00004000%
113        | 3               | 0.00003000%
114        | 3               | 0.00003000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
25         | 1               | 0.00001000%
26         | 2               | 0.00002000%
27         | 7               | 0.00007000%
28         | 34              | 0.00034000%
29         | 118             | 0.00118000%
30         | 331             | 0.00331000%
31         | 1,011           | 0.01011000%
32         | 2,667           | 0.02667000%
33         | 6,773           | 0.06773000%
34         | 16,259          | 0.16259000%
35         | 34,802          | 0.34802000%
36         | 70,430          | 0.70430000%
37         | 131,105         | 1.31105000%
38         | 227,311         | 2.27311000%
39         | 361,719         | 3.61719000%
40         | 533,999         | 5.33999000%
41         | 728,746         | 7.28746000%
42         | 917,158         | 9.17158000%
43         | 1,064,552       | 10.64552000%
44         | 1,140,191       | 11.40191000%
45         | 1,122,194       | 11.22194000%
