==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 9,340
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
129        | 3               | 0.00003000%
130        | 12              | 0.00012000%
131        | 49              | 0.00049000%
132        | 144             | 0.00144000%
133        | 521             | 0.00521000%
134        | 1,467           | 0.01467000%
135        | 3,560           | 0.03560000%
136        | 8,288           | 0.08288000%
137        | 17,966          | 0.17966000%
138        | 35,144          | 0.35144000%
139        | 63,330          | 0.63330000%
140        | 106,943         | 1.06943000%
141        | 168,613         | 1.68613000%
142        | 250,838         | 2.50838000%
143        | 349,407         | 3.49407000%
144        | 458,257         | 4.58257000%
145        | 570,462         | 5.70462000%
146        | 674,944         | 6.74944000%
147        | 761,407         | 7.61407000%
148        | 813,466         | 8.13466000%
149        | 835,085         | 8.35085000%
150        | 818,395         | 8.18395000%
151        | 768,317         | 7.68317000%
152        | 694,936         | 6.94936000%
153        | 602,764         | 6.02764000%
154        | 503,395         | 5.03395000%
155        | 406,608         | 4.06608000%
156        | 317,687         | 3.17687000%
157        | 238,563         | 2.38563000%
158        | 174,413         | 1.74413000%
159        | 122,457         | 1.22457000%
160        | 84,683          | 0.84683000%
161        | 55,895          | 0.55895000%
162        | 36,336          | 0.36336000%
163        | 22,861          | 0.22861000%
164        | 13,767          | 0.13767000%
165        | 8,291           | 0.08291000%
166        | 4,732           | 0.04732000%
167        | 2,770           | 0.02770000%
168        | 1,557           | 0.01557000%
169        | 829             | 0.00829000%
170        | 399             | 0.00399000%
171        | 226             | 0.00226000%
172        | 121             | 0.00121000%
173        | 53              | 0.00053000%
174        | 19              | 0.00019000%
175        | 7               | 0.00007000%
176        | 8               | 0.00008000%
177        | 2               | 0.00002000%
178        | 3               | 0.00003000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
78         | 1               | 0.00001000%
79         | 4               | 0.00004000%
80         | 13              | 0.00013000%
81         | 52              | 0.00052000%
82         | 163             | 0.00163000%
83         | 474             | 0.00474000%
84         | 1,334           | 0.01334000%
85         | 3,362           | 0.03362000%
86         | 7,369           | 0.07369000%
87         | 15,255          | 0.15255000%
88         | 30,368          | 0.30368000%
89         | 55,249          | 0.55249000%
90         | 94,666          | 0.94666000%
91         | 151,743         | 1.51743000%
92         | 229,015         | 2.29015000%
93         | 325,762         | 3.25762000%
94         | 437,097         | 4.37097000%
95         | 554,636         | 5.54636000%
96         | 669,000         | 6.69000000%
97         | 766,129         | 7.66129000%
98         | 832,333         | 8.32333000%
99         | 863,717         | 8.63717000%
100        | 852,003         | 8.52003000%
101        | 804,827         | 8.04827000%
102        | 726,396         | 7.26396000%
103        | 628,397         | 6.28397000%
104        | 519,925         | 5.19925000%
105        | 414,561         | 4.14561000%
106        | 317,666         | 3.17666000%
107        | 233,211         | 2.33211000%
108        | 164,452         | 1.64452000%
109        | 112,094         | 1.12094000%
110        | 74,260          | 0.74260000%
111        | 47,353          | 0.47353000%
112        | 28,817          | 0.28817000%
113        | 17,159          | 0.17159000%
114        | 9,800           | 0.09800000%
115        | 5,402           | 0.05402000%
116        | 2,904           | 0.02904000%
117        | 1,538           | 0.01538000%
118        | 786             | 0.00786000%
119        | 356             | 0.00356000%
120        | 199             | 0.00199000%
121        | 88              | 0.00088000%
122        | 30              | 0.00030000%
123        | 16              | 0.00016000%
124        | 12              | 0.00012000%
125        | 5               | 0.00005000%
128        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
31         | 5               | 0.00005000%
32         | 12              | 0.00012000%
33         | 36              | 0.00036000%
34         | 145             | 0.00145000%
35         | 379             | 0.00379000%
36         | 1,067           | 0.01067000%
37         | 2,729           | 0.02729000%
38         | 6,507           | 0.06507000%
39         | 14,825          | 0.14825000%
40         | 30,729          | 0.30729000%
41         | 59,844          | 0.59844000%
42         | 108,705         | 1.08705000%
43         | 186,582         | 1.86582000%
44         | 294,948         | 2.94948000%
45         | 437,108         | 4.37108000%
46         | 604,553         | 6.04553000%
47         | 775,686         | 7.75686000%
48         | 933,650         | 9.33650000%
49         | 1,041,109       | 10.41109000%
50         | 1,077,945       | 10.77945000%
51         | 1,038,484       | 10.38484000%
52         | 929,191         | 9.29191000%
53         | 773,318         | 7.73318000%
54         | 596,984         | 5.96984000%
55         | 426,770         | 4.26770000%
56         | 284,725         | 2.84725000%
57         | 175,230         | 1.75230000%
58         | 100,007         | 1.00007000%
59         | 52,844          | 0.52844000%
60         | 26,142          | 0.26142000%
61         | 11,736          | 0.11736000%
62         | 5,018           | 0.05018000%
63         | 1,937           | 0.01937000%
64         | 683             | 0.00683000%
65         | 277             | 0.00277000%
66         | 62              | 0.00062000%
67         | 22              | 0.00022000%
68         | 5               | 0.00005000%
69         | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 7,602           | 0.07602000%
1          | 32,056          | 0.32056000%
2          | 90,270          | 0.90270000%
3          | 198,474         | 1.98474000%
4          | 364,960         | 3.64960000%
5          | 580,301         | 5.80301000%
6          | 813,148         | 8.13148000%
7          | 1,021,273       | 10.21273000%
8          | 1,162,470       | 11.62470000%
9          | 1,202,381       | 12.02381000%
10         | 1,135,697       | 11.35697000%
11         | 990,249         | 9.90249000%
12         | 798,554         | 7.98554000%
13         | 595,101         | 5.95101000%
14         | 410,908         | 4.10908000%
15         | 264,278         | 2.64278000%
16         | 158,364         | 1.58364000%
17         | 87,590          | 0.87590000%
18         | 46,307          | 0.46307000%
19         | 22,472          | 0.22472000%
20         | 10,356          | 0.10356000%
21         | 4,408           | 0.04408000%
22         | 1,752           | 0.01752000%
23         | 661             | 0.00661000%
24         | 267             | 0.00267000%
25         | 72              | 0.00072000%
26         | 20              | 0.00020000%
27         | 8               | 0.00008000%
28         | 1               | 0.00001000%

==================================================
Duplication Statistics
==================================================
Threshold    | Avg Chars Met   | P(0 Chars Met) | P(1 Chars Met) | P(2 Chars Met) | P(3 Chars Met) | P(4 Chars Met) | P(5 Chars Met) | P(6 Chars Met) | P(7 Chars Met) | P(8 Chars Met)
 >= 5 copies | 5.3507          |  0.0000% |  0.0000% |  0.0097% |  0.7516% | 11.6670% | 45.1871% | 36.5012% |  5.8830% |  0.0003%
 >= 6 copies | 4.6517          |  0.0000% |  0.0036% |  0.3782% |  7.0343% | 33.7705% | 45.2897% | 12.8921% |  0.6317% |  0.0000%
 >= 7 copies | 3.8874          |  0.0008% |  0.2018% |  4.7214% | 26.6986% | 44.8255% | 21.6314% |  1.9013% |  0.0192% |  0.0000%
