==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 9,050
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
125        | 4               | 0.00004000%
126        | 18              | 0.00018000%
127        | 75              | 0.00075000%
128        | 258             | 0.00258000%
129        | 777             | 0.00777000%
130        | 2,104           | 0.02104000%
131        | 5,324           | 0.05324000%
132        | 11,960          | 0.11960000%
133        | 24,963          | 0.24963000%
134        | 47,683          | 0.47683000%
135        | 83,944          | 0.83944000%
136        | 138,287         | 1.38287000%
137        | 213,204         | 2.13204000%
138        | 307,888         | 3.07888000%
139        | 416,923         | 4.16923000%
140        | 532,385         | 5.32385000%
141        | 645,220         | 6.45220000%
142        | 742,670         | 7.42670000%
143        | 811,514         | 8.11514000%
144        | 844,873         | 8.44873000%
145        | 839,699         | 8.39699000%
146        | 800,481         | 8.00481000%
147        | 730,335         | 7.30335000%
148        | 640,890         | 6.40890000%
149        | 539,506         | 5.39506000%
150        | 438,865         | 4.38865000%
151        | 343,081         | 3.43081000%
152        | 260,051         | 2.60051000%
153        | 189,571         | 1.89571000%
154        | 133,748         | 1.33748000%
155        | 92,566          | 0.92566000%
156        | 61,768          | 0.61768000%
157        | 39,211          | 0.39211000%
158        | 24,773          | 0.24773000%
159        | 14,944          | 0.14944000%
160        | 8,994           | 0.08994000%
161        | 5,120           | 0.05120000%
162        | 2,884           | 0.02884000%
163        | 1,623           | 0.01623000%
164        | 900             | 0.00900000%
165        | 467             | 0.00467000%
166        | 243             | 0.00243000%
167        | 109             | 0.00109000%
168        | 60              | 0.00060000%
169        | 22              | 0.00022000%
170        | 6               | 0.00006000%
171        | 7               | 0.00007000%
173        | 1               | 0.00001000%
174        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
76         | 3               | 0.00003000%
77         | 10              | 0.00010000%
78         | 40              | 0.00040000%
79         | 139             | 0.00139000%
80         | 434             | 0.00434000%
81         | 1,082           | 0.01082000%
82         | 3,001           | 0.03001000%
83         | 6,799           | 0.06799000%
84         | 14,594          | 0.14594000%
85         | 29,123          | 0.29123000%
86         | 54,002          | 0.54002000%
87         | 93,864          | 0.93864000%
88         | 152,251         | 1.52251000%
89         | 231,374         | 2.31374000%
90         | 330,546         | 3.30546000%
91         | 446,216         | 4.46216000%
92         | 568,876         | 5.68876000%
93         | 685,787         | 6.85787000%
94         | 783,792         | 7.83792000%
95         | 850,622         | 8.50622000%
96         | 874,972         | 8.74972000%
97         | 863,408         | 8.63408000%
98         | 807,442         | 8.07442000%
99         | 725,409         | 7.25409000%
100        | 619,737         | 6.19737000%
101        | 509,654         | 5.09654000%
102        | 400,518         | 4.00518000%
103        | 303,850         | 3.03850000%
104        | 220,329         | 2.20329000%
105        | 153,196         | 1.53196000%
106        | 102,601         | 1.02601000%
107        | 67,057          | 0.67057000%
108        | 41,691          | 0.41691000%
109        | 25,416          | 0.25416000%
110        | 14,747          | 0.14747000%
111        | 8,138           | 0.08138000%
112        | 4,492           | 0.04492000%
113        | 2,402           | 0.02402000%
114        | 1,243           | 0.01243000%
115        | 631             | 0.00631000%
116        | 281             | 0.00281000%
117        | 112             | 0.00112000%
118        | 68              | 0.00068000%
119        | 26              | 0.00026000%
120        | 11              | 0.00011000%
121        | 8               | 0.00008000%
122        | 3               | 0.00003000%
123        | 2               | 0.00002000%
124        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
29         | 1               | 0.00001000%
30         | 5               | 0.00005000%
31         | 21              | 0.00021000%
32         | 63              | 0.00063000%
33         | 199             | 0.00199000%
34         | 549             | 0.00549000%
35         | 1,567           | 0.01567000%
36         | 3,689           | 0.03689000%
37         | 9,059           | 0.09059000%
38         | 20,105          | 0.20105000%
39         | 41,066          | 0.41066000%
40         | 78,886          | 0.78886000%
41         | 140,861         | 1.40861000%
42         | 234,942         | 2.34942000%
43         | 362,716         | 3.62716000%
44         | 524,724         | 5.24724000%
45         | 702,489         | 7.02489000%
46         | 874,564         | 8.74564000%
47         | 1,011,296       | 10.11296000%
48         | 1,087,885       | 10.87885000%
49         | 1,082,242       | 10.82242000%
50         | 998,584         | 9.98584000%
51         | 854,354         | 8.54354000%
52         | 677,444         | 6.77444000%
53         | 495,182         | 4.95182000%
54         | 337,826         | 3.37826000%
55         | 211,913         | 2.11913000%
56         | 123,150         | 1.23150000%
57         | 66,384          | 0.66384000%
58         | 32,902          | 0.32902000%
59         | 15,110          | 0.15110000%
60         | 6,440           | 0.06440000%
61         | 2,438           | 0.02438000%
62         | 896             | 0.00896000%
63         | 319             | 0.00319000%
64         | 97              | 0.00097000%
65         | 22              | 0.00022000%
66         | 8               | 0.00008000%
67         | 2               | 0.00002000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 17,451          | 0.17451000%
1          | 64,994          | 0.64994000%
2          | 166,319         | 1.66319000%
3          | 332,243         | 3.32243000%
4          | 558,637         | 5.58637000%
5          | 813,911         | 8.13911000%
6          | 1,041,951       | 10.41951000%
7          | 1,198,156       | 11.98156000%
8          | 1,245,386       | 12.45386000%
9          | 1,173,809       | 11.73809000%
10         | 1,017,287       | 10.17287000%
11         | 809,820         | 8.09820000%
12         | 595,720         | 5.95720000%
13         | 404,156         | 4.04156000%
14         | 254,824         | 2.54824000%
15         | 149,098         | 1.49098000%
16         | 81,166          | 0.81166000%
17         | 41,024          | 0.41024000%
18         | 19,750          | 0.19750000%
19         | 8,498           | 0.08498000%
20         | 3,599           | 0.03599000%
21         | 1,446           | 0.01446000%
22         | 522             | 0.00522000%
23         | 156             | 0.00156000%
24         | 55              | 0.00055000%
25         | 15              | 0.00015000%
26         | 6               | 0.00006000%
27         | 1               | 0.00001000%

