==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 5,750
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
77         | 9               | 0.00009000%
78         | 51              | 0.00051000%
79         | 373             | 0.00373000%
80         | 1,658           | 0.01658000%
81         | 6,073           | 0.06073000%
82         | 18,049          | 0.18049000%
83         | 46,408          | 0.46408000%
84         | 99,841          | 0.99841000%
85         | 190,916         | 1.90916000%
86         | 324,477         | 3.24477000%
87         | 492,073         | 4.92073000%
88         | 678,264         | 6.78264000%
89         | 853,567         | 8.53567000%
90         | 988,060         | 9.88060000%
91         | 1,057,258       | 10.57258000%
92         | 1,051,272       | 10.51272000%
93         | 976,072         | 9.76072000%
94         | 849,332         | 8.49332000%
95         | 696,185         | 6.96185000%
96         | 538,082         | 5.38082000%
97         | 396,082         | 3.96082000%
98         | 276,051         | 2.76051000%
99         | 183,622         | 1.83622000%
100        | 116,665         | 1.16665000%
101        | 70,629          | 0.70629000%
102        | 41,226          | 0.41226000%
103        | 23,064          | 0.23064000%
104        | 12,230          | 0.12230000%
105        | 6,374           | 0.06374000%
106        | 3,196           | 0.03196000%
107        | 1,543           | 0.01543000%
108        | 696             | 0.00696000%
109        | 337             | 0.00337000%
110        | 146             | 0.00146000%
111        | 76              | 0.00076000%
112        | 25              | 0.00025000%
113        | 15              | 0.00015000%
115        | 2               | 0.00002000%
119        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
45         | 3               | 0.00003000%
46         | 19              | 0.00019000%
47         | 76              | 0.00076000%
48         | 378             | 0.00378000%
49         | 1,426           | 0.01426000%
50         | 4,609           | 0.04609000%
51         | 13,445          | 0.13445000%
52         | 34,015          | 0.34015000%
53         | 76,097          | 0.76097000%
54         | 149,286         | 1.49286000%
55         | 263,012         | 2.63012000%
56         | 420,732         | 4.20732000%
57         | 606,908         | 6.06908000%
58         | 799,210         | 7.99210000%
59         | 964,241         | 9.64241000%
60         | 1,070,809       | 10.70809000%
61         | 1,100,179       | 11.00179000%
62         | 1,045,215       | 10.45215000%
63         | 925,160         | 9.25160000%
64         | 764,797         | 7.64797000%
65         | 591,085         | 5.91085000%
66         | 428,857         | 4.28857000%
67         | 294,774         | 2.94774000%
68         | 189,947         | 1.89947000%
69         | 115,519         | 1.15519000%
70         | 66,757          | 0.66757000%
71         | 36,785          | 0.36785000%
72         | 19,009          | 0.19009000%
73         | 9,471           | 0.09471000%
74         | 4,602           | 0.04602000%
75         | 2,102           | 0.02102000%
76         | 875             | 0.00875000%
77         | 363             | 0.00363000%
78         | 149             | 0.00149000%
79         | 55              | 0.00055000%
80         | 18              | 0.00018000%
81         | 12              | 0.00012000%
82         | 3               | 0.00003000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
15         | 1               | 0.00001000%
16         | 9               | 0.00009000%
17         | 28              | 0.00028000%
18         | 148             | 0.00148000%
19         | 534             | 0.00534000%
20         | 1,871           | 0.01871000%
21         | 5,819           | 0.05819000%
22         | 16,577          | 0.16577000%
23         | 42,130          | 0.42130000%
24         | 96,484          | 0.96484000%
25         | 197,914         | 1.97914000%
26         | 363,644         | 3.63644000%
27         | 594,702         | 5.94702000%
28         | 870,963         | 8.70963000%
29         | 1,137,629       | 11.37629000%
30         | 1,321,439       | 13.21439000%
31         | 1,366,027       | 13.66027000%
32         | 1,256,540       | 12.56540000%
33         | 1,022,907       | 10.22907000%
34         | 739,032         | 7.39032000%
35         | 472,275         | 4.72275000%
36         | 266,588         | 2.66588000%
37         | 133,240         | 1.33240000%
38         | 59,153          | 0.59153000%
39         | 23,144          | 0.23144000%
40         | 7,937           | 0.07937000%
41         | 2,426           | 0.02426000%
42         | 651             | 0.00651000%
43         | 157             | 0.00157000%
44         | 28              | 0.00028000%
45         | 2               | 0.00002000%
47         | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 4,418,678       | 44.18678000%
1          | 2,316,200       | 23.16200000%
2          | 1,581,674       | 15.81674000%
3          | 911,442         | 9.11442000%
4          | 455,617         | 4.55617000%
5          | 199,851         | 1.99851000%
6          | 77,742          | 0.77742000%
7          | 26,958          | 0.26958000%
8          | 8,570           | 0.08570000%
9          | 2,455           | 0.02455000%
10         | 629             | 0.00629000%
11         | 145             | 0.00145000%
12         | 36              | 0.00036000%
13         | 3               | 0.00003000%

==================================================
Duplication Statistics
==================================================
Threshold    | Avg Chars Met   | P(0 Chars Met) | P(1 Chars Met) | P(2 Chars Met) | P(3 Chars Met) | P(4 Chars Met) | P(5 Chars Met) | P(6 Chars Met) | P(7 Chars Met) | P(8 Chars Met)
 >= 5 copies | 3.1334          |  0.0662% |  2.7990% | 20.6340% | 42.6994% | 28.0658% |  5.5072% |  0.2271% |  0.0013% |  0.0000%
 >= 6 copies | 2.0821          |  2.4130% | 22.2934% | 44.7070% | 26.0139% |  4.4006% |  0.1714% |  0.0007% |  0.0000% |  0.0000%
 >= 7 copies | 1.2412          | 16.6545% | 47.9033% | 30.2930% |  4.9644% |  0.1840% |  0.0008% |  0.0000% |  0.0000% |  0.0000%
