==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 6,390
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
85         | 1               | 0.00001000%
86         | 1               | 0.00001000%
87         | 29              | 0.00029000%
88         | 168             | 0.00168000%
89         | 796             | 0.00796000%
90         | 2,803           | 0.02803000%
91         | 8,673           | 0.08673000%
92         | 22,778          | 0.22778000%
93         | 52,315          | 0.52315000%
94         | 105,731         | 1.05731000%
95         | 191,890         | 1.91890000%
96         | 312,806         | 3.12806000%
97         | 463,491         | 4.63491000%
98         | 630,661         | 6.30661000%
99         | 789,765         | 7.89765000%
100        | 918,768         | 9.18768000%
101        | 991,468         | 9.91468000%
102        | 1,005,672       | 10.05672000%
103        | 957,952         | 9.57952000%
104        | 855,245         | 8.55245000%
105        | 726,044         | 7.26044000%
106        | 582,613         | 5.82613000%
107        | 446,952         | 4.46952000%
108        | 324,655         | 3.24655000%
109        | 225,758         | 2.25758000%
110        | 151,059         | 1.51059000%
111        | 95,819          | 0.95819000%
112        | 58,994          | 0.58994000%
113        | 34,720          | 0.34720000%
114        | 20,007          | 0.20007000%
115        | 10,846          | 0.10846000%
116        | 5,775           | 0.05775000%
117        | 2,971           | 0.02971000%
118        | 1,443           | 0.01443000%
119        | 714             | 0.00714000%
120        | 333             | 0.00333000%
121        | 164             | 0.00164000%
122        | 73              | 0.00073000%
123        | 32              | 0.00032000%
124        | 7               | 0.00007000%
125        | 6               | 0.00006000%
126        | 1               | 0.00001000%
128        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
51         | 4               | 0.00004000%
52         | 18              | 0.00018000%
53         | 79              | 0.00079000%
54         | 323             | 0.00323000%
55         | 1,132           | 0.01132000%
56         | 3,528           | 0.03528000%
57         | 9,863           | 0.09863000%
58         | 24,744          | 0.24744000%
59         | 54,220          | 0.54220000%
60         | 107,328         | 1.07328000%
61         | 191,155         | 1.91155000%
62         | 313,772         | 3.13772000%
63         | 467,322         | 4.67322000%
64         | 639,821         | 6.39821000%
65         | 806,983         | 8.06983000%
66         | 945,122         | 9.45122000%
67         | 1,027,470       | 10.27470000%
68         | 1,040,619       | 10.40619000%
69         | 984,623         | 9.84623000%
70         | 872,977         | 8.72977000%
71         | 728,244         | 7.28244000%
72         | 571,057         | 5.71057000%
73         | 423,367         | 4.23367000%
74         | 298,177         | 2.98177000%
75         | 197,948         | 1.97948000%
76         | 125,058         | 1.25058000%
77         | 75,076          | 0.75076000%
78         | 42,677          | 0.42677000%
79         | 23,640          | 0.23640000%
80         | 12,263          | 0.12263000%
81         | 6,088           | 0.06088000%
82         | 2,934           | 0.02934000%
83         | 1,371           | 0.01371000%
84         | 573             | 0.00573000%
85         | 254             | 0.00254000%
86         | 106             | 0.00106000%
87         | 38              | 0.00038000%
88         | 15              | 0.00015000%
89         | 6               | 0.00006000%
90         | 3               | 0.00003000%
91         | 1               | 0.00001000%
92         | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
18         | 2               | 0.00002000%
19         | 10              | 0.00010000%
20         | 42              | 0.00042000%
21         | 182             | 0.00182000%
22         | 664             | 0.00664000%
23         | 2,014           | 0.02014000%
24         | 6,085           | 0.06085000%
25         | 16,395          | 0.16395000%
26         | 39,646          | 0.39646000%
27         | 87,468          | 0.87468000%
28         | 173,930         | 1.73930000%
29         | 314,891         | 3.14891000%
30         | 513,492         | 5.13492000%
31         | 755,104         | 7.55104000%
32         | 1,006,654       | 10.06654000%
33         | 1,204,599       | 12.04599000%
34         | 1,297,732       | 12.97732000%
35         | 1,256,234       | 12.56234000%
36         | 1,097,067       | 10.97067000%
37         | 854,926         | 8.54926000%
38         | 600,450         | 6.00450000%
39         | 377,008         | 3.77008000%
40         | 211,481         | 2.11481000%
41         | 106,328         | 1.06328000%
42         | 48,188          | 0.48188000%
43         | 19,380          | 0.19380000%
44         | 6,949           | 0.06949000%
45         | 2,246           | 0.02246000%
46         | 638             | 0.00638000%
47         | 152             | 0.00152000%
48         | 38              | 0.00038000%
49         | 3               | 0.00003000%
50         | 2               | 0.00002000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 2,511,634       | 25.11634000%
1          | 2,169,114       | 21.69114000%
2          | 1,944,440       | 19.44440000%
3          | 1,453,397       | 14.53397000%
4          | 933,707         | 9.33707000%
5          | 527,948         | 5.27948000%
6          | 265,913         | 2.65913000%
7          | 119,251         | 1.19251000%
8          | 48,201          | 0.48201000%
9          | 17,774          | 0.17774000%
10         | 6,056           | 0.06056000%
11         | 1,891           | 0.01891000%
