==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 6,470
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
87         | 2               | 0.00002000%
88         | 20              | 0.00020000%
89         | 122             | 0.00122000%
90         | 598             | 0.00598000%
91         | 2,242           | 0.02242000%
92         | 6,835           | 0.06835000%
93         | 18,684          | 0.18684000%
94         | 43,787          | 0.43787000%
95         | 90,265          | 0.90265000%
96         | 167,398         | 1.67398000%
97         | 277,981         | 2.77981000%
98         | 420,900         | 4.20900000%
99         | 583,181         | 5.83181000%
100        | 744,454         | 7.44454000%
101        | 883,814         | 8.83814000%
102        | 971,089         | 9.71089000%
103        | 1,002,527       | 10.02527000%
104        | 971,677         | 9.71677000%
105        | 883,988         | 8.83988000%
106        | 762,212         | 7.62212000%
107        | 622,726         | 6.22726000%
108        | 485,828         | 4.85828000%
109        | 358,216         | 3.58216000%
110        | 253,980         | 2.53980000%
111        | 172,455         | 1.72455000%
112        | 111,311         | 1.11311000%
113        | 69,831          | 0.69831000%
114        | 41,626          | 0.41626000%
115        | 24,339          | 0.24339000%
116        | 13,210          | 0.13210000%
117        | 7,294           | 0.07294000%
118        | 3,717           | 0.03717000%
119        | 1,953           | 0.01953000%
120        | 913             | 0.00913000%
121        | 450             | 0.00450000%
122        | 215             | 0.00215000%
123        | 87              | 0.00087000%
124        | 49              | 0.00049000%
125        | 14              | 0.00014000%
126        | 5               | 0.00005000%
127        | 4               | 0.00004000%
129        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
52         | 6               | 0.00006000%
53         | 20              | 0.00020000%
54         | 116             | 0.00116000%
55         | 411             | 0.00411000%
56         | 1,470           | 0.01470000%
57         | 4,475           | 0.04475000%
58         | 12,203          | 0.12203000%
59         | 29,159          | 0.29159000%
60         | 62,421          | 0.62421000%
61         | 119,860         | 1.19860000%
62         | 209,934         | 2.09934000%
63         | 336,940         | 3.36940000%
64         | 493,635         | 4.93635000%
65         | 664,079         | 6.64079000%
66         | 827,173         | 8.27173000%
67         | 956,486         | 9.56486000%
68         | 1,026,632       | 10.26632000%
69         | 1,030,618       | 10.30618000%
70         | 966,591         | 9.66591000%
71         | 850,764         | 8.50764000%
72         | 704,212         | 7.04212000%
73         | 549,844         | 5.49844000%
74         | 405,302         | 4.05302000%
75         | 284,666         | 2.84666000%
76         | 187,905         | 1.87905000%
77         | 118,514         | 1.18514000%
78         | 70,852          | 0.70852000%
79         | 40,983          | 0.40983000%
80         | 22,337          | 0.22337000%
81         | 11,573          | 0.11573000%
82         | 5,863           | 0.05863000%
83         | 2,695           | 0.02695000%
84         | 1,306           | 0.01306000%
85         | 564             | 0.00564000%
86         | 226             | 0.00226000%
87         | 101             | 0.00101000%
88         | 39              | 0.00039000%
89         | 17              | 0.00017000%
90         | 4               | 0.00004000%
91         | 2               | 0.00002000%
92         | 1               | 0.00001000%
93         | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
19         | 6               | 0.00006000%
20         | 27              | 0.00027000%
21         | 96              | 0.00096000%
22         | 439             | 0.00439000%
23         | 1,329           | 0.01329000%
24         | 4,163           | 0.04163000%
25         | 11,354          | 0.11354000%
26         | 28,540          | 0.28540000%
27         | 65,299          | 0.65299000%
28         | 133,543         | 1.33543000%
29         | 250,989         | 2.50989000%
30         | 424,610         | 4.24610000%
31         | 650,394         | 6.50394000%
32         | 899,898         | 8.99898000%
33         | 1,124,123       | 11.24123000%
34         | 1,265,747       | 12.65747000%
35         | 1,283,401       | 12.83401000%
36         | 1,172,181       | 11.72181000%
37         | 961,227         | 9.61227000%
38         | 708,838         | 7.08838000%
39         | 469,585         | 4.69585000%
40         | 278,395         | 2.78395000%
41         | 147,721         | 1.47721000%
42         | 70,722          | 0.70722000%
43         | 30,266          | 0.30266000%
44         | 11,562          | 0.11562000%
45         | 3,911           | 0.03911000%
46         | 1,219           | 0.01219000%
47         | 327             | 0.00327000%
48         | 72              | 0.00072000%
49         | 11              | 0.00011000%
50         | 4               | 0.00004000%
51         | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 2,306,194       | 23.06194000%
1          | 2,108,699       | 21.08699000%
2          | 1,954,910       | 19.54910000%
