==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 5,240
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
69         | 1               | 0.00001000%
70         | 14              | 0.00014000%
71         | 172             | 0.00172000%
72         | 899             | 0.00899000%
73         | 3,941           | 0.03941000%
74         | 13,631          | 0.13631000%
75         | 38,843          | 0.38843000%
76         | 91,147          | 0.91147000%
77         | 184,821         | 1.84821000%
78         | 326,830         | 3.26830000%
79         | 510,419         | 5.10419000%
80         | 715,647         | 7.15647000%
81         | 908,269         | 9.08269000%
82         | 1,047,935       | 10.47935000%
83         | 1,111,419       | 11.11419000%
84         | 1,088,993       | 10.88993000%
85         | 989,439         | 9.89439000%
86         | 842,249         | 8.42249000%
87         | 670,460         | 6.70460000%
88         | 501,814         | 5.01814000%
89         | 354,692         | 3.54692000%
90         | 238,644         | 2.38644000%
91         | 152,587         | 1.52587000%
92         | 92,746          | 0.92746000%
93         | 53,375          | 0.53375000%
94         | 29,579          | 0.29579000%
95         | 15,901          | 0.15901000%
96         | 8,070           | 0.08070000%
97         | 3,967           | 0.03967000%
98         | 1,917           | 0.01917000%
99         | 894             | 0.00894000%
100        | 389             | 0.00389000%
101        | 188             | 0.00188000%
102        | 66              | 0.00066000%
103        | 27              | 0.00027000%
104        | 11              | 0.00011000%
105        | 2               | 0.00002000%
106        | 1               | 0.00001000%
107        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
41         | 10              | 0.00010000%
42         | 50              | 0.00050000%
43         | 286             | 0.00286000%
44         | 1,217           | 0.01217000%
45         | 4,531           | 0.04531000%
46         | 13,773          | 0.13773000%
47         | 36,603          | 0.36603000%
48         | 84,718          | 0.84718000%
49         | 169,416         | 1.69416000%
50         | 304,373         | 3.04373000%
51         | 486,264         | 4.86264000%
52         | 695,638         | 6.95638000%
53         | 902,022         | 9.02022000%
54         | 1,061,124       | 10.61124000%
55         | 1,144,867       | 11.44867000%
56         | 1,134,003       | 11.34003000%
57         | 1,033,867       | 10.33867000%
58         | 875,598         | 8.75598000%
59         | 686,184         | 6.86184000%
60         | 503,909         | 5.03909000%
61         | 346,126         | 3.46126000%
62         | 222,942         | 2.22942000%
63         | 134,320         | 1.34320000%
64         | 76,848          | 0.76848000%
65         | 41,582          | 0.41582000%
66         | 21,202          | 0.21202000%
67         | 10,177          | 0.10177000%
68         | 4,753           | 0.04753000%
69         | 2,149           | 0.02149000%
70         | 869             | 0.00869000%
71         | 365             | 0.00365000%
72         | 130             | 0.00130000%
73         | 60              | 0.00060000%
74         | 16              | 0.00016000%
75         | 5               | 0.00005000%
76         | 3               | 0.00003000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
12         | 1               | 0.00001000%
13         | 1               | 0.00001000%
14         | 9               | 0.00009000%
15         | 28              | 0.00028000%
16         | 186             | 0.00186000%
17         | 754             | 0.00754000%
18         | 2,681           | 0.02681000%
19         | 8,424           | 0.08424000%
20         | 24,487          | 0.24487000%
21         | 62,745          | 0.62745000%
22         | 140,927         | 1.40927000%
23         | 283,819         | 2.83819000%
24         | 501,973         | 5.01973000%
25         | 791,271         | 7.91271000%
26         | 1,093,803       | 10.93803000%
27         | 1,336,300       | 13.36300000%
28         | 1,434,481       | 14.34481000%
29         | 1,353,441       | 13.53441000%
30         | 1,121,501       | 11.21501000%
31         | 814,181         | 8.14181000%
32         | 514,690         | 5.14690000%
33         | 286,335         | 2.86335000%
34         | 138,110         | 1.38110000%
35         | 58,605          | 0.58605000%
36         | 21,661          | 0.21661000%
37         | 6,985           | 0.06985000%
38         | 1,999           | 0.01999000%
39         | 482             | 0.00482000%
40         | 103             | 0.00103000%
41         | 13              | 0.00013000%
42         | 4               | 0.00004000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 6,055,808       | 60.55808000%
1          | 1,998,601       | 19.98601000%
2          | 1,105,266       | 11.05266000%
3          | 520,908         | 5.20908000%
4          | 210,618         | 2.10618000%
5          | 76,019          | 0.76019000%
6          | 23,796          | 0.23796000%
7          | 6,705           | 0.06705000%
8          | 1,777           | 0.01777000%
9          | 398             | 0.00398000%
10         | 81              | 0.00081000%
11         | 21              | 0.00021000%
12         | 2               | 0.00002000%

==================================================
Duplication Statistics
==================================================
Threshold    | Avg Chars Met   | P(0 Chars Met) | P(1 Chars Met) | P(2 Chars Met) | P(3 Chars Met) | P(4 Chars Met) | P(5 Chars Met) | P(6 Chars Met) | P(7 Chars Met) | P(8 Chars Met)
 >= 5 copies | 2.6542          |  0.4121% |  8.4830% | 34.3313% | 40.3977% | 14.8305% |  1.5173% |  0.0280% |  0.0000% |  0.0000%
 >= 6 copies | 1.6372          |  7.2844% | 36.9635% | 41.6038% | 13.0619% |  1.0703% |  0.0161% |  0.0000% |  0.0000% |  0.0000%
 >= 7 copies | 0.8952          | 30.6456% | 50.5981% | 17.3653% |  1.3718% |  0.0192% |  0.0000% |  0.0000% |  0.0000% |  0.0000%
