==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 5,840
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
78         | 3               | 0.00003000%
79         | 26              | 0.00026000%
80         | 218             | 0.00218000%
81         | 1,045           | 0.01045000%
82         | 3,983           | 0.03983000%
83         | 12,450          | 0.12450000%
84         | 33,074          | 0.33074000%
85         | 74,804          | 0.74804000%
86         | 150,190         | 1.50190000%
87         | 265,010         | 2.65010000%
88         | 417,343         | 4.17343000%
89         | 596,123         | 5.96123000%
90         | 777,103         | 7.77103000%
91         | 930,050         | 9.30050000%
92         | 1,026,742       | 10.26742000%
93         | 1,055,615       | 10.55615000%
94         | 1,009,356       | 10.09356000%
95         | 905,772         | 9.05772000%
96         | 764,093         | 7.64093000%
97         | 607,113         | 6.07113000%
98         | 459,024         | 4.59024000%
99         | 328,876         | 3.28876000%
100        | 224,567         | 2.24567000%
101        | 146,077         | 1.46077000%
102        | 90,920          | 0.90920000%
103        | 54,328          | 0.54328000%
104        | 31,185          | 0.31185000%
105        | 16,880          | 0.16880000%
106        | 9,063           | 0.09063000%
107        | 4,641           | 0.04641000%
108        | 2,348           | 0.02348000%
109        | 1,065           | 0.01065000%
110        | 495             | 0.00495000%
111        | 231             | 0.00231000%
112        | 113             | 0.00113000%
113        | 45              | 0.00045000%
114        | 19              | 0.00019000%
115        | 5               | 0.00005000%
116        | 4               | 0.00004000%
120        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
45         | 1               | 0.00001000%
46         | 2               | 0.00002000%
47         | 20              | 0.00020000%
48         | 98              | 0.00098000%
49         | 482             | 0.00482000%
50         | 1,664           | 0.01664000%
51         | 5,297           | 0.05297000%
52         | 14,965          | 0.14965000%
53         | 37,161          | 0.37161000%
54         | 80,851          | 0.80851000%
55         | 157,630         | 1.57630000%
56         | 272,789         | 2.72789000%
57         | 430,760         | 4.30760000%
58         | 614,923         | 6.14923000%
59         | 804,496         | 8.04496000%
60         | 962,872         | 9.62872000%
61         | 1,066,140       | 10.66140000%
62         | 1,089,574       | 10.89574000%
63         | 1,036,359       | 10.36359000%
64         | 914,023         | 9.14023000%
65         | 756,533         | 7.56533000%
66         | 585,320         | 5.85320000%
67         | 426,382         | 4.26382000%
68         | 293,235         | 2.93235000%
69         | 189,741         | 1.89741000%
70         | 116,523         | 1.16523000%
71         | 67,307          | 0.67307000%
72         | 37,056          | 0.37056000%
73         | 19,569          | 0.19569000%
74         | 9,866           | 0.09866000%
75         | 4,644           | 0.04644000%
76         | 2,114           | 0.02114000%
77         | 975             | 0.00975000%
78         | 385             | 0.00385000%
79         | 153             | 0.00153000%
80         | 58              | 0.00058000%
81         | 19              | 0.00019000%
82         | 10              | 0.00010000%
83         | 3               | 0.00003000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
16         | 5               | 0.00005000%
17         | 17              | 0.00017000%
18         | 76              | 0.00076000%
19         | 342             | 0.00342000%
20         | 1,147           | 0.01147000%
21         | 3,609           | 0.03609000%
22         | 11,010          | 0.11010000%
23         | 28,538          | 0.28538000%
24         | 68,265          | 0.68265000%
25         | 145,129         | 1.45129000%
26         | 279,752         | 2.79752000%
27         | 479,957         | 4.79957000%
28         | 735,576         | 7.35576000%
29         | 1,012,462       | 10.12462000%
30         | 1,239,515       | 12.39515000%
31         | 1,353,012       | 13.53012000%
32         | 1,319,719       | 13.19719000%
33         | 1,140,548       | 11.40548000%
34         | 876,959         | 8.76959000%
35         | 597,582         | 5.97582000%
36         | 361,823         | 3.61823000%
37         | 193,422         | 1.93422000%
38         | 91,778          | 0.91778000%
39         | 38,779          | 0.38779000%
40         | 14,383          | 0.14383000%
41         | 4,754           | 0.04754000%
42         | 1,390           | 0.01390000%
43         | 341             | 0.00341000%
44         | 96              | 0.00096000%
45         | 11              | 0.00011000%
46         | 2               | 0.00002000%
47         | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 4,131,105       | 41.31105000%
1          | 2,334,188       | 23.34188000%
2          | 1,655,752       | 16.55752000%
3          | 989,003         | 9.89003000%
4          | 513,548         | 5.13548000%
5          | 232,832         | 2.32832000%
6          | 94,286          | 0.94286000%
7          | 33,711          | 0.33711000%
8          | 11,124          | 0.11124000%
9          | 3,295           | 0.03295000%
10         | 869             | 0.00869000%
11         | 216             | 0.00216000%
12         | 62              | 0.00062000%
13         | 9               | 0.00009000%

==================================================
Duplication Statistics
==================================================
Threshold    | Avg Chars Met   | P(0 Chars Met) | P(1 Chars Met) | P(2 Chars Met) | P(3 Chars Met) | P(4 Chars Met) | P(5 Chars Met) | P(6 Chars Met) | P(7 Chars Met) | P(8 Chars Met)
 >= 5 copies | 3.2144          |  0.0461% |  2.2489% | 18.4256% | 42.0064% | 30.3561% |  6.6050% |  0.3100% |  0.0019% |  0.0000%
 >= 6 copies | 2.1615          |  1.9391% | 19.9134% | 44.0884% | 28.4175% |  5.3982% |  0.2420% |  0.0013% |  0.0000% |  0.0000%
 >= 7 copies | 1.3066          | 14.6853% | 46.4983% | 32.5479% |  6.0094% |  0.2575% |  0.0015% |  0.0000% |  0.0000% |  0.0000%
