==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 9,350
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
129        | 3               | 0.00003000%
130        | 7               | 0.00007000%
131        | 38              | 0.00038000%
132        | 127             | 0.00127000%
133        | 439             | 0.00439000%
134        | 1,249           | 0.01249000%
135        | 3,150           | 0.03150000%
136        | 7,247           | 0.07247000%
137        | 16,164          | 0.16164000%
138        | 31,741          | 0.31741000%
139        | 58,252          | 0.58252000%
140        | 98,889          | 0.98889000%
141        | 157,457         | 1.57457000%
142        | 236,668         | 2.36668000%
143        | 332,732         | 3.32732000%
144        | 440,623         | 4.40623000%
145        | 552,165         | 5.52165000%
146        | 659,990         | 6.59990000%
147        | 748,429         | 7.48429000%
148        | 807,216         | 8.07216000%
149        | 833,547         | 8.33547000%
150        | 823,450         | 8.23450000%
151        | 777,417         | 7.77417000%
152        | 708,106         | 7.08106000%
153        | 618,139         | 6.18139000%
154        | 519,008         | 5.19008000%
155        | 421,961         | 4.21961000%
156        | 331,150         | 3.31150000%
157        | 250,551         | 2.50551000%
158        | 183,992         | 1.83992000%
159        | 130,330         | 1.30330000%
160        | 90,226          | 0.90226000%
161        | 59,746          | 0.59746000%
162        | 39,291          | 0.39291000%
163        | 24,733          | 0.24733000%
164        | 14,882          | 0.14882000%
165        | 9,090           | 0.09090000%
166        | 5,198           | 0.05198000%
167        | 2,991           | 0.02991000%
168        | 1,734           | 0.01734000%
169        | 936             | 0.00936000%
170        | 444             | 0.00444000%
171        | 260             | 0.00260000%
172        | 126             | 0.00126000%
173        | 61              | 0.00061000%
174        | 23              | 0.00023000%
175        | 8               | 0.00008000%
176        | 9               | 0.00009000%
177        | 2               | 0.00002000%
178        | 3               | 0.00003000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
78         | 1               | 0.00001000%
79         | 2               | 0.00002000%
80         | 13              | 0.00013000%
81         | 45              | 0.00045000%
82         | 152             | 0.00152000%
83         | 436             | 0.00436000%
84         | 1,181           | 0.01181000%
85         | 3,097           | 0.03097000%
86         | 6,812           | 0.06812000%
87         | 14,219          | 0.14219000%
88         | 28,411          | 0.28411000%
89         | 52,267          | 0.52267000%
90         | 89,852          | 0.89852000%
91         | 144,689         | 1.44689000%
92         | 219,899         | 2.19899000%
93         | 315,031         | 3.15031000%
94         | 425,000         | 4.25000000%
95         | 541,554         | 5.41554000%
96         | 657,267         | 6.57267000%
97         | 756,884         | 7.56884000%
98         | 827,286         | 8.27286000%
99         | 861,397         | 8.61397000%
100        | 853,913         | 8.53913000%
101        | 811,682         | 8.11682000%
102        | 735,595         | 7.35595000%
103        | 639,117         | 6.39117000%
104        | 532,087         | 5.32087000%
105        | 425,067         | 4.25067000%
106        | 327,866         | 3.27866000%
107        | 241,634         | 2.41634000%
108        | 171,317         | 1.71317000%
109        | 117,104         | 1.17104000%
110        | 77,993          | 0.77993000%
111        | 49,700          | 0.49700000%
112        | 30,580          | 0.30580000%
113        | 18,190          | 0.18190000%
114        | 10,449          | 0.10449000%
115        | 5,819           | 0.05819000%
116        | 3,096           | 0.03096000%
117        | 1,683           | 0.01683000%
118        | 853             | 0.00853000%
119        | 371             | 0.00371000%
120        | 218             | 0.00218000%
121        | 100             | 0.00100000%
122        | 36              | 0.00036000%
123        | 17              | 0.00017000%
124        | 12              | 0.00012000%
125        | 5               | 0.00005000%
128        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
31         | 5               | 0.00005000%
32         | 10              | 0.00010000%
33         | 34              | 0.00034000%
34         | 141             | 0.00141000%
35         | 350             | 0.00350000%
36         | 1,039           | 0.01039000%
37         | 2,598           | 0.02598000%
38         | 6,273           | 0.06273000%
39         | 14,257          | 0.14257000%
40         | 29,711          | 0.29711000%
41         | 57,941          | 0.57941000%
42         | 105,551         | 1.05551000%
43         | 181,907         | 1.81907000%
44         | 288,416         | 2.88416000%
45         | 429,161         | 4.29161000%
46         | 595,321         | 5.95321000%
47         | 766,921         | 7.66921000%
48         | 925,696         | 9.25696000%
49         | 1,036,859       | 10.36859000%
50         | 1,076,680       | 10.76680000%
51         | 1,041,805       | 10.41805000%
52         | 936,266         | 9.36266000%
53         | 782,220         | 7.82220000%
54         | 606,621         | 6.06621000%
55         | 435,682         | 4.35682000%
56         | 291,506         | 2.91506000%
57         | 180,573         | 1.80573000%
58         | 103,417         | 1.03417000%
59         | 54,999          | 0.54999000%
60         | 27,250          | 0.27250000%
61         | 12,328          | 0.12328000%
62         | 5,282           | 0.05282000%
63         | 2,063           | 0.02063000%
64         | 716             | 0.00716000%
65         | 302             | 0.00302000%
66         | 70              | 0.00070000%
67         | 23              | 0.00023000%
68         | 5               | 0.00005000%
69         | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 7,407           | 0.07407000%
1          | 31,263          | 0.31263000%
2          | 88,304          | 0.88304000%
3          | 194,711         | 1.94711000%
4          | 358,973         | 3.58973000%
5          | 573,155         | 5.73155000%
6          | 805,185         | 8.05185000%
7          | 1,014,585       | 10.14585000%
8          | 1,157,640       | 11.57640000%
9          | 1,200,747       | 12.00747000%
10         | 1,138,661       | 11.38661000%
11         | 995,669         | 9.95669000%
12         | 805,381         | 8.05381000%
13         | 601,824         | 6.01824000%
14         | 416,956         | 4.16956000%
15         | 269,047         | 2.69047000%
16         | 161,857         | 1.61857000%
17         | 89,703          | 0.89703000%
18         | 47,598          | 0.47598000%
19         | 23,151          | 0.23151000%
20         | 10,712          | 0.10712000%
21         | 4,575           | 0.04575000%
22         | 1,825           | 0.01825000%
23         | 685             | 0.00685000%
24         | 278             | 0.00278000%
25         | 78              | 0.00078000%
26         | 21              | 0.00021000%
27         | 7               | 0.00007000%
28         | 2               | 0.00002000%

==================================================
Duplication Statistics
==================================================
Threshold    | Avg Chars Met   | P(0 Chars Met) | P(1 Chars Met) | P(2 Chars Met) | P(3 Chars Met) | P(4 Chars Met) | P(5 Chars Met) | P(6 Chars Met) | P(7 Chars Met) | P(8 Chars Met)
 >= 5 copies | 5.3544          |  0.0000% |  0.0000% |  0.0095% |  0.7393% | 11.5649% | 45.1128% | 36.6367% |  5.9364% |  0.0003%
 >= 6 copies | 4.6565          |  0.0000% |  0.0034% |  0.3702% |  6.9484% | 33.6218% | 45.4026% | 13.0110% |  0.6426% |  0.0000%
 >= 7 copies | 3.8934          |  0.0008% |  0.1967% |  4.6489% | 26.5150% | 44.8696% | 21.8161% |  1.9333% |  0.0196% |  0.0000%
