==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 8,030
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
110        | 5               | 0.00005000%
111        | 16              | 0.00016000%
112        | 92              | 0.00092000%
113        | 385             | 0.00385000%
114        | 1,222           | 0.01222000%
115        | 3,499           | 0.03499000%
116        | 8,768           | 0.08768000%
117        | 20,146          | 0.20146000%
118        | 42,174          | 0.42174000%
119        | 79,156          | 0.79156000%
120        | 136,613         | 1.36613000%
121        | 218,523         | 2.18523000%
122        | 323,976         | 3.23976000%
123        | 449,514         | 4.49514000%
124        | 581,557         | 5.81557000%
125        | 704,536         | 7.04536000%
126        | 809,009         | 8.09009000%
127        | 875,042         | 8.75042000%
128        | 901,405         | 9.01405000%
129        | 877,646         | 8.77646000%
130        | 816,095         | 8.16095000%
131        | 724,849         | 7.24849000%
132        | 614,642         | 6.14642000%
133        | 500,010         | 5.00010000%
134        | 391,576         | 3.91576000%
135        | 293,796         | 2.93796000%
136        | 212,902         | 2.12902000%
137        | 148,054         | 1.48054000%
138        | 100,063         | 1.00063000%
139        | 65,161          | 0.65161000%
140        | 41,279          | 0.41279000%
141        | 24,922          | 0.24922000%
142        | 14,973          | 0.14973000%
143        | 8,368           | 0.08368000%
144        | 4,729           | 0.04729000%
145        | 2,535           | 0.02535000%
146        | 1,372           | 0.01372000%
147        | 705             | 0.00705000%
148        | 359             | 0.00359000%
149        | 186             | 0.00186000%
150        | 84              | 0.00084000%
151        | 33              | 0.00033000%
152        | 13              | 0.00013000%
153        | 8               | 0.00008000%
155        | 1               | 0.00001000%
157        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
65         | 1               | 0.00001000%
66         | 1               | 0.00001000%
67         | 6               | 0.00006000%
68         | 21              | 0.00021000%
69         | 109             | 0.00109000%
70         | 405             | 0.00405000%
71         | 1,195           | 0.01195000%
72         | 3,231           | 0.03231000%
73         | 7,883           | 0.07883000%
74         | 17,726          | 0.17726000%
75         | 36,157          | 0.36157000%
76         | 68,883          | 0.68883000%
77         | 120,930         | 1.20930000%
78         | 196,222         | 1.96222000%
79         | 298,610         | 2.98610000%
80         | 421,148         | 4.21148000%
81         | 556,993         | 5.56993000%
82         | 694,308         | 6.94308000%
83         | 809,971         | 8.09971000%
84         | 893,107         | 8.93107000%
85         | 929,187         | 9.29187000%
86         | 918,099         | 9.18099000%
87         | 856,582         | 8.56582000%
88         | 760,751         | 7.60751000%
89         | 640,834         | 6.40834000%
90         | 517,669         | 5.17669000%
91         | 397,310         | 3.97310000%
92         | 292,235         | 2.92235000%
93         | 205,037         | 2.05037000%
94         | 137,688         | 1.37688000%
95         | 88,950          | 0.88950000%
96         | 55,345          | 0.55345000%
97         | 32,778          | 0.32778000%
98         | 19,096          | 0.19096000%
99         | 10,440          | 0.10440000%
100        | 5,578           | 0.05578000%
101        | 2,853           | 0.02853000%
102        | 1,408           | 0.01408000%
103        | 684             | 0.00684000%
104        | 322             | 0.00322000%
105        | 143             | 0.00143000%
106        | 61              | 0.00061000%
107        | 19              | 0.00019000%
108        | 14              | 0.00014000%
109        | 5               | 0.00005000%
110        | 1               | 0.00001000%
111        | 3               | 0.00003000%
112        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
25         | 4               | 0.00004000%
26         | 7               | 0.00007000%
27         | 35              | 0.00035000%
28         | 138             | 0.00138000%
29         | 390             | 0.00390000%
30         | 1,142           | 0.01142000%
31         | 3,234           | 0.03234000%
32         | 8,004           | 0.08004000%
33         | 19,034          | 0.19034000%
34         | 41,089          | 0.41089000%
35         | 82,347          | 0.82347000%
36         | 152,271         | 1.52271000%
37         | 260,559         | 2.60559000%
38         | 410,200         | 4.10200000%
39         | 595,399         | 5.95399000%
40         | 799,058         | 7.99058000%
41         | 981,843         | 9.81843000%
42         | 1,114,993       | 11.14993000%
43         | 1,162,326       | 11.62326000%
44         | 1,111,808       | 11.11808000%
45         | 976,443         | 9.76443000%
46         | 787,568         | 7.87568000%
47         | 582,401         | 5.82401000%
48         | 394,050         | 3.94050000%
49         | 245,057         | 2.45057000%
50         | 139,426         | 1.39426000%
51         | 72,473          | 0.72473000%
52         | 34,481          | 0.34481000%
53         | 14,990          | 0.14990000%
54         | 6,058           | 0.06058000%
55         | 2,151           | 0.02151000%
56         | 734             | 0.00734000%
57         | 206             | 0.00206000%
58         | 57              | 0.00057000%
59         | 20              | 0.00020000%
60         | 4               | 0.00004000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 202,376         | 2.02376000%
1          | 472,350         | 4.72350000%
2          | 829,580         | 8.29580000%
3          | 1,171,437       | 11.71437000%
4          | 1,394,798       | 13.94798000%
5          | 1,445,049       | 14.45049000%
6          | 1,326,976       | 13.26976000%
7          | 1,089,587       | 10.89587000%
8          | 809,354         | 8.09354000%
9          | 546,680         | 5.46680000%
10         | 337,530         | 3.37530000%
11         | 191,632         | 1.91632000%
12         | 99,320          | 0.99320000%
13         | 47,948          | 0.47948000%
14         | 21,508          | 0.21508000%
15         | 8,758           | 0.08758000%
16         | 3,356           | 0.03356000%
17         | 1,180           | 0.01180000%
18         | 396             | 0.00396000%
19         | 127             | 0.00127000%
20         | 39              | 0.00039000%
21         | 15              | 0.00015000%
22         | 4               | 0.00004000%

==================================================
Duplication Statistics
==================================================
Threshold    | Avg Chars Met   | P(0 Chars Met) | P(1 Chars Met) | P(2 Chars Met) | P(3 Chars Met) | P(4 Chars Met) | P(5 Chars Met) | P(6 Chars Met) | P(7 Chars Met) | P(8 Chars Met)
