==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 7,120
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
96         | 1               | 0.00001000%
97         | 11              | 0.00011000%
98         | 40              | 0.00040000%
99         | 216             | 0.00216000%
100        | 839             | 0.00839000%
101        | 2,786           | 0.02786000%
102        | 7,781           | 0.07781000%
103        | 19,669          | 0.19669000%
104        | 43,585          | 0.43585000%
105        | 85,818          | 0.85818000%
106        | 153,613         | 1.53613000%
107        | 251,299         | 2.51299000%
108        | 377,133         | 3.77133000%
109        | 520,726         | 5.20726000%
110        | 669,904         | 6.69904000%
111        | 803,358         | 8.03358000%
112        | 900,809         | 9.00809000%
113        | 953,235         | 9.53235000%
114        | 946,206         | 9.46206000%
115        | 890,164         | 8.90164000%
116        | 793,188         | 7.93188000%
117        | 675,074         | 6.75074000%
118        | 546,766         | 5.46766000%
119        | 420,824         | 4.20824000%
120        | 312,987         | 3.12987000%
121        | 221,587         | 2.21587000%
122        | 151,560         | 1.51560000%
123        | 99,264          | 0.99264000%
124        | 63,013          | 0.63013000%
125        | 38,544          | 0.38544000%
126        | 22,492          | 0.22492000%
127        | 12,808          | 0.12808000%
128        | 6,983           | 0.06983000%
129        | 3,806           | 0.03806000%
130        | 2,029           | 0.02029000%
131        | 955             | 0.00955000%
132        | 519             | 0.00519000%
133        | 219             | 0.00219000%
134        | 113             | 0.00113000%
135        | 50              | 0.00050000%
136        | 17              | 0.00017000%
137        | 6               | 0.00006000%
139        | 1               | 0.00001000%
140        | 2               | 0.00002000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
57         | 2               | 0.00002000%
58         | 2               | 0.00002000%
59         | 18              | 0.00018000%
60         | 74              | 0.00074000%
61         | 326             | 0.00326000%
62         | 1,055           | 0.01055000%
63         | 3,041           | 0.03041000%
64         | 8,157           | 0.08157000%
65         | 19,372          | 0.19372000%
66         | 41,702          | 0.41702000%
67         | 81,296          | 0.81296000%
68         | 145,518         | 1.45518000%
69         | 240,640         | 2.40640000%
70         | 363,911         | 3.63911000%
71         | 512,370         | 5.12370000%
72         | 667,469         | 6.67469000%
73         | 812,642         | 8.12642000%
74         | 922,588         | 9.22588000%
75         | 979,837         | 9.79837000%
76         | 982,886         | 9.82886000%
77         | 924,402         | 9.24402000%
78         | 819,739         | 8.19739000%
79         | 687,310         | 6.87310000%
80         | 546,497         | 5.46497000%
81         | 415,372         | 4.15372000%
82         | 297,120         | 2.97120000%
83         | 202,634         | 2.02634000%
84         | 132,437         | 1.32437000%
85         | 82,840          | 0.82840000%
86         | 49,243          | 0.49243000%
87         | 28,193          | 0.28193000%
88         | 15,514          | 0.15514000%
89         | 8,152           | 0.08152000%
90         | 4,063           | 0.04063000%
91         | 1,944           | 0.01944000%
92         | 942             | 0.00942000%
93         | 410             | 0.00410000%
94         | 166             | 0.00166000%
95         | 69              | 0.00069000%
96         | 31              | 0.00031000%
97         | 10              | 0.00010000%
98         | 2               | 0.00002000%
99         | 3               | 0.00003000%
101        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
21         | 3               | 0.00003000%
22         | 8               | 0.00008000%
23         | 34              | 0.00034000%
24         | 138             | 0.00138000%
25         | 456             | 0.00456000%
26         | 1,395           | 0.01395000%
27         | 4,055           | 0.04055000%
28         | 10,658          | 0.10658000%
29         | 25,879          | 0.25879000%
30         | 57,410          | 0.57410000%
31         | 114,670         | 1.14670000%
32         | 213,135         | 2.13135000%
