==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 8,650
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
119        | 4               | 0.00004000%
120        | 17              | 0.00017000%
121        | 60              | 0.00060000%
122        | 265             | 0.00265000%
123        | 808             | 0.00808000%
124        | 2,250           | 0.02250000%
125        | 5,911           | 0.05911000%
126        | 13,298          | 0.13298000%
127        | 28,267          | 0.28267000%
128        | 54,055          | 0.54055000%
129        | 95,963          | 0.95963000%
130        | 157,049         | 1.57049000%
131        | 240,723         | 2.40723000%
132        | 344,096         | 3.44096000%
133        | 462,930         | 4.62930000%
134        | 583,067         | 5.83067000%
135        | 697,579         | 6.97579000%
136        | 788,875         | 7.88875000%
137        | 848,148         | 8.48148000%
138        | 867,734         | 8.67734000%
139        | 846,287         | 8.46287000%
140        | 787,481         | 7.87481000%
141        | 702,694         | 7.02694000%
142        | 604,334         | 6.04334000%
143        | 496,422         | 4.96422000%
144        | 392,552         | 3.92552000%
145        | 301,398         | 3.01398000%
146        | 221,612         | 2.21612000%
147        | 156,871         | 1.56871000%
148        | 108,726         | 1.08726000%
149        | 72,658          | 0.72658000%
150        | 47,104          | 0.47104000%
151        | 29,239          | 0.29239000%
152        | 17,637          | 0.17637000%
153        | 10,515          | 0.10515000%
154        | 6,073           | 0.06073000%
155        | 3,455           | 0.03455000%
156        | 1,818           | 0.01818000%
157        | 1,003           | 0.01003000%
158        | 533             | 0.00533000%
159        | 254             | 0.00254000%
160        | 133             | 0.00133000%
161        | 57              | 0.00057000%
162        | 27              | 0.00027000%
163        | 11              | 0.00011000%
164        | 2               | 0.00002000%
165        | 3               | 0.00003000%
167        | 1               | 0.00001000%
168        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
72         | 2               | 0.00002000%
73         | 11              | 0.00011000%
74         | 34              | 0.00034000%
75         | 115             | 0.00115000%
76         | 362             | 0.00362000%
77         | 1,103           | 0.01103000%
78         | 2,804           | 0.02804000%
79         | 6,776           | 0.06776000%
80         | 14,918          | 0.14918000%
81         | 30,068          | 0.30068000%
82         | 56,801          | 0.56801000%
83         | 99,303          | 0.99303000%
84         | 162,307         | 1.62307000%
85         | 248,112         | 2.48112000%
86         | 353,405         | 3.53405000%
87         | 477,316         | 4.77316000%
88         | 605,090         | 6.05090000%
89         | 725,817         | 7.25817000%
90         | 821,091         | 8.21091000%
91         | 879,441         | 8.79441000%
92         | 896,733         | 8.96733000%
93         | 869,853         | 8.69853000%
94         | 801,922         | 8.01922000%
95         | 704,235         | 7.04235000%
96         | 592,772         | 5.92772000%
97         | 475,917         | 4.75917000%
98         | 367,298         | 3.67298000%
99         | 271,468         | 2.71468000%
100        | 191,500         | 1.91500000%
101        | 129,902         | 1.29902000%
102        | 84,785          | 0.84785000%
103        | 54,008          | 0.54008000%
104        | 32,690          | 0.32690000%
105        | 19,214          | 0.19214000%
106        | 10,753          | 0.10753000%
107        | 5,894           | 0.05894000%
108        | 3,190           | 0.03190000%
109        | 1,532           | 0.01532000%
110        | 788             | 0.00788000%
111        | 370             | 0.00370000%
112        | 154             | 0.00154000%
113        | 86              | 0.00086000%
114        | 30              | 0.00030000%
115        | 10              | 0.00010000%
116        | 12              | 0.00012000%
117        | 3               | 0.00003000%
118        | 4               | 0.00004000%
119        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
28         | 3               | 0.00003000%
29         | 17              | 0.00017000%
30         | 58              | 0.00058000%
31         | 149             | 0.00149000%
32         | 484             | 0.00484000%
33         | 1,334           | 0.01334000%
34         | 3,386           | 0.03386000%
35         | 8,373           | 0.08373000%
36         | 19,381          | 0.19381000%
37         | 39,822          | 0.39822000%
38         | 78,524          | 0.78524000%
39         | 142,044         | 1.42044000%
40         | 240,309         | 2.40309000%
41         | 374,213         | 3.74213000%
42         | 543,617         | 5.43617000%
43         | 729,972         | 7.29972000%
44         | 908,970         | 9.08970000%
45         | 1,047,917       | 10.47917000%
46         | 1,115,739       | 11.15739000%
47         | 1,099,453       | 10.99453000%
48         | 997,882         | 9.97882000%
49         | 838,691         | 8.38691000%
50         | 649,701         | 6.49701000%
51         | 465,091         | 4.65091000%
52         | 306,209         | 3.06209000%
53         | 186,305         | 1.86305000%
54         | 104,621         | 1.04621000%
55         | 53,957          | 0.53957000%
56         | 25,648          | 0.25648000%
57         | 11,235          | 0.11235000%
58         | 4,479           | 0.04479000%
59         | 1,642           | 0.01642000%
60         | 527             | 0.00527000%
61         | 172             | 0.00172000%
62         | 61              | 0.00061000%
63         | 13              | 0.00013000%
64         | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 49,494          | 0.49494000%
1          | 155,906         | 1.55906000%
2          | 344,634         | 3.44634000%
3          | 605,720         | 6.05720000%
4          | 893,427         | 8.93427000%
5          | 1,140,210       | 11.40210000%
6          | 1,287,700       | 12.87700000%
7          | 1,305,010       | 13.05010000%
8          | 1,187,623       | 11.87623000%
9          | 990,535         | 9.90535000%
10         | 753,374         | 7.53374000%
11         | 527,879         | 5.27879000%
12         | 339,914         | 3.39914000%
13         | 202,839         | 2.02839000%
14         | 111,335         | 1.11335000%
15         | 57,103          | 0.57103000%
16         | 27,240          | 0.27240000%
17         | 12,096          | 0.12096000%
18         | 5,013           | 0.05013000%
19         | 1,902           | 0.01902000%
20         | 709             | 0.00709000%
21         | 237             | 0.00237000%
22         | 68              | 0.00068000%
23         | 27              | 0.00027000%
24         | 4               | 0.00004000%
25         | 1               | 0.00001000%

==================================================
Duplication Statistics
==================================================
Threshold    | Avg Chars Met   | P(0 Chars Met) | P(1 Chars Met) | P(2 Chars Met) | P(3 Chars Met) | P(4 Chars Met) | P(5 Chars Met) | P(6 Chars Met) | P(7 Chars Met) | P(8 Chars Met)
 >= 5 copies | 5.0715          |  0.0000% |  0.0003% |  0.0610% |  2.2770% | 20.1833% | 48.2769% | 26.3335% |  2.8679% |  0.0001%
 >= 6 copies | 4.2873          |  0.0001% |  0.0344% |  1.5501% | 15.2276% | 42.4519% | 34.4834% |  6.0824% |  0.1701% |  0.0000%
 >= 7 copies | 3.4476          |  0.0138% |  1.0473% | 12.3382% | 38.5888% | 37.2691% | 10.2683% |  0.4723% |  0.0022% |  0.0000%
