==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 8,470
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
116        | 3               | 0.00003000%
117        | 10              | 0.00010000%
118        | 42              | 0.00042000%
119        | 151             | 0.00151000%
120        | 616             | 0.00616000%
121        | 1,772           | 0.01772000%
122        | 4,627           | 0.04627000%
123        | 11,004          | 0.11004000%
124        | 24,182          | 0.24182000%
125        | 47,599          | 0.47599000%
126        | 86,166          | 0.86166000%
127        | 144,722         | 1.44722000%
128        | 224,845         | 2.24845000%
129        | 328,343         | 3.28343000%
130        | 447,075         | 4.47075000%
131        | 571,363         | 5.71363000%
132        | 689,157         | 6.89157000%
133        | 785,559         | 7.85559000%
134        | 852,033         | 8.52033000%
135        | 877,434         | 8.77434000%
136        | 858,414         | 8.58414000%
137        | 802,131         | 8.02131000%
138        | 718,847         | 7.18847000%
139        | 617,282         | 6.17282000%
140        | 508,494         | 5.08494000%
141        | 402,246         | 4.02246000%
142        | 307,486         | 3.07486000%
143        | 226,708         | 2.26708000%
144        | 159,978         | 1.59978000%
145        | 109,794         | 1.09794000%
146        | 73,958          | 0.73958000%
147        | 47,359          | 0.47359000%
148        | 29,437          | 0.29437000%
149        | 17,613          | 0.17613000%
150        | 10,466          | 0.10466000%
151        | 5,957           | 0.05957000%
152        | 3,399           | 0.03399000%
153        | 1,770           | 0.01770000%
154        | 1,004           | 0.01004000%
155        | 474             | 0.00474000%
156        | 277             | 0.00277000%
157        | 97              | 0.00097000%
158        | 60              | 0.00060000%
159        | 30              | 0.00030000%
160        | 10              | 0.00010000%
161        | 3               | 0.00003000%
162        | 2               | 0.00002000%
164        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
71         | 8               | 0.00008000%
72         | 18              | 0.00018000%
73         | 93              | 0.00093000%
74         | 258             | 0.00258000%
75         | 854             | 0.00854000%
76         | 2,334           | 0.02334000%
77         | 5,721           | 0.05721000%
78         | 12,790          | 0.12790000%
79         | 26,911          | 0.26911000%
80         | 51,143          | 0.51143000%
81         | 91,539          | 0.91539000%
82         | 152,421         | 1.52421000%
83         | 236,137         | 2.36137000%
84         | 341,994         | 3.41994000%
85         | 464,772         | 4.64772000%
86         | 596,136         | 5.96136000%
87         | 720,945         | 7.20945000%
88         | 823,088         | 8.23088000%
89         | 886,113         | 8.86113000%
90         | 906,671         | 9.06671000%
91         | 880,924         | 8.80924000%
92         | 814,534         | 8.14534000%
93         | 716,770         | 7.16770000%
94         | 601,694         | 6.01694000%
95         | 484,281         | 4.84281000%
96         | 372,526         | 3.72526000%
97         | 274,076         | 2.74076000%
98         | 193,628         | 1.93628000%
99         | 129,777         | 1.29777000%
100        | 85,238          | 0.85238000%
101        | 53,498          | 0.53498000%
102        | 32,488          | 0.32488000%
103        | 18,721          | 0.18721000%
104        | 10,310          | 0.10310000%
105        | 5,788           | 0.05788000%
106        | 2,949           | 0.02949000%
107        | 1,483           | 0.01483000%
108        | 739             | 0.00739000%
109        | 344             | 0.00344000%
110        | 155             | 0.00155000%
111        | 77              | 0.00077000%
112        | 25              | 0.00025000%
113        | 16              | 0.00016000%
114        | 6               | 0.00006000%
115        | 3               | 0.00003000%
116        | 2               | 0.00002000%
117        | 2               | 0.00002000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
27         | 2               | 0.00002000%
28         | 12              | 0.00012000%
29         | 42              | 0.00042000%
30         | 118             | 0.00118000%
31         | 408             | 0.00408000%
32         | 1,152           | 0.01152000%
33         | 2,900           | 0.02900000%
34         | 7,458           | 0.07458000%
35         | 17,421          | 0.17421000%
36         | 36,764          | 0.36764000%
37         | 73,034          | 0.73034000%
38         | 134,646         | 1.34646000%
39         | 231,489         | 2.31489000%
40         | 364,273         | 3.64273000%
41         | 532,800         | 5.32800000%
42         | 725,176         | 7.25176000%
43         | 907,952         | 9.07952000%
44         | 1,053,712       | 10.53712000%
45         | 1,126,842       | 11.26842000%
46         | 1,111,370       | 11.11370000%
