==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 8,330
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
114        | 2               | 0.00002000%
115        | 13              | 0.00013000%
116        | 43              | 0.00043000%
117        | 185             | 0.00185000%
118        | 680             | 0.00680000%
119        | 2,009           | 0.02009000%
120        | 5,250           | 0.05250000%
121        | 12,382          | 0.12382000%
122        | 27,060          | 0.27060000%
123        | 53,251          | 0.53251000%
124        | 95,017          | 0.95017000%
125        | 158,592         | 1.58592000%
126        | 244,604         | 2.44604000%
127        | 353,612         | 3.53612000%
128        | 476,242         | 4.76242000%
129        | 602,128         | 6.02128000%
130        | 719,245         | 7.19245000%
131        | 810,651         | 8.10651000%
132        | 869,697         | 8.69697000%
133        | 883,591         | 8.83591000%
134        | 854,147         | 8.54147000%
135        | 790,230         | 7.90230000%
136        | 698,308         | 6.98308000%
137        | 591,081         | 5.91081000%
138        | 480,860         | 4.80860000%
139        | 375,427         | 3.75427000%
140        | 284,342         | 2.84342000%
141        | 205,848         | 2.05848000%
142        | 143,785         | 1.43785000%
143        | 97,561          | 0.97561000%
144        | 64,510          | 0.64510000%
145        | 40,686          | 0.40686000%
146        | 24,996          | 0.24996000%
147        | 14,857          | 0.14857000%
148        | 8,573           | 0.08573000%
149        | 4,971           | 0.04971000%
150        | 2,579           | 0.02579000%
151        | 1,478           | 0.01478000%
152        | 779             | 0.00779000%
153        | 386             | 0.00386000%
154        | 187             | 0.00187000%
155        | 88              | 0.00088000%
156        | 40              | 0.00040000%
157        | 14              | 0.00014000%
158        | 9               | 0.00009000%
159        | 1               | 0.00001000%
160        | 2               | 0.00002000%
161        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
68         | 1               | 0.00001000%
69         | 2               | 0.00002000%
70         | 9               | 0.00009000%
71         | 34              | 0.00034000%
72         | 123             | 0.00123000%
73         | 421             | 0.00421000%
74         | 1,263           | 0.01263000%
75         | 3,258           | 0.03258000%
76         | 8,068           | 0.08068000%
77         | 17,455          | 0.17455000%
78         | 35,510          | 0.35510000%
79         | 66,329          | 0.66329000%
80         | 115,838         | 1.15838000%
81         | 187,001         | 1.87001000%
82         | 282,592         | 2.82592000%
83         | 399,207         | 3.99207000%
84         | 529,646         | 5.29646000%
85         | 662,187         | 6.62187000%
86         | 779,311         | 7.79311000%
87         | 865,764         | 8.65764000%
88         | 909,096         | 9.09096000%
89         | 907,716         | 9.07716000%
90         | 859,322         | 8.59322000%
91         | 772,786         | 7.72786000%
92         | 662,193         | 6.62193000%
93         | 543,450         | 5.43450000%
94         | 426,313         | 4.26313000%
95         | 318,708         | 3.18708000%
96         | 228,202         | 2.28202000%
97         | 157,085         | 1.57085000%
98         | 103,401         | 1.03401000%
99         | 65,527          | 0.65527000%
100        | 39,878          | 0.39878000%
101        | 23,967          | 0.23967000%
102        | 13,452          | 0.13452000%
103        | 7,226           | 0.07226000%
104        | 3,892           | 0.03892000%
105        | 1,995           | 0.01995000%
106        | 911             | 0.00911000%
107        | 462             | 0.00462000%
108        | 232             | 0.00232000%
109        | 97              | 0.00097000%
110        | 35              | 0.00035000%
111        | 20              | 0.00020000%
112        | 8               | 0.00008000%
113        | 1               | 0.00001000%
114        | 4               | 0.00004000%
115        | 2               | 0.00002000%

--------------------------------------------------
