==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 5,560
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
73         | 1               | 0.00001000%
74         | 2               | 0.00002000%
75         | 35              | 0.00035000%
76         | 278             | 0.00278000%
77         | 1,322           | 0.01322000%
78         | 5,047           | 0.05047000%
79         | 16,221          | 0.16221000%
80         | 42,712          | 0.42712000%
81         | 95,759          | 0.95759000%
82         | 186,977         | 1.86977000%
83         | 321,674         | 3.21674000%
84         | 495,999         | 4.95999000%
85         | 688,026         | 6.88026000%
86         | 869,433         | 8.69433000%
87         | 1,007,843       | 10.07843000%
88         | 1,075,273       | 10.75273000%
89         | 1,067,063       | 10.67063000%
90         | 983,063         | 9.83063000%
91         | 850,011         | 8.50011000%
92         | 691,420         | 6.91420000%
93         | 528,358         | 5.28358000%
94         | 383,607         | 3.83607000%
95         | 264,321         | 2.64321000%
96         | 173,724         | 1.73724000%
97         | 108,324         | 1.08324000%
98         | 64,866          | 0.64866000%
99         | 37,033          | 0.37033000%
100        | 20,462          | 0.20462000%
101        | 10,713          | 0.10713000%
102        | 5,396           | 0.05396000%
103        | 2,701           | 0.02701000%
104        | 1,289           | 0.01289000%
105        | 611             | 0.00611000%
106        | 234             | 0.00234000%
107        | 115             | 0.00115000%
108        | 55              | 0.00055000%
109        | 19              | 0.00019000%
110        | 7               | 0.00007000%
111        | 3               | 0.00003000%
112        | 2               | 0.00002000%
116        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
43         | 3               | 0.00003000%
44         | 8               | 0.00008000%
45         | 56              | 0.00056000%
46         | 287             | 0.00287000%
47         | 1,152           | 0.01152000%
48         | 3,908           | 0.03908000%
49         | 11,904          | 0.11904000%
50         | 31,025          | 0.31025000%
51         | 71,353          | 0.71353000%
52         | 143,139         | 1.43139000%
53         | 258,560         | 2.58560000%
54         | 418,856         | 4.18856000%
55         | 610,930         | 6.10930000%
56         | 809,829         | 8.09829000%
57         | 980,368         | 9.80368000%
58         | 1,090,931       | 10.90931000%
59         | 1,116,580       | 11.16580000%
60         | 1,057,833       | 10.57833000%
61         | 931,094         | 9.31094000%
62         | 762,125         | 7.62125000%
63         | 582,870         | 5.82870000%
64         | 419,616         | 4.19616000%
65         | 283,432         | 2.83432000%
66         | 179,823         | 1.79823000%
67         | 108,007         | 1.08007000%
68         | 61,415          | 0.61415000%
69         | 32,894          | 0.32894000%
70         | 17,023          | 0.17023000%
71         | 8,193           | 0.08193000%
72         | 3,860           | 0.03860000%
73         | 1,718           | 0.01718000%
74         | 721             | 0.00721000%
75         | 312             | 0.00312000%
76         | 108             | 0.00108000%
77         | 41              | 0.00041000%
78         | 18              | 0.00018000%
79         | 6               | 0.00006000%
80         | 2               | 0.00002000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
14         | 1               | 0.00001000%
15         | 6               | 0.00006000%
16         | 20              | 0.00020000%
17         | 105             | 0.00105000%
18         | 446             | 0.00446000%
19         | 1,606           | 0.01606000%
20         | 4,986           | 0.04986000%
21         | 14,760          | 0.14760000%
22         | 38,948          | 0.38948000%
23         | 91,267          | 0.91267000%
24         | 190,672         | 1.90672000%
25         | 356,723         | 3.56723000%
26         | 592,574         | 5.92574000%
27         | 877,324         | 8.77324000%
28         | 1,154,235       | 11.54235000%
29         | 1,343,325       | 13.43325000%
30         | 1,389,033       | 13.89033000%
31         | 1,268,887       | 12.68887000%
32         | 1,026,700       | 10.26700000%
33         | 730,309         | 7.30309000%
34         | 458,882         | 4.58882000%
35         | 253,350         | 2.53350000%
36         | 123,552         | 1.23552000%
37         | 53,134          | 0.53134000%
38         | 19,946          | 0.19946000%
39         | 6,669           | 0.06669000%
40         | 1,922           | 0.01922000%
41         | 490             | 0.00490000%
42         | 105             | 0.00105000%
43         | 17              | 0.00017000%
44         | 5               | 0.00005000%
46         | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 5,033,384       | 50.33384000%
1          | 2,236,408       | 22.36408000%
2          | 1,410,734       | 14.10734000%
3          | 755,141         | 7.55141000%
4          | 348,223         | 3.48223000%
5          | 142,474         | 1.42474000%
6          | 50,700          | 0.50700000%
7          | 16,397          | 0.16397000%
8          | 4,871           | 0.04871000%
9          | 1,271           | 0.01271000%
10         | 302             | 0.00302000%
11         | 83              | 0.00083000%
12         | 10              | 0.00010000%
13         | 2               | 0.00002000%

==================================================
Duplication Statistics
==================================================
Threshold    | Avg Chars Met   | P(0 Chars Met) | P(1 Chars Met) | P(2 Chars Met) | P(3 Chars Met) | P(4 Chars Met) | P(5 Chars Met) | P(6 Chars Met) | P(7 Chars Met) | P(8 Chars Met)
 >= 5 copies | 2.9583          |  0.1352% |  4.3419% | 25.6302% | 43.1530% | 23.0410% |  3.5856% |  0.1127% |  0.0004% |  0.0000%
 >= 6 copies | 1.9150          |  3.7474% | 27.6407% | 44.8672% | 20.9298% |  2.7364% |  0.0783% |  0.0002% |  0.0000% |  0.0000%
 >= 7 copies | 1.1074          | 21.3156% | 50.0048% | 25.3903% |  3.2053% |  0.0837% |  0.0003% |  0.0000% |  0.0000% |  0.0000%
