==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 8,160
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
112        | 7               | 0.00007000%
113        | 26              | 0.00026000%
114        | 91              | 0.00091000%
115        | 415             | 0.00415000%
116        | 1,224           | 0.01224000%
117        | 3,656           | 0.03656000%
118        | 8,896           | 0.08896000%
119        | 20,063          | 0.20063000%
120        | 42,081          | 0.42081000%
121        | 78,285          | 0.78285000%
122        | 134,047         | 1.34047000%
123        | 214,786         | 2.14786000%
124        | 317,632         | 3.17632000%
125        | 439,330         | 4.39330000%
126        | 569,168         | 5.69168000%
127        | 691,930         | 6.91930000%
128        | 796,496         | 7.96496000%
129        | 865,320         | 8.65320000%
130        | 893,606         | 8.93606000%
131        | 874,589         | 8.74589000%
132        | 817,534         | 8.17534000%
133        | 729,445         | 7.29445000%
134        | 622,924         | 6.22924000%
135        | 510,461         | 5.10461000%
136        | 402,153         | 4.02153000%
137        | 304,318         | 3.04318000%
138        | 221,946         | 2.21946000%
139        | 155,606         | 1.55606000%
140        | 105,814         | 1.05814000%
141        | 69,846          | 0.69846000%
142        | 44,290          | 0.44290000%
143        | 27,001          | 0.27001000%
144        | 16,283          | 0.16283000%
145        | 9,344           | 0.09344000%
146        | 5,307           | 0.05307000%
147        | 2,926           | 0.02926000%
148        | 1,559           | 0.01559000%
149        | 811             | 0.00811000%
150        | 402             | 0.00402000%
151        | 217             | 0.00217000%
152        | 82              | 0.00082000%
153        | 52              | 0.00052000%
154        | 19              | 0.00019000%
155        | 7               | 0.00007000%
156        | 1               | 0.00001000%
157        | 3               | 0.00003000%
159        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
67         | 2               | 0.00002000%
68         | 4               | 0.00004000%
69         | 13              | 0.00013000%
70         | 93              | 0.00093000%
71         | 284             | 0.00284000%
72         | 923             | 0.00923000%
73         | 2,422           | 0.02422000%
74         | 6,150           | 0.06150000%
75         | 13,915          | 0.13915000%
76         | 29,341          | 0.29341000%
77         | 56,587          | 0.56587000%
78         | 100,731         | 1.00731000%
79         | 167,915         | 1.67915000%
80         | 258,918         | 2.58918000%
81         | 374,160         | 3.74160000%
82         | 503,915         | 5.03915000%
83         | 640,187         | 6.40187000%
84         | 763,957         | 7.63957000%
85         | 860,948         | 8.60948000%
86         | 913,381         | 9.13381000%
87         | 921,280         | 9.21280000%
88         | 878,577         | 8.78577000%
89         | 797,952         | 7.97952000%
90         | 686,413         | 6.86413000%
91         | 565,723         | 5.65723000%
92         | 444,287         | 4.44287000%
