==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 9,360
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
129        | 3               | 0.00003000%
130        | 7               | 0.00007000%
131        | 27              | 0.00027000%
132        | 111             | 0.00111000%
133        | 368             | 0.00368000%
134        | 1,064           | 0.01064000%
135        | 2,711           | 0.02711000%
136        | 6,490           | 0.06490000%
137        | 14,405          | 0.14405000%
138        | 28,789          | 0.28789000%
139        | 53,118          | 0.53118000%
140        | 91,457          | 0.91457000%
141        | 146,763         | 1.46763000%
142        | 223,080         | 2.23080000%
143        | 316,532         | 3.16532000%
144        | 423,172         | 4.23172000%
145        | 534,057         | 5.34057000%
146        | 643,731         | 6.43731000%
147        | 735,767         | 7.35767000%
148        | 799,457         | 7.99457000%
149        | 830,860         | 8.30860000%
150        | 827,119         | 8.27119000%
151        | 786,284         | 7.86284000%
152        | 720,667         | 7.20667000%
153        | 633,046         | 6.33046000%
154        | 535,270         | 5.35270000%
155        | 437,403         | 4.37403000%
156        | 345,062         | 3.45062000%
157        | 263,045         | 2.63045000%
158        | 193,492         | 1.93492000%
159        | 138,533         | 1.38533000%
160        | 95,832          | 0.95832000%
161        | 64,026          | 0.64026000%
162        | 42,417          | 0.42417000%
163        | 26,717          | 0.26717000%
164        | 16,275          | 0.16275000%
165        | 9,826           | 0.09826000%
166        | 5,768           | 0.05768000%
167        | 3,235           | 0.03235000%
168        | 1,917           | 0.01917000%
169        | 1,051           | 0.01051000%
170        | 497             | 0.00497000%
171        | 284             | 0.00284000%
172        | 141             | 0.00141000%
173        | 73              | 0.00073000%
174        | 24              | 0.00024000%
175        | 13              | 0.00013000%
176        | 9               | 0.00009000%
177        | 1               | 0.00001000%
178        | 3               | 0.00003000%
179        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
78         | 1               | 0.00001000%
79         | 2               | 0.00002000%
80         | 10              | 0.00010000%
81         | 39              | 0.00039000%
82         | 142             | 0.00142000%
83         | 395             | 0.00395000%
84         | 1,063           | 0.01063000%
85         | 2,872           | 0.02872000%
86         | 6,290           | 0.06290000%
87         | 13,239          | 0.13239000%
88         | 26,530          | 0.26530000%
89         | 49,339          | 0.49339000%
90         | 85,210          | 0.85210000%
91         | 138,133         | 1.38133000%
92         | 211,241         | 2.11241000%
93         | 303,919         | 3.03919000%
94         | 412,651         | 4.12651000%
95         | 529,585         | 5.29585000%
96         | 645,255         | 6.45255000%
97         | 747,289         | 7.47289000%
98         | 820,704         | 8.20704000%
99         | 858,826         | 8.58826000%
100        | 856,536         | 8.56536000%
101        | 817,160         | 8.17160000%
102        | 745,218         | 7.45218000%
103        | 649,384         | 6.49384000%
104        | 543,715         | 5.43715000%
105        | 436,419         | 4.36419000%
106        | 337,614         | 3.37614000%
107        | 250,795         | 2.50795000%
108        | 178,193         | 1.78193000%
109        | 122,175         | 1.22175000%
110        | 81,745          | 0.81745000%
111        | 52,485          | 0.52485000%
112        | 32,195          | 0.32195000%
113        | 19,417          | 0.19417000%
114        | 11,004          | 0.11004000%
115        | 6,317           | 0.06317000%
116        | 3,328           | 0.03328000%
117        | 1,795           | 0.01795000%
118        | 947             | 0.00947000%
119        | 410             | 0.00410000%
120        | 230             | 0.00230000%
121        | 105             | 0.00105000%
122        | 37              | 0.00037000%
123        | 22              | 0.00022000%
124        | 12              | 0.00012000%
125        | 6               | 0.00006000%
128        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
31         | 4               | 0.00004000%
32         | 10              | 0.00010000%
33         | 34              | 0.00034000%
34         | 126             | 0.00126000%
35         | 349             | 0.00349000%
36         | 988             | 0.00988000%
37         | 2,502           | 0.02502000%
38         | 5,997           | 0.05997000%
39         | 13,712          | 0.13712000%
40         | 28,704          | 0.28704000%
41         | 56,142          | 0.56142000%
42         | 102,645         | 1.02645000%
43         | 177,234         | 1.77234000%
44         | 282,143         | 2.82143000%
45         | 421,006         | 4.21006000%
46         | 586,209         | 5.86209000%
47         | 757,736         | 7.57736000%
48         | 917,653         | 9.17653000%
49         | 1,032,215       | 10.32215000%
50         | 1,075,505       | 10.75505000%
51         | 1,044,921       | 10.44921000%
52         | 943,604         | 9.43604000%
53         | 790,828         | 7.90828000%
54         | 616,133         | 6.16133000%
55         | 444,424         | 4.44424000%
56         | 298,773         | 2.98773000%
57         | 185,946         | 1.85946000%
58         | 107,010         | 1.07010000%
59         | 57,129          | 0.57129000%
60         | 28,446          | 0.28446000%
61         | 12,918          | 0.12918000%
62         | 5,575           | 0.05575000%
63         | 2,191           | 0.02191000%
64         | 759             | 0.00759000%
65         | 322             | 0.00322000%
66         | 77              | 0.00077000%
67         | 23              | 0.00023000%
68         | 6               | 0.00006000%
69         | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 7,195           | 0.07195000%
1          | 30,445          | 0.30445000%
2          | 86,273          | 0.86273000%
3          | 191,143         | 1.91143000%
4          | 353,138         | 3.53138000%
5          | 565,691         | 5.65691000%
6          | 797,097         | 7.97097000%
7          | 1,008,023       | 10.08023000%
8          | 1,152,652       | 11.52652000%
9          | 1,199,800       | 11.99800000%
10         | 1,140,873       | 11.40873000%
11         | 1,000,820       | 10.00820000%
12         | 812,099         | 8.12099000%
13         | 608,742         | 6.08742000%
14         | 423,305         | 4.23305000%
15         | 273,841         | 2.73841000%
16         | 165,183         | 1.65183000%
17         | 92,137          | 0.92137000%
18         | 48,763          | 0.48763000%
19         | 23,930          | 0.23930000%
20         | 11,091          | 0.11091000%
21         | 4,733           | 0.04733000%
22         | 1,898           | 0.01898000%
23         | 724             | 0.00724000%
24         | 288             | 0.00288000%
25         | 84              | 0.00084000%
26         | 21              | 0.00021000%
27         | 8               | 0.00008000%
28         | 3               | 0.00003000%

==================================================
Duplication Statistics
==================================================
Threshold    | Avg Chars Met   | P(0 Chars Met) | P(1 Chars Met) | P(2 Chars Met) | P(3 Chars Met) | P(4 Chars Met) | P(5 Chars Met) | P(6 Chars Met) | P(7 Chars Met) | P(8 Chars Met)
 >= 5 copies | 5.3580          |  0.0000% |  0.0000% |  0.0092% |  0.7273% | 11.4675% | 45.0329% | 36.7732% |  5.9895% |  0.0003%
 >= 6 copies | 4.6614          |  0.0000% |  0.0033% |  0.3623% |  6.8675% | 33.4666% | 45.5163% | 13.1313% |  0.6527% |  0.0000%
 >= 7 copies | 3.8993          |  0.0008% |  0.1915% |  4.5789% | 26.3311% | 44.9112% | 21.9983% |  1.9681% |  0.0202% |  0.0000%
