==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 9,820
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
135        | 2               | 0.00002000%
137        | 5               | 0.00005000%
138        | 33              | 0.00033000%
139        | 117             | 0.00117000%
140        | 383             | 0.00383000%
141        | 1,103           | 0.01103000%
142        | 2,721           | 0.02721000%
143        | 6,327           | 0.06327000%
144        | 13,409          | 0.13409000%
145        | 26,649          | 0.26649000%
146        | 48,277          | 0.48277000%
147        | 83,240          | 0.83240000%
148        | 134,017         | 1.34017000%
149        | 201,777         | 2.01777000%
150        | 288,043         | 2.88043000%
151        | 386,776         | 3.86776000%
152        | 492,515         | 4.92515000%
153        | 598,795         | 5.98795000%
154        | 691,877         | 6.91877000%
155        | 762,491         | 7.62491000%
156        | 803,707         | 8.03707000%
157        | 813,571         | 8.13571000%
158        | 788,124         | 7.88124000%
159        | 735,462         | 7.35462000%
160        | 658,584         | 6.58584000%
161        | 569,425         | 5.69425000%
162        | 474,827         | 4.74827000%
163        | 382,937         | 3.82937000%
164        | 299,007         | 2.99007000%
165        | 225,438         | 2.25438000%
166        | 165,864         | 1.65864000%
167        | 117,402         | 1.17402000%
168        | 80,957          | 0.80957000%
169        | 54,887          | 0.54887000%
170        | 35,255          | 0.35255000%
171        | 22,566          | 0.22566000%
172        | 13,916          | 0.13916000%
173        | 8,305           | 0.08305000%
174        | 4,894           | 0.04894000%
175        | 2,939           | 0.02939000%
176        | 1,579           | 0.01579000%
177        | 860             | 0.00860000%
178        | 441             | 0.00441000%
179        | 256             | 0.00256000%
180        | 115             | 0.00115000%
181        | 69              | 0.00069000%
182        | 29              | 0.00029000%
183        | 16              | 0.00016000%
184        | 7               | 0.00007000%
185        | 3               | 0.00003000%
187        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
83         | 3               | 0.00003000%
84         | 4               | 0.00004000%
85         | 21              | 0.00021000%
86         | 80              | 0.00080000%
87         | 233             | 0.00233000%
88         | 668             | 0.00668000%
89         | 1,752           | 0.01752000%
90         | 3,904           | 0.03904000%
91         | 8,357           | 0.08357000%
92         | 17,141          | 0.17141000%
93         | 32,736          | 0.32736000%
94         | 58,116          | 0.58116000%
95         | 97,397          | 0.97397000%
96         | 153,215         | 1.53215000%
97         | 227,982         | 2.27982000%
98         | 320,234         | 3.20234000%
99         | 426,376         | 4.26376000%
100        | 539,152         | 5.39152000%
101        | 647,006         | 6.47006000%
102        | 739,487         | 7.39487000%
103        | 807,702         | 8.07702000%
104        | 839,390         | 8.39390000%
105        | 836,437         | 8.36437000%
106        | 794,145         | 7.94145000%
107        | 725,974         | 7.25974000%
108        | 635,735         | 6.35735000%
109        | 534,002         | 5.34002000%
110        | 431,666         | 4.31666000%
111        | 336,124         | 3.36124000%
112        | 252,006         | 2.52006000%
113        | 181,894         | 1.81894000%
114        | 126,530         | 1.26530000%
115        | 84,786          | 0.84786000%
116        | 55,514          | 0.55514000%
117        | 35,018          | 0.35018000%
118        | 21,399          | 0.21399000%
119        | 12,382          | 0.12382000%
120        | 7,083           | 0.07083000%
121        | 3,988           | 0.03988000%
122        | 2,143           | 0.02143000%
123        | 1,152           | 0.01152000%
124        | 532             | 0.00532000%
125        | 273             | 0.00273000%
126        | 141             | 0.00141000%
127        | 64              | 0.00064000%
128        | 36              | 0.00036000%
129        | 11              | 0.00011000%
130        | 5               | 0.00005000%
131        | 3               | 0.00003000%
134        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
32         | 1               | 0.00001000%
33         | 4               | 0.00004000%
34         | 10              | 0.00010000%
35         | 26              | 0.00026000%
36         | 126             | 0.00126000%
37         | 313             | 0.00313000%
38         | 813             | 0.00813000%
39         | 2,170           | 0.02170000%
40         | 5,083           | 0.05083000%
41         | 11,428          | 0.11428000%
42         | 24,033          | 0.24033000%
43         | 46,699          | 0.46699000%
44         | 87,022          | 0.87022000%
45         | 148,876         | 1.48876000%
46         | 240,646         | 2.40646000%
47         | 362,964         | 3.62964000%
48         | 513,728         | 5.13728000%
49         | 677,633         | 6.77633000%
50         | 834,408         | 8.34408000%
51         | 967,688         | 9.67688000%
52         | 1,041,153       | 10.41153000%
53         | 1,043,519       | 10.43519000%
54         | 978,054         | 9.78054000%
55         | 853,885         | 8.53885000%
56         | 695,675         | 6.95675000%
57         | 527,771         | 5.27771000%
58         | 372,163         | 3.72163000%
59         | 243,946         | 2.43946000%
60         | 150,089         | 1.50089000%
61         | 85,537          | 0.85537000%
62         | 44,942          | 0.44942000%
63         | 22,212          | 0.22212000%
64         | 10,274          | 0.10274000%
65         | 4,380           | 0.04380000%
66         | 1,739           | 0.01739000%
67         | 643             | 0.00643000%
68         | 249             | 0.00249000%
69         | 76              | 0.00076000%
70         | 15              | 0.00015000%
71         | 6               | 0.00006000%
72         | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 1,716           | 0.01716000%
1          | 8,624           | 0.08624000%
2          | 28,311          | 0.28311000%
3          | 72,323          | 0.72323000%
4          | 154,026         | 1.54026000%
5          | 281,780         | 2.81780000%
6          | 455,095         | 4.55095000%
7          | 659,489         | 6.59489000%
8          | 861,767         | 8.61767000%
9          | 1,030,633       | 10.30633000%
10         | 1,125,133       | 11.25133000%
11         | 1,132,973       | 11.32973000%
12         | 1,054,701       | 10.54701000%
13         | 909,817         | 9.09817000%
14         | 729,677         | 7.29677000%
15         | 545,289         | 5.45289000%
16         | 379,703         | 3.79703000%
17         | 245,929         | 2.45929000%
18         | 149,823         | 1.49823000%
19         | 85,735          | 0.85735000%
20         | 45,622          | 0.45622000%
21         | 22,956          | 0.22956000%
22         | 10,910          | 0.10910000%
23         | 4,726           | 0.04726000%
24         | 2,045           | 0.02045000%
25         | 765             | 0.00765000%
26         | 293             | 0.00293000%
27         | 89              | 0.00089000%
28         | 33              | 0.00033000%
29         | 15              | 0.00015000%
30         | 1               | 0.00001000%
31         | 1               | 0.00001000%

==================================================
Duplication Statistics
==================================================
Threshold    | Avg Chars Met   | P(0 Chars Met) | P(1 Chars Met) | P(2 Chars Met) | P(3 Chars Met) | P(4 Chars Met) | P(5 Chars Met) | P(6 Chars Met) | P(7 Chars Met) | P(8 Chars Met)
 >= 5 copies | 5.5158          |  0.0000% |  0.0000% |  0.0027% |  0.3280% |  7.6109% | 40.9198% | 42.4219% |  8.7161% |  0.0007%
