==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 5,670
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
76         | 12              | 0.00012000%
77         | 77              | 0.00077000%
78         | 504             | 0.00504000%
79         | 2,183           | 0.02183000%
80         | 7,659           | 0.07659000%
81         | 22,580          | 0.22580000%
82         | 55,934          | 0.55934000%
83         | 118,140         | 1.18140000%
84         | 220,544         | 2.20544000%
85         | 364,960         | 3.64960000%
86         | 542,467         | 5.42467000%
87         | 732,201         | 7.32201000%
88         | 900,873         | 9.00873000%
89         | 1,021,761       | 10.21761000%
90         | 1,069,793       | 10.69793000%
91         | 1,044,611       | 10.44611000%
92         | 948,096         | 9.48096000%
93         | 810,382         | 8.10382000%
94         | 651,764         | 6.51764000%
95         | 493,659         | 4.93659000%
96         | 356,828         | 3.56828000%
97         | 244,671         | 2.44671000%
98         | 159,837         | 1.59837000%
99         | 99,284          | 0.99284000%
100        | 59,209          | 0.59209000%
101        | 34,074          | 0.34074000%
102        | 18,557          | 0.18557000%
103        | 9,806           | 0.09806000%
104        | 4,911           | 0.04911000%
105        | 2,501           | 0.02501000%
106        | 1,182           | 0.01182000%
107        | 511             | 0.00511000%
108        | 242             | 0.00242000%
109        | 107             | 0.00107000%
110        | 51              | 0.00051000%
111        | 19              | 0.00019000%
112        | 7               | 0.00007000%
114        | 2               | 0.00002000%
118        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
44         | 4               | 0.00004000%
45         | 9               | 0.00009000%
46         | 62              | 0.00062000%
47         | 239             | 0.00239000%
48         | 1,063           | 0.01063000%
49         | 3,601           | 0.03601000%
50         | 10,907          | 0.10907000%
51         | 28,427          | 0.28427000%
52         | 65,459          | 0.65459000%
53         | 132,903         | 1.32903000%
54         | 240,413         | 2.40413000%
55         | 392,484         | 3.92484000%
56         | 577,811         | 5.77811000%
57         | 773,283         | 7.73283000%
58         | 947,882         | 9.47882000%
59         | 1,066,690       | 10.66690000%
60         | 1,108,072       | 11.08072000%
61         | 1,064,977       | 10.64977000%
62         | 950,574         | 9.50574000%
63         | 791,228         | 7.91228000%
64         | 615,216         | 6.15216000%
65         | 449,090         | 4.49090000%
66         | 309,055         | 3.09055000%
67         | 200,098         | 2.00098000%
68         | 122,335         | 1.22335000%
69         | 70,574          | 0.70574000%
70         | 38,803          | 0.38803000%
71         | 20,162          | 0.20162000%
72         | 9,998           | 0.09998000%
73         | 4,872           | 0.04872000%
74         | 2,179           | 0.02179000%
75         | 881             | 0.00881000%
76         | 403             | 0.00403000%
77         | 149             | 0.00149000%
78         | 60              | 0.00060000%
79         | 24              | 0.00024000%
80         | 11              | 0.00011000%
81         | 2               | 0.00002000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
14         | 1               | 0.00001000%
16         | 14              | 0.00014000%
17         | 49              | 0.00049000%
18         | 233             | 0.00233000%
19         | 860             | 0.00860000%
20         | 2,854           | 0.02854000%
21         | 8,636           | 0.08636000%
22         | 23,799          | 0.23799000%
23         | 58,972          | 0.58972000%
24         | 129,519         | 1.29519000%
25         | 256,243         | 2.56243000%
26         | 451,718         | 4.51718000%
27         | 707,968         | 7.07968000%
28         | 993,641         | 9.93641000%
29         | 1,236,215       | 12.36215000%
30         | 1,369,621       | 13.69621000%
31         | 1,346,893       | 13.46893000%
32         | 1,171,761       | 11.71761000%
33         | 905,412         | 9.05412000%
34         | 616,200         | 6.16200000%
35         | 370,915         | 3.70915000%
36         | 197,400         | 1.97400000%
37         | 92,380          | 0.92380000%
38         | 38,633          | 0.38633000%
39         | 13,864          | 0.13864000%
40         | 4,497           | 0.04497000%
41         | 1,310           | 0.01310000%
42         | 314             | 0.00314000%
43         | 64              | 0.00064000%
44         | 12              | 0.00012000%
45         | 1               | 0.00001000%
46         | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 4,677,642       | 46.77642000%
1          | 2,287,567       | 22.87567000%
2          | 1,512,860       | 15.12860000%
3          | 843,810         | 8.43810000%
4          | 408,218         | 4.08218000%
5          | 173,490         | 1.73490000%
6          | 65,293          | 0.65293000%
7          | 21,882          | 0.21882000%
8          | 6,749           | 0.06749000%
9          | 1,910           | 0.01910000%
10         | 436             | 0.00436000%
11         | 120             | 0.00120000%
12         | 20              | 0.00020000%
13         | 3               | 0.00003000%

==================================================
Duplication Statistics
==================================================
Threshold    | Avg Chars Met   | P(0 Chars Met) | P(1 Chars Met) | P(2 Chars Met) | P(3 Chars Met) | P(4 Chars Met) | P(5 Chars Met) | P(6 Chars Met) | P(7 Chars Met) | P(8 Chars Met)
 >= 5 copies | 3.0604          |  0.0898% |  3.3806% | 22.6796% | 43.0807% | 25.9647% |  4.6326% |  0.1713% |  0.0007% |  0.0000%
 >= 6 copies | 2.0118          |  2.9158% | 24.4924% | 44.9666% | 23.8691% |  3.6323% |  0.1233% |  0.0004% |  0.0000% |  0.0000%
 >= 7 copies | 1.1842          | 18.5383% | 48.9258% | 28.2505% |  4.1507% |  0.1342% |  0.0005% |  0.0000% |  0.0000% |  0.0000%
