==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 6,010
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
80         | 1               | 0.00001000%
81         | 9               | 0.00009000%
82         | 82              | 0.00082000%
83         | 488             | 0.00488000%
84         | 1,910           | 0.01910000%
85         | 6,672           | 0.06672000%
86         | 18,993          | 0.18993000%
87         | 46,204          | 0.46204000%
88         | 98,287          | 0.98287000%
89         | 185,565         | 1.85565000%
90         | 310,363         | 3.10363000%
91         | 469,207         | 4.69207000%
92         | 646,829         | 6.46829000%
93         | 817,200         | 8.17200000%
94         | 951,222         | 9.51222000%
95         | 1,028,041       | 10.28041000%
96         | 1,035,431       | 10.35431000%
97         | 974,291         | 9.74291000%
98         | 860,593         | 8.60593000%
99         | 719,141         | 7.19141000%
100        | 567,876         | 5.67876000%
101        | 425,169         | 4.25169000%
102        | 302,336         | 3.02336000%
103        | 206,692         | 2.06692000%
104        | 133,627         | 1.33627000%
105        | 83,208          | 0.83208000%
106        | 49,776          | 0.49776000%
107        | 28,537          | 0.28537000%
108        | 15,575          | 0.15575000%
109        | 8,297           | 0.08297000%
110        | 4,383           | 0.04383000%
111        | 2,119           | 0.02119000%
112        | 1,017           | 0.01017000%
113        | 465             | 0.00465000%
114        | 212             | 0.00212000%
115        | 119             | 0.00119000%
116        | 39              | 0.00039000%
117        | 14              | 0.00014000%
118        | 5               | 0.00005000%
119        | 4               | 0.00004000%
123        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
47         | 1               | 0.00001000%
48         | 8               | 0.00008000%
49         | 46              | 0.00046000%
50         | 193             | 0.00193000%
51         | 731             | 0.00731000%
52         | 2,471           | 0.02471000%
53         | 7,657           | 0.07657000%
54         | 20,213          | 0.20213000%
55         | 47,246          | 0.47246000%
56         | 98,296          | 0.98296000%
57         | 182,659         | 1.82659000%
58         | 306,334         | 3.06334000%
59         | 468,414         | 4.68414000%
60         | 650,858         | 6.50858000%
61         | 830,315         | 8.30315000%
62         | 975,185         | 9.75185000%
63         | 1,061,243       | 10.61243000%
64         | 1,071,043       | 10.71043000%
65         | 1,005,759       | 10.05759000%
66         | 879,728         | 8.79728000%
67         | 723,643         | 7.23643000%
68         | 557,553         | 5.57553000%
69         | 405,411         | 4.05411000%
70         | 277,955         | 2.77955000%
71         | 179,672         | 1.79672000%
72         | 110,741         | 1.10741000%
73         | 64,294          | 0.64294000%
74         | 35,580          | 0.35580000%
75         | 19,067          | 0.19067000%
76         | 9,367           | 0.09367000%
77         | 4,637           | 0.04637000%
78         | 2,124           | 0.02124000%
79         | 909             | 0.00909000%
80         | 372             | 0.00372000%
81         | 180             | 0.00180000%
82         | 58              | 0.00058000%
83         | 27              | 0.00027000%
84         | 6               | 0.00006000%
85         | 3               | 0.00003000%
87         | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
16         | 1               | 0.00001000%
17         | 7               | 0.00007000%
18         | 23              | 0.00023000%
19         | 121             | 0.00121000%
20         | 451             | 0.00451000%
21         | 1,530           | 0.01530000%
22         | 4,598           | 0.04598000%
23         | 13,425          | 0.13425000%
24         | 34,069          | 0.34069000%
25         | 78,396          | 0.78396000%
26         | 162,049         | 1.62049000%
27         | 303,033         | 3.03033000%
28         | 507,770         | 5.07770000%
29         | 762,587         | 7.62587000%
30         | 1,029,045       | 10.29045000%
31         | 1,241,437       | 12.41437000%
32         | 1,336,966       | 13.36966000%
33         | 1,290,852       | 12.90852000%
34         | 1,109,647       | 11.09647000%
35         | 850,294         | 8.50294000%
36         | 579,367         | 5.79367000%
37         | 352,931         | 3.52931000%
38         | 189,729         | 1.89729000%
39         | 90,835          | 0.90835000%
40         | 39,147          | 0.39147000%
41         | 14,768          | 0.14768000%
42         | 4,942           | 0.04942000%
43         | 1,484           | 0.01484000%
44         | 392             | 0.00392000%
45         | 87              | 0.00087000%
46         | 15              | 0.00015000%
47         | 1               | 0.00001000%
48         | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 3,600,556       | 36.00556000%
1          | 2,332,039       | 23.32039000%
2          | 1,778,648       | 17.78648000%
3          | 1,139,475       | 11.39475000%
4          | 632,104         | 6.32104000%
5          | 307,379         | 3.07379000%
6          | 132,557         | 1.32557000%
7          | 51,556          | 0.51556000%
8          | 17,821          | 0.17821000%
9          | 5,622           | 0.05622000%
10         | 1,673           | 0.01673000%
11         | 436             | 0.00436000%
12         | 99              | 0.00099000%
13         | 28              | 0.00028000%
14         | 7               | 0.00007000%

==================================================
Duplication Statistics
==================================================
Threshold    | Avg Chars Met   | P(0 Chars Met) | P(1 Chars Met) | P(2 Chars Met) | P(3 Chars Met) | P(4 Chars Met) | P(5 Chars Met) | P(6 Chars Met) | P(7 Chars Met) | P(8 Chars Met)
 >= 5 copies | 3.3641          |  0.0229% |  1.4655% | 14.6535% | 39.8937% | 34.4034% |  9.0273% |  0.5300% |  0.0038% |  0.0000%
 >= 6 copies | 2.3107          |  1.2583% | 15.7999% | 42.0947% | 32.7528% |  7.6485% |  0.4427% |  0.0032% |  0.0000% |  0.0000%
 >= 7 copies | 1.4326          | 11.4096% | 43.2334% | 36.5266% |  8.3567% |  0.4696% |  0.0042% |  0.0000% |  0.0000% |  0.0000%
