==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 8,050
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
110        | 2               | 0.00002000%
111        | 11              | 0.00011000%
112        | 63              | 0.00063000%
113        | 253             | 0.00253000%
114        | 882             | 0.00882000%
115        | 2,607           | 0.02607000%
116        | 6,671           | 0.06671000%
117        | 15,724          | 0.15724000%
118        | 34,152          | 0.34152000%
119        | 65,526          | 0.65526000%
120        | 116,159         | 1.16159000%
121        | 189,980         | 1.89980000%
122        | 288,510         | 2.88510000%
123        | 408,138         | 4.08138000%
124        | 538,750         | 5.38750000%
125        | 667,081         | 6.67081000%
126        | 777,839         | 7.77839000%
127        | 856,881         | 8.56881000%
128        | 897,797         | 8.97797000%
129        | 888,985         | 8.88985000%
130        | 839,013         | 8.39013000%
131        | 755,259         | 7.55259000%
132        | 650,908         | 6.50908000%
133        | 536,658         | 5.36658000%
134        | 425,631         | 4.25631000%
135        | 323,436         | 3.23436000%
136        | 238,187         | 2.38187000%
137        | 167,304         | 1.67304000%
138        | 114,185         | 1.14185000%
139        | 75,380          | 0.75380000%
140        | 48,013          | 0.48013000%
141        | 29,641          | 0.29641000%
142        | 17,719          | 0.17719000%
143        | 10,263          | 0.10263000%
144        | 5,782           | 0.05782000%
145        | 3,145           | 0.03145000%
146        | 1,698           | 0.01698000%
147        | 905             | 0.00905000%
148        | 437             | 0.00437000%
149        | 243             | 0.00243000%
150        | 100             | 0.00100000%
151        | 45              | 0.00045000%
152        | 22              | 0.00022000%
153        | 11              | 0.00011000%
154        | 2               | 0.00002000%
155        | 1               | 0.00001000%
157        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
66         | 1               | 0.00001000%
67         | 4               | 0.00004000%
68         | 19              | 0.00019000%
69         | 88              | 0.00088000%
70         | 317             | 0.00317000%
71         | 1,004           | 0.01004000%
72         | 2,611           | 0.02611000%
73         | 6,643           | 0.06643000%
74         | 15,101          | 0.15101000%
75         | 31,614          | 0.31614000%
76         | 60,852          | 0.60852000%
77         | 108,258         | 1.08258000%
78         | 178,796         | 1.78796000%
79         | 274,907         | 2.74907000%
80         | 393,943         | 3.93943000%
81         | 527,610         | 5.27610000%
82         | 665,274         | 6.65274000%
83         | 787,917         | 7.87917000%
84         | 877,760         | 8.77760000%
85         | 924,313         | 9.24313000%
86         | 923,352         | 9.23352000%
87         | 871,726         | 8.71726000%
88         | 783,376         | 7.83376000%
89         | 667,778         | 6.67778000%
90         | 543,625         | 5.43625000%
91         | 422,277         | 4.22277000%
92         | 313,714         | 3.13714000%
93         | 222,697         | 2.22697000%
94         | 150,358         | 1.50358000%
95         | 98,687          | 0.98687000%
96         | 61,692          | 0.61692000%
97         | 36,992          | 0.36992000%
98         | 21,686          | 0.21686000%
99         | 12,005          | 0.12005000%
100        | 6,496           | 0.06496000%
101        | 3,328           | 0.03328000%
102        | 1,691           | 0.01691000%
103        | 798             | 0.00798000%
104        | 387             | 0.00387000%
105        | 177             | 0.00177000%
106        | 72              | 0.00072000%
107        | 24              | 0.00024000%
108        | 19              | 0.00019000%
109        | 5               | 0.00005000%
110        | 2               | 0.00002000%
111        | 3               | 0.00003000%
112        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
25         | 4               | 0.00004000%
26         | 7               | 0.00007000%
27         | 31              | 0.00031000%
28         | 129             | 0.00129000%
29         | 349             | 0.00349000%
30         | 1,060           | 0.01060000%
31         | 2,938           | 0.02938000%
32         | 7,330           | 0.07330000%
33         | 17,629          | 0.17629000%
34         | 38,195          | 0.38195000%
35         | 77,157          | 0.77157000%
36         | 143,802         | 1.43802000%
37         | 247,434         | 2.47434000%
38         | 392,834         | 3.92834000%
39         | 574,488         | 5.74488000%
40         | 776,987         | 7.76987000%
41         | 963,909         | 9.63909000%
42         | 1,102,926       | 11.02926000%
43         | 1,160,292       | 11.60292000%
44         | 1,120,857       | 11.20857000%
45         | 993,336         | 9.93336000%
46         | 808,639         | 8.08639000%
47         | 604,792         | 6.04792000%
48         | 412,583         | 4.12583000%
49         | 259,621         | 2.59621000%
50         | 149,390         | 1.49390000%
51         | 78,531          | 0.78531000%
52         | 37,690          | 0.37690000%
53         | 16,643          | 0.16643000%
54         | 6,782           | 0.06782000%
55         | 2,443           | 0.02443000%
56         | 850             | 0.00850000%
57         | 251             | 0.00251000%
58         | 65              | 0.00065000%
59         | 21              | 0.00021000%
60         | 5               | 0.00005000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 194,245         | 1.94245000%
1          | 458,067         | 4.58067000%
2          | 809,991         | 8.09991000%
3          | 1,152,644       | 11.52644000%
4          | 1,382,586       | 13.82586000%
5          | 1,442,041       | 14.42041000%
6          | 1,333,303       | 13.33303000%
7          | 1,101,694       | 11.01694000%
8          | 824,406         | 8.24406000%
9          | 560,738         | 5.60738000%
10         | 348,665         | 3.48665000%
11         | 199,193         | 1.99193000%
12         | 104,312         | 1.04312000%
13         | 50,441          | 0.50441000%
14         | 22,750          | 0.22750000%
15         | 9,425           | 0.09425000%
16         | 3,560           | 0.03560000%
17         | 1,307           | 0.01307000%
