==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 7,620
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
103        | 1               | 0.00001000%
104        | 7               | 0.00007000%
105        | 23              | 0.00023000%
106        | 105             | 0.00105000%
107        | 453             | 0.00453000%
108        | 1,475           | 0.01475000%
109        | 4,418           | 0.04418000%
110        | 11,107          | 0.11107000%
111        | 25,499          | 0.25499000%
112        | 52,777          | 0.52777000%
113        | 98,986          | 0.98986000%
114        | 168,887         | 1.68887000%
115        | 265,097         | 2.65097000%
116        | 385,433         | 3.85433000%
117        | 522,946         | 5.22946000%
118        | 660,546         | 6.60546000%
119        | 781,257         | 7.81257000%
120        | 872,862         | 8.72862000%
121        | 921,484         | 9.21484000%
122        | 915,805         | 9.15805000%
123        | 866,416         | 8.66416000%
124        | 779,163         | 7.79163000%
125        | 669,558         | 6.69558000%
126        | 548,085         | 5.48085000%
127        | 431,503         | 4.31503000%
128        | 325,957         | 3.25957000%
129        | 235,771         | 2.35771000%
130        | 164,593         | 1.64593000%
131        | 110,153         | 1.10153000%
132        | 71,787          | 0.71787000%
133        | 45,029          | 0.45029000%
134        | 27,216          | 0.27216000%
135        | 15,987          | 0.15987000%
136        | 9,162           | 0.09162000%
137        | 4,943           | 0.04943000%
138        | 2,741           | 0.02741000%
139        | 1,374           | 0.01374000%
140        | 734             | 0.00734000%
141        | 345             | 0.00345000%
142        | 160             | 0.00160000%
143        | 101             | 0.00101000%
144        | 30              | 0.00030000%
145        | 17              | 0.00017000%
146        | 3               | 0.00003000%
147        | 4               | 0.00004000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
61         | 1               | 0.00001000%
63         | 5               | 0.00005000%
64         | 25              | 0.00025000%
65         | 97              | 0.00097000%
66         | 395             | 0.00395000%
67         | 1,202           | 0.01202000%
68         | 3,435           | 0.03435000%
69         | 8,466           | 0.08466000%
70         | 19,078          | 0.19078000%
71         | 40,478          | 0.40478000%
72         | 76,750          | 0.76750000%
73         | 135,294         | 1.35294000%
74         | 219,617         | 2.19617000%
75         | 333,243         | 3.33243000%
76         | 466,913         | 4.66913000%
77         | 613,660         | 6.13660000%
78         | 751,347         | 7.51347000%
79         | 864,657         | 8.64657000%
80         | 937,542         | 9.37542000%
81         | 955,860         | 9.55860000%
82         | 920,843         | 9.20843000%
83         | 840,003         | 8.40003000%
84         | 724,485         | 7.24485000%
85         | 594,250         | 5.94250000%
86         | 465,888         | 4.65888000%
87         | 347,086         | 3.47086000%
88         | 246,533         | 2.46533000%
89         | 166,946         | 1.66946000%
90         | 108,544         | 1.08544000%
91         | 67,212          | 0.67212000%
92         | 40,832          | 0.40832000%
93         | 23,076          | 0.23076000%
94         | 12,831          | 0.12831000%
95         | 6,754           | 0.06754000%
96         | 3,457           | 0.03457000%
97         | 1,752           | 0.01752000%
98         | 773             | 0.00773000%
99         | 401             | 0.00401000%
100        | 143             | 0.00143000%
101        | 86              | 0.00086000%
102        | 20              | 0.00020000%
103        | 13              | 0.00013000%
104        | 2               | 0.00002000%
105        | 4               | 0.00004000%
107        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
24         | 8               | 0.00008000%
25         | 24              | 0.00024000%
26         | 119             | 0.00119000%
27         | 316             | 0.00316000%
28         | 1,016           | 0.01016000%
29         | 2,876           | 0.02876000%
30         | 7,661           | 0.07661000%
31         | 18,624          | 0.18624000%
32         | 41,174          | 0.41174000%
33         | 83,820          | 0.83820000%
34         | 157,307         | 1.57307000%
35         | 273,524         | 2.73524000%
36         | 432,993         | 4.32993000%
37         | 631,683         | 6.31683000%
38         | 842,183         | 8.42183000%
39         | 1,034,098       | 10.34098000%
40         | 1,159,170       | 11.59170000%
41         | 1,190,319       | 11.90319000%
42         | 1,117,729       | 11.17729000%
43         | 956,034         | 9.56034000%
44         | 749,408         | 7.49408000%
45         | 534,780         | 5.34780000%
46         | 349,172         | 3.49172000%
47         | 207,643         | 2.07643000%
48         | 112,389         | 1.12389000%
49         | 55,408          | 0.55408000%
50         | 24,731          | 0.24731000%
51         | 10,177          | 0.10177000%
52         | 3,814           | 0.03814000%
53         | 1,288           | 0.01288000%
54         | 377             | 0.00377000%
55         | 96              | 0.00096000%
56         | 32              | 0.00032000%
57         | 4               | 0.00004000%
58         | 3               | 0.00003000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 446,054         | 4.46054000%
1          | 836,560         | 8.36560000%
2          | 1,250,404       | 12.50404000%
3          | 1,513,598       | 15.13598000%
4          | 1,557,618       | 15.57618000%
5          | 1,396,801       | 13.96801000%
6          | 1,109,855       | 11.09855000%
7          | 790,288         | 7.90288000%
8          | 507,161         | 5.07161000%
9          | 297,333         | 2.97333000%
10         | 158,215         | 1.58215000%
11         | 77,794          | 0.77794000%
12         | 35,348          | 0.35348000%
13         | 14,494          | 0.14494000%
14         | 5,571           | 0.05571000%
15         | 1,947           | 0.01947000%
16         | 677             | 0.00677000%
17         | 195             | 0.00195000%
18         | 64              | 0.00064000%
19         | 18              | 0.00018000%
20         | 5               | 0.00005000%

==================================================
Duplication Statistics
==================================================
