==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 8,270
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
114        | 10              | 0.00010000%
115        | 43              | 0.00043000%
116        | 155             | 0.00155000%
117        | 618             | 0.00618000%
118        | 1,823           | 0.01823000%
119        | 4,841           | 0.04841000%
120        | 11,728          | 0.11728000%
121        | 25,535          | 0.25535000%
122        | 50,798          | 0.50798000%
123        | 91,858          | 0.91858000%
124        | 153,949         | 1.53949000%
125        | 239,593         | 2.39593000%
126        | 348,257         | 3.48257000%
127        | 470,697         | 4.70697000%
128        | 598,047         | 5.98047000%
129        | 716,745         | 7.16745000%
130        | 810,246         | 8.10246000%
131        | 871,277         | 8.71277000%
132        | 886,835         | 8.86835000%
133        | 859,550         | 8.59550000%
134        | 794,412         | 7.94412000%
135        | 704,242         | 7.04242000%
136        | 595,718         | 5.95718000%
137        | 484,029         | 4.84029000%
138        | 378,567         | 3.78567000%
139        | 286,019         | 2.86019000%
140        | 207,674         | 2.07674000%
141        | 144,415         | 1.44415000%
142        | 98,066          | 0.98066000%
143        | 64,576          | 0.64576000%
144        | 40,922          | 0.40922000%
145        | 24,954          | 0.24954000%
146        | 14,895          | 0.14895000%
147        | 8,495           | 0.08495000%
148        | 4,853           | 0.04853000%
149        | 2,648           | 0.02648000%
150        | 1,410           | 0.01410000%
151        | 758             | 0.00758000%
152        | 396             | 0.00396000%
153        | 191             | 0.00191000%
154        | 87              | 0.00087000%
155        | 40              | 0.00040000%
156        | 13              | 0.00013000%
157        | 10              | 0.00010000%
158        | 2               | 0.00002000%
159        | 2               | 0.00002000%
160        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
68         | 1               | 0.00001000%
69         | 4               | 0.00004000%
70         | 17              | 0.00017000%
71         | 77              | 0.00077000%
72         | 269             | 0.00269000%
73         | 829             | 0.00829000%
74         | 2,254           | 0.02254000%
75         | 5,663           | 0.05663000%
76         | 12,911          | 0.12911000%
77         | 27,094          | 0.27094000%
78         | 52,489          | 0.52489000%
79         | 93,985          | 0.93985000%
80         | 157,406         | 1.57406000%
81         | 243,873         | 2.43873000%
82         | 354,532         | 3.54532000%
83         | 481,161         | 4.81161000%
84         | 616,164         | 6.16164000%
85         | 741,131         | 7.41131000%
86         | 843,154         | 8.43154000%
87         | 901,084         | 9.01084000%
88         | 917,553         | 9.17553000%
89         | 883,136         | 8.83136000%
90         | 810,206         | 8.10206000%
91         | 705,233         | 7.05233000%
92         | 585,974         | 5.85974000%
93         | 467,147         | 4.67147000%
94         | 354,600         | 3.54600000%
95         | 256,980         | 2.56980000%
96         | 179,144         | 1.79144000%
97         | 119,348         | 1.19348000%
98         | 76,330          | 0.76330000%
99         | 47,547          | 0.47547000%
100        | 28,103          | 0.28103000%
101        | 16,381          | 0.16381000%
102        | 8,804           | 0.08804000%
103        | 4,650           | 0.04650000%
104        | 2,489           | 0.02489000%
105        | 1,222           | 0.01222000%
106        | 555             | 0.00555000%
107        | 287             | 0.00287000%
108        | 119             | 0.00119000%
109        | 52              | 0.00052000%
110        | 22              | 0.00022000%
111        | 10              | 0.00010000%
112        | 4               | 0.00004000%
113        | 4               | 0.00004000%
114        | 2               | 0.00002000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
25         | 1               | 0.00001000%
26         | 2               | 0.00002000%
27         | 9               | 0.00009000%
