==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 6,490
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
87         | 2               | 0.00002000%
88         | 11              | 0.00011000%
89         | 68              | 0.00068000%
90         | 405             | 0.00405000%
91         | 1,548           | 0.01548000%
92         | 4,888           | 0.04888000%
93         | 14,016          | 0.14016000%
94         | 34,094          | 0.34094000%
95         | 73,232          | 0.73232000%
96         | 140,054         | 1.40054000%
97         | 239,421         | 2.39421000%
98         | 372,897         | 3.72897000%
99         | 529,999         | 5.29999000%
100        | 693,767         | 6.93767000%
101        | 842,935         | 8.42935000%
102        | 947,551         | 9.47551000%
103        | 998,078         | 9.98078000%
104        | 986,298         | 9.86298000%
105        | 915,262         | 9.15262000%
106        | 803,807         | 8.03807000%
107        | 668,640         | 6.68640000%
108        | 528,778         | 5.28778000%
109        | 397,656         | 3.97656000%
110        | 285,336         | 2.85336000%
111        | 196,932         | 1.96932000%
112        | 129,228         | 1.29228000%
113        | 81,644          | 0.81644000%
114        | 49,748          | 0.49748000%
115        | 29,144          | 0.29144000%
116        | 16,247          | 0.16247000%
117        | 9,044           | 0.09044000%
118        | 4,660           | 0.04660000%
119        | 2,374           | 0.02374000%
120        | 1,165           | 0.01165000%
121        | 583             | 0.00583000%
122        | 272             | 0.00272000%
123        | 119             | 0.00119000%
124        | 57              | 0.00057000%
125        | 22              | 0.00022000%
126        | 12              | 0.00012000%
127        | 4               | 0.00004000%
128        | 1               | 0.00001000%
129        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
52         | 2               | 0.00002000%
53         | 20              | 0.00020000%
54         | 87              | 0.00087000%
55         | 324             | 0.00324000%
56         | 1,170           | 0.01170000%
57         | 3,670           | 0.03670000%
58         | 10,112          | 0.10112000%
59         | 24,731          | 0.24731000%
60         | 53,892          | 0.53892000%
61         | 105,696         | 1.05696000%
62         | 188,590         | 1.88590000%
63         | 307,835         | 3.07835000%
64         | 458,638         | 4.58638000%
65         | 627,568         | 6.27568000%
66         | 793,374         | 7.93374000%
67         | 932,173         | 9.32173000%
68         | 1,015,941       | 10.15941000%
69         | 1,033,589       | 10.33589000%
70         | 983,961         | 9.83961000%
71         | 877,897         | 8.77897000%
72         | 736,703         | 7.36703000%
73         | 582,864         | 5.82864000%
74         | 434,768         | 4.34768000%
75         | 309,432         | 3.09432000%
76         | 206,741         | 2.06741000%
77         | 131,929         | 1.31929000%
78         | 79,845          | 0.79845000%
79         | 46,243          | 0.46243000%
80         | 25,804          | 0.25804000%
81         | 13,577          | 0.13577000%
82         | 6,897           | 0.06897000%
83         | 3,198           | 0.03198000%
84         | 1,583           | 0.01583000%
85         | 662             | 0.00662000%
86         | 287             | 0.00287000%
87         | 117             | 0.00117000%
88         | 51              | 0.00051000%
89         | 18              | 0.00018000%
90         | 6               | 0.00006000%
91         | 3               | 0.00003000%
92         | 1               | 0.00001000%
93         | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
19         | 5               | 0.00005000%
20         | 27              | 0.00027000%
21         | 86              | 0.00086000%
22         | 398             | 0.00398000%
23         | 1,203           | 0.01203000%
24         | 3,783           | 0.03783000%
25         | 10,375          | 0.10375000%
26         | 26,225          | 0.26225000%
27         | 60,597          | 0.60597000%
28         | 124,715         | 1.24715000%
29         | 236,734         | 2.36734000%
30         | 404,466         | 4.04466000%
31         | 624,088         | 6.24088000%
32         | 873,315         | 8.73315000%
33         | 1,101,898       | 11.01898000%
34         | 1,254,782       | 12.54782000%
35         | 1,285,568       | 12.85568000%
36         | 1,187,635       | 11.87635000%
37         | 986,721         | 9.86721000%
38         | 736,094         | 7.36094000%
39         | 494,138         | 4.94138000%
40         | 297,050         | 2.97050000%
41         | 159,355         | 1.59355000%
42         | 77,576          | 0.77576000%
43         | 33,750          | 0.33750000%
44         | 13,033          | 0.13033000%
45         | 4,466           | 0.04466000%
46         | 1,430           | 0.01430000%
47         | 377             | 0.00377000%
48         | 87              | 0.00087000%
49         | 18              | 0.00018000%
50         | 4               | 0.00004000%
52         | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 2,256,656       | 22.56656000%
1          | 2,091,523       | 20.91523000%
