==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 5,140
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
68         | 4               | 0.00004000%
69         | 41              | 0.00041000%
70         | 401             | 0.00401000%
71         | 1,936           | 0.01936000%
72         | 7,472           | 0.07472000%
73         | 24,178          | 0.24178000%
74         | 62,205          | 0.62205000%
75         | 137,115         | 1.37115000%
76         | 259,006         | 2.59006000%
77         | 428,684         | 4.28684000%
78         | 633,042         | 6.33042000%
79         | 839,182         | 8.39182000%
80         | 1,009,274       | 10.09274000%
81         | 1,106,546       | 11.06546000%
82         | 1,117,787       | 11.17787000%
83         | 1,045,818       | 10.45818000%
84         | 909,603         | 9.09603000%
85         | 741,031         | 7.41031000%
86         | 564,923         | 5.64923000%
87         | 406,458         | 4.06458000%
88         | 276,733         | 2.76733000%
89         | 179,101         | 1.79101000%
90         | 110,415         | 1.10415000%
91         | 64,706          | 0.64706000%
92         | 35,834          | 0.35834000%
93         | 19,419          | 0.19419000%
94         | 9,810           | 0.09810000%
95         | 4,905           | 0.04905000%
96         | 2,397           | 0.02397000%
97         | 1,118           | 0.01118000%
98         | 486             | 0.00486000%
99         | 235             | 0.00235000%
100        | 83              | 0.00083000%
101        | 33              | 0.00033000%
102        | 15              | 0.00015000%
103        | 2               | 0.00002000%
104        | 1               | 0.00001000%
105        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
39         | 1               | 0.00001000%
40         | 7               | 0.00007000%
41         | 35              | 0.00035000%
42         | 270             | 0.00270000%
43         | 1,110           | 0.01110000%
44         | 4,384           | 0.04384000%
45         | 13,452          | 0.13452000%
46         | 36,423          | 0.36423000%
47         | 84,815          | 0.84815000%
48         | 172,229         | 1.72229000%
49         | 310,344         | 3.10344000%
50         | 495,892         | 4.95892000%
51         | 709,872         | 7.09872000%
52         | 920,317         | 9.20317000%
53         | 1,078,958       | 10.78958000%
54         | 1,159,268       | 11.59268000%
55         | 1,138,223       | 11.38223000%
56         | 1,032,950       | 10.32950000%
57         | 866,979         | 8.66979000%
58         | 672,159         | 6.72159000%
59         | 489,013         | 4.89013000%
60         | 332,140         | 3.32140000%
61         | 210,729         | 2.10729000%
62         | 126,406         | 1.26406000%
63         | 70,771          | 0.70771000%
64         | 37,923          | 0.37923000%
65         | 19,114          | 0.19114000%
66         | 9,011           | 0.09011000%
67         | 4,144           | 0.04144000%
68         | 1,863           | 0.01863000%
69         | 746             | 0.00746000%
70         | 280             | 0.00280000%
71         | 110             | 0.00110000%
72         | 43              | 0.00043000%
73         | 12              | 0.00012000%
74         | 4               | 0.00004000%
75         | 3               | 0.00003000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
12         | 1               | 0.00001000%
13         | 5               | 0.00005000%
14         | 11              | 0.00011000%
15         | 65              | 0.00065000%
16         | 355             | 0.00355000%
17         | 1,308           | 0.01308000%
18         | 4,582           | 0.04582000%
19         | 14,014          | 0.14014000%
20         | 38,776          | 0.38776000%
21         | 94,151          | 0.94151000%
22         | 203,175         | 2.03175000%
23         | 384,849         | 3.84849000%
24         | 646,555         | 6.46555000%
25         | 957,922         | 9.57922000%
26         | 1,244,611       | 12.44611000%
27         | 1,422,646       | 14.22646000%
28         | 1,427,225       | 14.27225000%
29         | 1,253,216       | 12.53216000%
30         | 962,263         | 9.62263000%
31         | 643,363         | 6.43363000%
32         | 376,784         | 3.76784000%
33         | 190,962         | 1.90962000%
34         | 84,854          | 0.84854000%
35         | 32,928          | 0.32928000%
36         | 11,098          | 0.11098000%
37         | 3,232           | 0.03232000%
38         | 826             | 0.00826000%
39         | 185             | 0.00185000%
40         | 30              | 0.00030000%
41         | 8               | 0.00008000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 6,363,057       | 63.63057000%
1          | 1,903,600       | 19.03600000%
2          | 1,011,082       | 10.11082000%
3          | 457,286         | 4.57286000%
4          | 178,189         | 1.78189000%
5          | 61,550          | 0.61550000%
6          | 18,655          | 0.18655000%
7          | 4,941           | 0.04941000%
8          | 1,269           | 0.01269000%
9          | 287             | 0.00287000%
10         | 71              | 0.00071000%
11         | 10              | 0.00010000%
12         | 3               | 0.00003000%

==================================================
Duplication Statistics
==================================================
Threshold    | Avg Chars Met   | P(0 Chars Met) | P(1 Chars Met) | P(2 Chars Met) | P(3 Chars Met) | P(4 Chars Met) | P(5 Chars Met) | P(6 Chars Met) | P(7 Chars Met) | P(8 Chars Met)
 >= 5 copies | 2.5569          |  0.5768% | 10.2556% | 36.8733% | 38.6349% | 12.5282% |  1.1145% |  0.0167% |  0.0000% |  0.0000%
 >= 6 copies | 1.5518          |  8.7959% | 39.7304% | 39.7532% | 10.9446% |  0.7664% |  0.0094% |  0.0000% |  0.0000% |  0.0000%
 >= 7 copies | 0.8330          | 33.8751% | 49.9908% | 15.1088% |  1.0144% |  0.0108% |  0.0000% |  0.0000% |  0.0000% |  0.0000%
