==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 8,990
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
124        | 5               | 0.00005000%
125        | 16              | 0.00016000%
126        | 55              | 0.00055000%
127        | 239             | 0.00239000%
128        | 669             | 0.00669000%
129        | 1,959           | 0.01959000%
130        | 4,919           | 0.04919000%
131        | 11,287          | 0.11287000%
132        | 23,666          | 0.23666000%
133        | 45,816          | 0.45816000%
134        | 81,229          | 0.81229000%
135        | 134,977         | 1.34977000%
136        | 207,745         | 2.07745000%
137        | 303,591         | 3.03591000%
138        | 411,553         | 4.11553000%
139        | 528,259         | 5.28259000%
140        | 641,631         | 6.41631000%
141        | 741,263         | 7.41263000%
142        | 811,587         | 8.11587000%
143        | 847,270         | 8.47270000%
144        | 844,495         | 8.44495000%
145        | 804,458         | 8.04458000%
146        | 734,529         | 7.34529000%
147        | 645,656         | 6.45656000%
148        | 543,922         | 5.43922000%
149        | 441,199         | 4.41199000%
150        | 345,807         | 3.45807000%
151        | 262,109         | 2.62109000%
152        | 191,034         | 1.91034000%
153        | 135,036         | 1.35036000%
154        | 92,611          | 0.92611000%
155        | 61,781          | 0.61781000%
156        | 39,527          | 0.39527000%
157        | 24,664          | 0.24664000%
158        | 15,124          | 0.15124000%
159        | 8,915           | 0.08915000%
160        | 5,109           | 0.05109000%
161        | 2,906           | 0.02906000%
162        | 1,568           | 0.01568000%
163        | 923             | 0.00923000%
164        | 453             | 0.00453000%
165        | 236             | 0.00236000%
166        | 108             | 0.00108000%
167        | 65              | 0.00065000%
168        | 17              | 0.00017000%
169        | 4               | 0.00004000%
170        | 4               | 0.00004000%
171        | 2               | 0.00002000%
172        | 1               | 0.00001000%
173        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
76         | 6               | 0.00006000%
77         | 25              | 0.00025000%
78         | 81              | 0.00081000%
79         | 276             | 0.00276000%
80         | 734             | 0.00734000%
81         | 2,005           | 0.02005000%
82         | 4,881           | 0.04881000%
83         | 11,017          | 0.11017000%
84         | 22,390          | 0.22390000%
85         | 42,786          | 0.42786000%
86         | 76,291          | 0.76291000%
87         | 128,116         | 1.28116000%
88         | 199,258         | 1.99258000%
89         | 291,642         | 2.91642000%
90         | 401,605         | 4.01605000%
91         | 524,586         | 5.24586000%
