==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 8,480
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
116        | 3               | 0.00003000%
117        | 8               | 0.00008000%
118        | 37              | 0.00037000%
119        | 121             | 0.00121000%
120        | 517             | 0.00517000%
121        | 1,515           | 0.01515000%
122        | 3,998           | 0.03998000%
123        | 9,750           | 0.09750000%
124        | 21,474          | 0.21474000%
125        | 43,164          | 0.43164000%
126        | 79,125          | 0.79125000%
127        | 133,803         | 1.33803000%
128        | 210,904         | 2.10904000%
129        | 310,572         | 3.10572000%
130        | 427,038         | 4.27038000%
131        | 552,293         | 5.52293000%
132        | 670,564         | 6.70564000%
133        | 771,546         | 7.71546000%
134        | 843,868         | 8.43868000%
135        | 875,567         | 8.75567000%
136        | 863,823         | 8.63823000%
137        | 812,883         | 8.12883000%
138        | 733,134         | 7.33134000%
139        | 634,130         | 6.34130000%
140        | 526,403         | 5.26403000%
141        | 418,456         | 4.18456000%
142        | 322,225         | 3.22225000%
143        | 238,834         | 2.38834000%
144        | 169,589         | 1.69589000%
145        | 117,367         | 1.17367000%
146        | 79,145          | 0.79145000%
147        | 51,036          | 0.51036000%
148        | 32,029          | 0.32029000%
149        | 19,200          | 0.19200000%
150        | 11,360          | 0.11360000%
151        | 6,570           | 0.06570000%
152        | 3,792           | 0.03792000%
153        | 1,978           | 0.01978000%
154        | 1,106           | 0.01106000%
155        | 542             | 0.00542000%
156        | 286             | 0.00286000%
157        | 128             | 0.00128000%
158        | 69              | 0.00069000%
159        | 29              | 0.00029000%
160        | 12              | 0.00012000%
161        | 4               | 0.00004000%
162        | 1               | 0.00001000%
163        | 1               | 0.00001000%
164        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
71         | 6               | 0.00006000%
72         | 16              | 0.00016000%
73         | 79              | 0.00079000%
74         | 231             | 0.00231000%
75         | 793             | 0.00793000%
76         | 2,106           | 0.02106000%
77         | 5,227           | 0.05227000%
78         | 11,907          | 0.11907000%
79         | 25,037          | 0.25037000%
80         | 47,960          | 0.47960000%
81         | 86,543          | 0.86543000%
82         | 145,352         | 1.45352000%
83         | 225,928         | 2.25928000%
84         | 329,977         | 3.29977000%
85         | 451,384         | 4.51384000%
86         | 582,380         | 5.82380000%
87         | 708,262         | 7.08262000%
88         | 813,229         | 8.13229000%
89         | 880,209         | 8.80209000%
90         | 906,342         | 9.06342000%
91         | 885,466         | 8.85466000%
92         | 823,131         | 8.23131000%
93         | 727,541         | 7.27541000%
94         | 614,324         | 6.14324000%
95         | 496,923         | 4.96923000%
96         | 384,296         | 3.84296000%
97         | 283,958         | 2.83958000%
98         | 201,357         | 2.01357000%
99         | 136,341         | 1.36341000%
100        | 89,329          | 0.89329000%
101        | 56,343          | 0.56343000%
102        | 34,531          | 0.34531000%
103        | 19,918          | 0.19918000%
104        | 11,072          | 0.11072000%
105        | 6,181           | 0.06181000%
106        | 3,204           | 0.03204000%
107        | 1,634           | 0.01634000%
108        | 792             | 0.00792000%
109        | 375             | 0.00375000%
110        | 172             | 0.00172000%
111        | 86              | 0.00086000%
112        | 28              | 0.00028000%
113        | 15              | 0.00015000%
114        | 7               | 0.00007000%
115        | 4               | 0.00004000%
116        | 2               | 0.00002000%
117        | 2               | 0.00002000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
27         | 2               | 0.00002000%
28         | 11              | 0.00011000%
29         | 40              | 0.00040000%
30         | 116             | 0.00116000%
31         | 393             | 0.00393000%
32         | 1,092           | 0.01092000%
33         | 2,768           | 0.02768000%
34         | 7,147           | 0.07147000%
35         | 16,754          | 0.16754000%
36         | 35,525          | 0.35525000%
37         | 70,719          | 0.70719000%
38         | 130,784         | 1.30784000%
39         | 225,726         | 2.25726000%
40         | 356,166         | 3.56166000%
41         | 523,372         | 5.23372000%
42         | 714,920         | 7.14920000%
43         | 898,332         | 8.98332000%
44         | 1,046,819       | 10.46819000%
45         | 1,124,337       | 11.24337000%
