==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 9,540
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
131        | 2               | 0.00002000%
132        | 1               | 0.00001000%
133        | 10              | 0.00010000%
134        | 45              | 0.00045000%
135        | 148             | 0.00148000%
136        | 475             | 0.00475000%
137        | 1,424           | 0.01424000%
138        | 3,475           | 0.03475000%
139        | 7,936           | 0.07936000%
140        | 16,957          | 0.16957000%
141        | 32,905          | 0.32905000%
142        | 59,488          | 0.59488000%
143        | 100,098         | 1.00098000%
144        | 158,897         | 1.58897000%
145        | 236,662         | 2.36662000%
146        | 330,686         | 3.30686000%
147        | 436,189         | 4.36189000%
148        | 547,693         | 5.47693000%
149        | 650,501         | 6.50501000%
150        | 738,994         | 7.38994000%
151        | 798,212         | 7.98212000%
152        | 824,006         | 8.24006000%
153        | 816,584         | 8.16584000%
154        | 774,718         | 7.74718000%
155        | 706,587         | 7.06587000%
156        | 620,100         | 6.20100000%
157        | 523,563         | 5.23563000%
158        | 427,813         | 4.27813000%
159        | 337,334         | 3.37334000%
160        | 256,698         | 2.56698000%
161        | 190,507         | 1.90507000%
162        | 135,588         | 1.35588000%
163        | 94,214          | 0.94214000%
164        | 63,740          | 0.63740000%
165        | 41,741          | 0.41741000%
166        | 26,678          | 0.26678000%
167        | 16,108          | 0.16108000%
168        | 9,959           | 0.09959000%
169        | 5,857           | 0.05857000%
170        | 3,317           | 0.03317000%
171        | 1,951           | 0.01951000%
172        | 1,034           | 0.01034000%
173        | 525             | 0.00525000%
174        | 293             | 0.00293000%
175        | 152             | 0.00152000%
176        | 72              | 0.00072000%
177        | 34              | 0.00034000%
178        | 14              | 0.00014000%
179        | 7               | 0.00007000%
180        | 4               | 0.00004000%
181        | 2               | 0.00002000%
182        | 2               | 0.00002000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
80         | 2               | 0.00002000%
81         | 4               | 0.00004000%
82         | 11              | 0.00011000%
83         | 60              | 0.00060000%
84         | 177             | 0.00177000%
85         | 521             | 0.00521000%
86         | 1,373           | 0.01373000%
87         | 3,321           | 0.03321000%
88         | 7,341           | 0.07341000%
