==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 8,620
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
118        | 1               | 0.00001000%
119        | 8               | 0.00008000%
120        | 32              | 0.00032000%
121        | 115             | 0.00115000%
122        | 436             | 0.00436000%
123        | 1,315           | 0.01315000%
124        | 3,553           | 0.03553000%
125        | 8,632           | 0.08632000%
126        | 19,203          | 0.19203000%
127        | 38,484          | 0.38484000%
128        | 71,137          | 0.71137000%
129        | 121,990         | 1.21990000%
130        | 194,078         | 1.94078000%
131        | 287,474         | 2.87474000%
132        | 400,036         | 4.00036000%
133        | 520,576         | 5.20576000%
134        | 640,737         | 6.40737000%
135        | 744,619         | 7.44619000%
136        | 823,880         | 8.23880000%
137        | 864,937         | 8.64937000%
138        | 863,223         | 8.63223000%
139        | 823,945         | 8.23945000%
140        | 750,625         | 7.50625000%
141        | 656,280         | 6.56280000%
142        | 552,498         | 5.52498000%
143        | 445,856         | 4.45856000%
144        | 346,678         | 3.46678000%
145        | 260,419         | 2.60419000%
146        | 187,901         | 1.87901000%
147        | 131,278         | 1.31278000%
148        | 89,683          | 0.89683000%
149        | 58,865          | 0.58865000%
150        | 37,163          | 0.37163000%
151        | 22,773          | 0.22773000%
152        | 13,686          | 0.13686000%
153        | 7,926           | 0.07926000%
154        | 4,668           | 0.04668000%
155        | 2,519           | 0.02519000%
156        | 1,323           | 0.01323000%
157        | 734             | 0.00734000%
158        | 389             | 0.00389000%
159        | 160             | 0.00160000%
160        | 94              | 0.00094000%
161        | 39              | 0.00039000%
162        | 24              | 0.00024000%
163        | 3               | 0.00003000%
164        | 2               | 0.00002000%
165        | 1               | 0.00001000%
167        | 2               | 0.00002000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
72         | 5               | 0.00005000%
73         | 11              | 0.00011000%
74         | 57              | 0.00057000%
75         | 153             | 0.00153000%
76         | 501             | 0.00501000%
77         | 1,493           | 0.01493000%
78         | 3,686           | 0.03686000%
79         | 8,570           | 0.08570000%
80         | 18,584          | 0.18584000%
81         | 36,862          | 0.36862000%
82         | 67,805          | 0.67805000%
83         | 116,639         | 1.16639000%
84         | 186,623         | 1.86623000%
85         | 278,988         | 2.78988000%
86         | 391,408         | 3.91408000%
87         | 517,925         | 5.17925000%
88         | 645,710         | 6.45710000%
89         | 761,255         | 7.61255000%
90         | 845,149         | 8.45149000%
91         | 891,807         | 8.91807000%
92         | 894,059         | 8.94059000%
93         | 853,066         | 8.53066000%
94         | 774,219         | 7.74219000%
95         | 669,707         | 6.69707000%
96         | 555,471         | 5.55471000%
97         | 439,335         | 4.39335000%
98         | 334,438         | 3.34438000%
99         | 243,135         | 2.43135000%
100        | 169,334         | 1.69334000%
101        | 113,337         | 1.13337000%
102        | 73,366          | 0.73366000%
103        | 45,672          | 0.45672000%
104        | 27,319          | 0.27319000%
105        | 15,900          | 0.15900000%
106        | 8,806           | 0.08806000%
107        | 4,775           | 0.04775000%
108        | 2,469           | 0.02469000%
109        | 1,247           | 0.01247000%
110        | 601             | 0.00601000%
111        | 282             | 0.00282000%
112        | 123             | 0.00123000%
113        | 58              | 0.00058000%
114        | 24              | 0.00024000%
115        | 12              | 0.00012000%
116        | 7               | 0.00007000%
117        | 4               | 0.00004000%
118        | 3               | 0.00003000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
27         | 1               | 0.00001000%
28         | 3               | 0.00003000%
29         | 21              | 0.00021000%
30         | 62              | 0.00062000%
31         | 184             | 0.00184000%
32         | 549             | 0.00549000%
33         | 1,543           | 0.01543000%
34         | 3,887           | 0.03887000%
35         | 9,498           | 0.09498000%
36         | 21,597          | 0.21597000%
37         | 44,260          | 0.44260000%
38         | 86,083          | 0.86083000%
39         | 154,519         | 1.54519000%
40         | 258,375         | 2.58375000%
41         | 398,959         | 3.98959000%
42         | 572,395         | 5.72395000%
43         | 760,336         | 7.60336000%
44         | 935,779         | 9.35779000%
45         | 1,066,187       | 10.66187000%
46         | 1,120,754       | 11.20754000%
47         | 1,090,107       | 10.90107000%
48         | 976,651         | 9.76651000%
49         | 810,261         | 8.10261000%
50         | 618,491         | 6.18491000%
51         | 436,753         | 4.36753000%
52         | 283,641         | 2.83641000%
53         | 169,928         | 1.69928000%
54         | 93,761          | 0.93761000%
55         | 47,654          | 0.47654000%
56         | 22,416          | 0.22416000%
57         | 9,618           | 0.09618000%
58         | 3,764           | 0.03764000%
59         | 1,320           | 0.01320000%
60         | 443             | 0.00443000%
61         | 142             | 0.00142000%
62         | 46              | 0.00046000%
63         | 12              | 0.00012000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 53,223          | 0.53223000%
1          | 165,626         | 1.65626000%
2          | 362,331         | 3.62331000%
3          | 629,921         | 6.29921000%
4          | 920,733         | 9.20733000%
5          | 1,162,008       | 11.62008000%
6          | 1,300,922       | 13.00922000%
7          | 1,303,639       | 13.03639000%
8          | 1,176,692       | 11.76692000%
9          | 971,894         | 9.71894000%
10         | 730,583         | 7.30583000%
11         | 507,996         | 5.07996000%
12         | 323,772         | 3.23772000%
13         | 191,217         | 1.91217000%
14         | 103,701         | 1.03701000%
15         | 52,765          | 0.52765000%
16         | 24,909          | 0.24909000%
17         | 10,970          | 0.10970000%
18         | 4,499           | 0.04499000%
19         | 1,689           | 0.01689000%
20         | 617             | 0.00617000%
21         | 210             | 0.00210000%
22         | 59              | 0.00059000%
23         | 20              | 0.00020000%
24         | 3               | 0.00003000%
25         | 1               | 0.00001000%

==================================================
Duplication Statistics
==================================================
Threshold    | Avg Chars Met   | P(0 Chars Met) | P(1 Chars Met) | P(2 Chars Met) | P(3 Chars Met) | P(4 Chars Met) | P(5 Chars Met) | P(6 Chars Met) | P(7 Chars Met) | P(8 Chars Met)
