==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 5,200
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
69         | 5               | 0.00005000%
70         | 59              | 0.00059000%
71         | 476             | 0.00476000%
72         | 2,254           | 0.02254000%
73         | 8,449           | 0.08449000%
74         | 26,355          | 0.26355000%
75         | 66,797          | 0.66797000%
76         | 143,675         | 1.43675000%
77         | 268,444         | 2.68444000%
78         | 438,763         | 4.38763000%
79         | 640,838         | 6.40838000%
80         | 845,755         | 8.45755000%
81         | 1,008,410       | 10.08410000%
82         | 1,101,571       | 11.01571000%
83         | 1,111,873       | 11.11873000%
84         | 1,037,148       | 10.37148000%
85         | 899,432         | 8.99432000%
86         | 733,389         | 7.33389000%
87         | 560,531         | 5.60531000%
88         | 402,466         | 4.02466000%
89         | 275,137         | 2.75137000%
90         | 178,335         | 1.78335000%
91         | 110,052         | 1.10052000%
92         | 64,763          | 0.64763000%
93         | 36,241          | 0.36241000%
94         | 19,368          | 0.19368000%
95         | 9,974           | 0.09974000%
96         | 4,978           | 0.04978000%
97         | 2,465           | 0.02465000%
98         | 1,103           | 0.01103000%
99         | 509             | 0.00509000%
100        | 234             | 0.00234000%
101        | 97              | 0.00097000%
102        | 29              | 0.00029000%
103        | 20              | 0.00020000%
104        | 3               | 0.00003000%
106        | 1               | 0.00001000%
107        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
39         | 1               | 0.00001000%
40         | 2               | 0.00002000%
41         | 14              | 0.00014000%
42         | 104             | 0.00104000%
43         | 497             | 0.00497000%
44         | 2,020           | 0.02020000%
45         | 7,095           | 0.07095000%
46         | 20,520          | 0.20520000%
47         | 52,238          | 0.52238000%
48         | 113,526         | 1.13526000%
49         | 218,854         | 2.18854000%
50         | 374,651         | 3.74651000%
51         | 572,434         | 5.72434000%
52         | 788,529         | 7.88529000%
53         | 980,316         | 9.80316000%
54         | 1,112,362       | 11.12362000%
55         | 1,156,540       | 11.56540000%
56         | 1,103,613       | 11.03613000%
57         | 973,920         | 9.73920000%
58         | 797,608         | 7.97608000%
59         | 605,010         | 6.05010000%
60         | 431,363         | 4.31363000%
61         | 286,971         | 2.86971000%
62         | 179,432         | 1.79432000%
63         | 105,147         | 1.05147000%
64         | 58,405          | 0.58405000%
65         | 30,909          | 0.30909000%
66         | 15,105          | 0.15105000%
67         | 7,145           | 0.07145000%
68         | 3,353           | 0.03353000%
69         | 1,431           | 0.01431000%
70         | 527             | 0.00527000%
71         | 226             | 0.00226000%
72         | 84              | 0.00084000%
73         | 30              | 0.00030000%
74         | 12              | 0.00012000%
75         | 5               | 0.00005000%
76         | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
12         | 1               | 0.00001000%
13         | 2               | 0.00002000%
14         | 10              | 0.00010000%
15         | 39              | 0.00039000%
16         | 241             | 0.00241000%
17         | 945             | 0.00945000%
18         | 3,328           | 0.03328000%
19         | 10,397          | 0.10397000%
20         | 29,454          | 0.29454000%
21         | 74,150          | 0.74150000%
22         | 163,416         | 1.63416000%
23         | 321,744         | 3.21744000%
24         | 556,748         | 5.56748000%
25         | 856,953         | 8.56953000%
26         | 1,156,232       | 11.56232000%
27         | 1,377,254       | 13.77254000%
28         | 1,437,389       | 14.37389000%
29         | 1,318,556       | 13.18556000%
30         | 1,061,133       | 10.61133000%
31         | 744,877         | 7.44877000%
32         | 456,684         | 4.56684000%
33         | 245,399         | 2.45399000%
34         | 114,451         | 1.14451000%
35         | 46,950          | 0.46950000%
36         | 16,620          | 0.16620000%
37         | 5,196           | 0.05196000%
38         | 1,442           | 0.01442000%
39         | 313             | 0.00313000%
40         | 65              | 0.00065000%
41         | 9               | 0.00009000%
42         | 2               | 0.00002000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 6,180,061       | 61.80061000%
1          | 1,961,499       | 19.61499000%
2          | 1,067,184       | 10.67184000%
3          | 494,887         | 4.94887000%
4          | 197,051         | 1.97051000%
5          | 69,755          | 0.69755000%
6          | 21,658          | 0.21658000%
7          | 5,927           | 0.05927000%
8          | 1,533           | 0.01533000%
9          | 345             | 0.00345000%
10         | 82              | 0.00082000%
11         | 15              | 0.00015000%
12         | 3               | 0.00003000%

==================================================
Duplication Statistics
==================================================
Threshold    | Avg Chars Met   | P(0 Chars Met) | P(1 Chars Met) | P(2 Chars Met) | P(3 Chars Met) | P(4 Chars Met) | P(5 Chars Met) | P(6 Chars Met) | P(7 Chars Met) | P(8 Chars Met)
 >= 5 copies | 2.6155          |  0.4735% |  9.1593% | 35.3655% | 39.7347% | 13.9003% |  1.3434% |  0.0233% |  0.0000% |  0.0000%
 >= 6 copies | 1.6030          |  7.8642% | 38.0844% | 40.9084% | 12.1899% |  0.9398% |  0.0134% |  0.0000% |  0.0000% |  0.0000%
 >= 7 copies | 0.8701          | 31.9249% | 50.3957% | 16.4443% |  1.2199% |  0.0153% |  0.0000% |  0.0000% |  0.0000% |  0.0000%
