==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 5,230
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
69         | 2               | 0.00002000%
70         | 19              | 0.00019000%
71         | 221             | 0.00221000%
72         | 1,136           | 0.01136000%
73         | 4,737           | 0.04737000%
74         | 16,247          | 0.16247000%
75         | 44,709          | 0.44709000%
76         | 102,834         | 1.02834000%
77         | 203,862         | 2.03862000%
78         | 353,234         | 3.53234000%
79         | 542,225         | 5.42225000%
80         | 748,677         | 7.48677000%
81         | 935,696         | 9.35696000%
82         | 1,064,470       | 10.64470000%
83         | 1,114,559       | 11.14559000%
84         | 1,078,233       | 10.78233000%
85         | 969,715         | 9.69715000%
86         | 816,224         | 8.16224000%
87         | 641,705         | 6.41705000%
88         | 476,143         | 4.76143000%
89         | 333,746         | 3.33746000%
90         | 222,379         | 2.22379000%
91         | 141,069         | 1.41069000%
92         | 84,931          | 0.84931000%
93         | 48,517          | 0.48517000%
94         | 26,728          | 0.26728000%
95         | 14,242          | 0.14242000%
96         | 7,143           | 0.07143000%
97         | 3,543           | 0.03543000%
98         | 1,676           | 0.01676000%
99         | 792             | 0.00792000%
100        | 339             | 0.00339000%
101        | 162             | 0.00162000%
102        | 53              | 0.00053000%
103        | 19              | 0.00019000%
104        | 10              | 0.00010000%
105        | 1               | 0.00001000%
106        | 1               | 0.00001000%
107        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
40         | 2               | 0.00002000%
41         | 8               | 0.00008000%
42         | 65              | 0.00065000%
43         | 329             | 0.00329000%
44         | 1,383           | 0.01383000%
45         | 5,115           | 0.05115000%
46         | 15,140          | 0.15140000%
47         | 40,176          | 0.40176000%
48         | 91,073          | 0.91073000%
49         | 181,277         | 1.81277000%
50         | 320,935         | 3.20935000%
51         | 507,289         | 5.07289000%
52         | 718,286         | 7.18286000%
53         | 923,268         | 9.23268000%
54         | 1,075,084       | 10.75084000%
55         | 1,149,173       | 11.49173000%
56         | 1,128,134       | 11.28134000%
57         | 1,019,695       | 10.19695000%
58         | 857,243         | 8.57243000%
59         | 665,521         | 6.65521000%
60         | 484,968         | 4.84968000%
61         | 330,810         | 3.30810000%
62         | 211,494         | 2.11494000%
63         | 126,536         | 1.26536000%
64         | 71,860          | 0.71860000%
65         | 38,707          | 0.38707000%
66         | 19,555          | 0.19555000%
67         | 9,291           | 0.09291000%
68         | 4,345           | 0.04345000%
69         | 1,946           | 0.01946000%
70         | 781             | 0.00781000%
71         | 322             | 0.00322000%
72         | 119             | 0.00119000%
73         | 48              | 0.00048000%
74         | 16              | 0.00016000%
75         | 4               | 0.00004000%
76         | 2               | 0.00002000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
12         | 1               | 0.00001000%
13         | 1               | 0.00001000%
14         | 10              | 0.00010000%
15         | 31              | 0.00031000%
16         | 209             | 0.00209000%
17         | 786             | 0.00786000%
18         | 2,849           | 0.02849000%
19         | 8,835           | 0.08835000%
20         | 25,681          | 0.25681000%
21         | 65,421          | 0.65421000%
22         | 146,318         | 1.46318000%
23         | 292,914         | 2.92914000%
24         | 515,430         | 5.15430000%
25         | 807,655         | 8.07655000%
26         | 1,109,473       | 11.09473000%
27         | 1,347,592       | 13.47592000%
28         | 1,435,627       | 14.35627000%
29         | 1,345,418       | 13.45418000%
30         | 1,106,632       | 11.06632000%
31         | 796,809         | 7.96809000%
32         | 499,833         | 4.99833000%
33         | 275,867         | 2.75867000%
34         | 132,057         | 1.32057000%
35         | 55,328          | 0.55328000%
36         | 20,346          | 0.20346000%
37         | 6,471           | 0.06471000%
38         | 1,865           | 0.01865000%
39         | 434             | 0.00434000%
40         | 92              | 0.00092000%
41         | 12              | 0.00012000%
42         | 3               | 0.00003000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 6,086,969       | 60.86969000%
1          | 1,989,392       | 19.89392000%
2          | 1,095,788       | 10.95788000%
3          | 514,363         | 5.14363000%
4          | 207,126         | 2.07126000%
5          | 74,395          | 0.74395000%
6          | 23,263          | 0.23263000%
7          | 6,512           | 0.06512000%
8          | 1,701           | 0.01701000%
9          | 385             | 0.00385000%
10         | 87              | 0.00087000%
11         | 17              | 0.00017000%
12         | 2               | 0.00002000%

==================================================
Duplication Statistics
==================================================
Threshold    | Avg Chars Met   | P(0 Chars Met) | P(1 Chars Met) | P(2 Chars Met) | P(3 Chars Met) | P(4 Chars Met) | P(5 Chars Met) | P(6 Chars Met) | P(7 Chars Met) | P(8 Chars Met)
 >= 5 copies | 2.6445          |  0.4264% |  8.6497% | 34.5925% | 40.2372% | 14.5938% |  1.4739% |  0.0264% |  0.0000% |  0.0000%
 >= 6 copies | 1.6287          |  7.4228% | 37.2485% | 41.4347% | 12.8412% |  1.0375% |  0.0153% |  0.0000% |  0.0000% |  0.0000%
 >= 7 copies | 0.8888          | 30.9683% | 50.5480% | 17.1329% |  1.3326% |  0.0182% |  0.0000% |  0.0000% |  0.0000% |  0.0000%
