==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 7,100
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
96         | 1               | 0.00001000%
97         | 18              | 0.00018000%
98         | 72              | 0.00072000%
99         | 328             | 0.00328000%
100        | 1,214           | 0.01214000%
101        | 3,870           | 0.03870000%
102        | 10,480          | 0.10480000%
103        | 25,558          | 0.25558000%
104        | 54,461          | 0.54461000%
105        | 103,953         | 1.03953000%
106        | 180,293         | 1.80293000%
107        | 289,144         | 2.89144000%
108        | 420,699         | 4.20699000%
109        | 569,051         | 5.69051000%
110        | 715,318         | 7.15318000%
111        | 840,779         | 8.40779000%
112        | 925,230         | 9.25230000%
113        | 957,443         | 9.57443000%
114        | 934,559         | 9.34559000%
115        | 863,750         | 8.63750000%
116        | 756,588         | 7.56588000%
117        | 635,172         | 6.35172000%
118        | 505,035         | 5.05035000%
119        | 383,932         | 3.83932000%
120        | 281,461         | 2.81461000%
121        | 196,043         | 1.96043000%
122        | 132,604         | 1.32604000%
123        | 85,961          | 0.85961000%
124        | 53,642          | 0.53642000%
125        | 32,248          | 0.32248000%
126        | 18,850          | 0.18850000%
127        | 10,347          | 0.10347000%
128        | 5,812           | 0.05812000%
129        | 3,048           | 0.03048000%
130        | 1,558           | 0.01558000%
131        | 752             | 0.00752000%
132        | 406             | 0.00406000%
133        | 187             | 0.00187000%
134        | 77              | 0.00077000%
135        | 40              | 0.00040000%
136        | 9               | 0.00009000%
137        | 4               | 0.00004000%
138        | 1               | 0.00001000%
139        | 1               | 0.00001000%
140        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
57         | 2               | 0.00002000%
58         | 3               | 0.00003000%
59         | 21              | 0.00021000%
60         | 99              | 0.00099000%
61         | 407             | 0.00407000%
62         | 1,319           | 0.01319000%
63         | 3,727           | 0.03727000%
64         | 9,788           | 0.09788000%
65         | 22,789          | 0.22789000%
66         | 48,023          | 0.48023000%
67         | 92,147          | 0.92147000%
68         | 162,797         | 1.62797000%
69         | 263,605         | 2.63605000%
70         | 394,650         | 3.94650000%
71         | 544,708         | 5.44708000%
72         | 700,290         | 7.00290000%
73         | 840,522         | 8.40522000%
74         | 940,716         | 9.40716000%
75         | 987,037         | 9.87037000%
76         | 976,847         | 9.76847000%
77         | 905,029         | 9.05029000%
78         | 793,874         | 7.93874000%
79         | 658,092         | 6.58092000%
80         | 517,466         | 5.17466000%
81         | 387,608         | 3.87608000%
82         | 274,357         | 2.74357000%
83         | 184,916         | 1.84916000%
84         | 119,891         | 1.19891000%
85         | 74,127          | 0.74127000%
86         | 43,489          | 0.43489000%
87         | 24,908          | 0.24908000%
88         | 13,318          | 0.13318000%
89         | 7,008           | 0.07008000%
90         | 3,439           | 0.03439000%
91         | 1,662           | 0.01662000%
92         | 754             | 0.00754000%
93         | 339             | 0.00339000%
94         | 133             | 0.00133000%
95         | 56              | 0.00056000%
96         | 23              | 0.00023000%
97         | 9               | 0.00009000%
98         | 2               | 0.00002000%
99         | 2               | 0.00002000%
101        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
21         | 4               | 0.00004000%
22         | 7               | 0.00007000%
23         | 39              | 0.00039000%
24         | 160             | 0.00160000%
25         | 499             | 0.00499000%
26         | 1,554           | 0.01554000%
27         | 4,432           | 0.04432000%
28         | 11,632          | 0.11632000%
29         | 28,033          | 0.28033000%
30         | 61,774          | 0.61774000%
31         | 122,605         | 1.22605000%
