==================================================
Gacha Simulation Results
==================================================
Target Type: pulls
Max Pulls per Sim: 5,610
Pulls Ratio: 4-1-4-1
Total Simulations: 10,000,000

--------------------------------------------------
Distribution for: Gold
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
74         | 1               | 0.00001000%
75         | 8               | 0.00008000%
76         | 75              | 0.00075000%
77         | 421             | 0.00421000%
78         | 1,922           | 0.01922000%
79         | 6,765           | 0.06765000%
80         | 20,814          | 0.20814000%
81         | 52,232          | 0.52232000%
82         | 112,731         | 1.12731000%
83         | 212,992         | 2.12992000%
84         | 356,165         | 3.56165000%
85         | 533,154         | 5.33154000%
86         | 726,420         | 7.26420000%
87         | 898,499         | 8.98499000%
88         | 1,023,373       | 10.23373000%
89         | 1,074,769       | 10.74769000%
90         | 1,051,239       | 10.51239000%
91         | 956,956         | 9.56956000%
92         | 817,927         | 8.17927000%
93         | 658,327         | 6.58327000%
94         | 498,804         | 4.98804000%
95         | 359,696         | 3.59696000%
96         | 245,855         | 2.45855000%
97         | 160,562         | 1.60562000%
98         | 99,741          | 0.99741000%
99         | 59,204          | 0.59204000%
100        | 33,781          | 0.33781000%
101        | 18,500          | 0.18500000%
102        | 9,685           | 0.09685000%
103        | 4,860           | 0.04860000%
104        | 2,452           | 0.02452000%
105        | 1,173           | 0.01173000%
106        | 494             | 0.00494000%
107        | 237             | 0.00237000%
108        | 88              | 0.00088000%
109        | 44              | 0.00044000%
110        | 26              | 0.00026000%
111        | 5               | 0.00005000%
113        | 2               | 0.00002000%
117        | 1               | 0.00001000%

--------------------------------------------------
Distribution for: UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
44         | 7               | 0.00007000%
45         | 23              | 0.00023000%
46         | 141             | 0.00141000%
47         | 581             | 0.00581000%
48         | 2,194           | 0.02194000%
49         | 6,892           | 0.06892000%
50         | 19,574          | 0.19574000%
51         | 48,030          | 0.48030000%
52         | 102,177         | 1.02177000%
53         | 193,677         | 1.93677000%
54         | 330,309         | 3.30309000%
55         | 507,262         | 5.07262000%
56         | 703,919         | 7.03919000%
57         | 893,856         | 8.93856000%
58         | 1,036,372       | 10.36372000%
59         | 1,107,940       | 11.07940000%
60         | 1,095,282       | 10.95282000%
61         | 1,002,225       | 10.02225000%
62         | 853,024         | 8.53024000%
63         | 678,964         | 6.78964000%
64         | 505,694         | 5.05694000%
65         | 353,410         | 3.53410000%
66         | 233,295         | 2.33295000%
67         | 144,513         | 1.44513000%
68         | 85,179          | 0.85179000%
69         | 47,175          | 0.47175000%
70         | 24,958          | 0.24958000%
71         | 12,469          | 0.12469000%
72         | 6,056           | 0.06056000%
73         | 2,791           | 0.02791000%
74         | 1,189           | 0.01189000%
75         | 492             | 0.00492000%
76         | 205             | 0.00205000%
77         | 83              | 0.00083000%
78         | 25              | 0.00025000%
79         | 12              | 0.00012000%
80         | 5               | 0.00005000%

--------------------------------------------------
Distribution for: Non-UP
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
14         | 1               | 0.00001000%
15         | 2               | 0.00002000%
16         | 15              | 0.00015000%
17         | 80              | 0.00080000%
18         | 325             | 0.00325000%
19         | 1,226           | 0.01226000%
20         | 3,845           | 0.03845000%
21         | 11,606          | 0.11606000%
22         | 31,227          | 0.31227000%
23         | 74,920          | 0.74920000%
24         | 160,674         | 1.60674000%
25         | 308,018         | 3.08018000%
26         | 525,466         | 5.25466000%
27         | 798,608         | 7.98608000%
28         | 1,084,365       | 10.84365000%
29         | 1,298,432       | 12.98432000%
30         | 1,387,222       | 13.87222000%
31         | 1,311,311       | 13.11311000%
32         | 1,097,671       | 10.97671000%
33         | 809,665         | 8.09665000%
34         | 528,332         | 5.28332000%
35         | 303,945         | 3.03945000%
36         | 153,784         | 1.53784000%
37         | 68,793          | 0.68793000%
38         | 27,212          | 0.27212000%
39         | 9,415           | 0.09415000%
40         | 2,839           | 0.02839000%
41         | 792             | 0.00792000%
42         | 167             | 0.00167000%
43         | 35              | 0.00035000%
44         | 6               | 0.00006000%
46         | 1               | 0.00001000%

--------------------------------------------------
Distribution for: Special_Items
--------------------------------------------------
Count      | Simulations     | Percentage (%)
--------------------------------------------------
0          | 4,871,441       | 48.71441000%
1          | 2,261,962       | 22.61962000%
2          | 1,457,384       | 14.57384000%
3          | 795,176         | 7.95176000%
4          | 374,622         | 3.74622000%
5          | 156,243         | 1.56243000%
6          | 56,755          | 0.56755000%
7          | 18,759          | 0.18759000%
8          | 5,648           | 0.05648000%
9          | 1,536           | 0.01536000%
10         | 367             | 0.00367000%
11         | 93              | 0.00093000%
12         | 12              | 0.00012000%
13         | 2               | 0.00002000%

==================================================
Duplication Statistics
==================================================
Threshold    | Avg Chars Met   | P(0 Chars Met) | P(1 Chars Met) | P(2 Chars Met) | P(3 Chars Met) | P(4 Chars Met) | P(5 Chars Met) | P(6 Chars Met) | P(7 Chars Met) | P(8 Chars Met)
 >= 5 copies | 3.0049          |  0.1125% |  3.8813% | 24.2727% | 43.1865% | 24.3708% |  4.0388% |  0.1370% |  0.0006% |  0.0000%
 >= 6 copies | 1.9590          |  3.3482% | 26.1969% | 44.9761% | 22.2632% |  3.1185% |  0.0967% |  0.0003% |  0.0000% |  0.0000%
 >= 7 copies | 1.1421          | 20.0282% | 49.5580% | 26.6948% |  3.6139% |  0.1047% |  0.0004% |  0.0000% |  0.0000% |  0.0000%
